nickname,roi,mdd,sharpRatio,winRate
薩爾瓦多共和國,26.781952,10.305621,,65.3846
早点赚够一个亿退休,26.64860088,15.798158,2.81203252,86.6667
Here_or_no_thing,26.620625,73.471838,,88.2353
AZDI_1,26.595828,66.567597,,91.4894
水果王,26.57096166,9.6194656,0.46171875,88.8889
LLLLLLLL_,26.563933,8.1995888,,87.5
Siomay,26.557953,0.0,,98.6111
策略-五塊卵石,26.54601081,46.136291,2.62345392,70.0
HafizeBot,26.50197683,57.224856,2.81754639,91.8635
CarlosWale,26.468836,28.685383,,40.0
highlyprofitable,26.41247019,16.889344,5.83953916,52.9412
Zen_Alpha,26.298354,0.57832371,,100.0
low_risk-high_return,26.2693806,12.231863,4.09560226,42.1053
JRTraders,26.25056974,4.6447993,3.35489722,85.7143
Anonymous-User-cf7d3,26.23226391,16.02783,2.60141447,84.6154
ValarMorghulis17,26.20587087,9.1189599,0.52876915,100.0
Short-term_King,26.11741729,58.49194,3.35070146,93.9394
听听,26.074257,27.995075,,50.0
Chino_PE,26.05160267,28.338074,,65.0
TraderBaskan,26.03035728,28.69363,0.44249399,95.4545
ScalptradeAI,25.895732,0.0,,65.0
合约量化对冲,25.89069471,8.9493524,2.37322242,50.0
Devalerim,25.87675866,46.019719,1.8682597,60.8696
salesforce,25.8747992,56.141993,2.39696039,7.563
不凡668899,25.861118,5.7496329,,78.9474
Tpando,25.83316666,30.042819,,51.9737
LightDim,25.69870426,6.4750069,2.73203852,92.3077
币海掏金,25.664972,13.283055,,0.0
鹰王19,25.57165746,8.9963229,1.65271271,90.5473
Anonymous-User-972b3,25.56137219,60.231758,3.02412769,57.1429
BuddyBoys,25.546421,22.083173,,90.0
CAIO_Thailand,25.505748,49.328692,,87.8788
Sir_Large,25.49204749,13.873516,2.66334705,75.0
ZOGLA100,25.47088859,8.6032462,3.65201147,50.0
ChiliPeak,25.46863899,4.5726778,2.87345451,91.6667
黑白不分,25.444482,17.150228,,75.0
1000u挑战1000e,25.44165417,18.503774,2.0208457,48.0
ROOMAX-PATEL,25.42259343,49.89935,1.24808437,87.1287
Nomansky,25.392128,0.0,,100.0
微okx50f,25.362537,6.7615877,,66.6667
Orkooo,25.32061721,18.413527,2.15856942,75.6098
CryptoHunter5,25.28714575,9.1700609,6.85488054,95.5357
Bising1324,25.26403668,14.171409,2.42146179,78.3333
慢慢暴富中,25.231093,39.612329,,0.0
Catch3,25.22434734,39.602555,2.88298184,63.4615
CoinLuxx,25.164779,53.555776,,75.0
AvA-Trader,25.13744942,2.7905851,-0.71725906,51.6129
龙虎升腾,25.133349,5.7936965,,88.8889
SyoshinMakoto,25.126939,6.1747911,,40.0
金牌猎杀达达,25.086544,3.8794035,,0.0
welz101,25.07315257,24.23614,2.57964983,10.0
Winning-Robo,25.072428,0.0,,100.0
纯日内T0短线项目,25.036327,25.785364,,88.764
Luc_COIN_TR,25.00680231,71.437173,6.1756233,92.1429
蒙声发财998,24.910062,67.98044,7.36183213,52.6316
Coin_Hunter198,24.898016,56.091117,,56.8182
EnaADA,24.89586276,33.181247,3.16721153,75.0
Boss-trader-2016,24.83644081,14.960443,2.56952105,68.0
荆棘鸟,24.81563642,53.469838,2.28518903,64.8485
pat_calm,24.770774,20.406164,,90.1639
BitHolycoin,24.73734489,0.0,4.37539733,99.569
Pig-God,24.72313354,29.022468,2.77284569,77.7778
VegaSama,24.700344,2.1695461,,25.0
SeMo87,24.683328,0.0,,66.6667
mrle14186,24.64089497,15.778986,2.40997932,50.0
Yongyong-,24.62647,22.450265,,91.1765
GrissomQ,24.575104,13.365513,,83.3333
Doodl3,24.56468,5.2283579,,96.0
Fregat2,24.561167,19.352197,,76.9363
Rocky-Pro,24.45537006,17.726039,4.57981938,79.7125
MoneyDouble,24.45413894,44.343072,1.28444152,79.4872
ADA操作,24.41529048,49.546204,2.25969427,50.0
SaifuTraderMoyeMoye,24.406887,0.26416508,,90.0
CHULTOOx3,24.374087,0.83863285,,69.6203
鳄鱼君,24.303612,11.866578,,100.0
王阳明心学,24.181621,32.810175,,66.6667
SNS_Crypto,24.17159707,30.630398,1.73062026,84.4828
CryptoGrafi,24.11115083,68.235128,3.628357,46.6667
Knance,24.09365382,18.347192,3.09546123,53.0303
我要买GT啊嗷,24.002141,8.1868896,,0.0
天理循环,23.99640167,50.66426,1.11803522,40.0
Chart_Wizard,23.993725,2.6676192,,86.6667
X-Number-1,23.927954,34.217325,,88.0
Trading-Journey,23.89971938,14.417866,3.21413709,90.3614
AndresJerez,23.850702,2.3803115,,87.5
NutanHVaghasiya,23.83303275,14.644307,4.05245769,0.0
兵塘血栗-坐杀博徒,23.82425121,37.519077,2.42290249,0.0
Wise_Daddy,23.8166836,59.187333,-0.26343471,94.0476
natoshisakamoto_tr,23.778069,3.2546705,,100.0
qqlee,23.77438461,22.261146,2.28704677,79.4872
LunarGirl,23.7185934,28.799291,2.91929436,80.9264
牛多多888,23.686826,16.19557,,84.6154
大道至简666,23.664427,5.9232361,,75.0
zilzu,23.57143648,22.155195,2.66406368,60.1449
kidd策略,23.52985527,60.128251,2.67494515,75.0
Dimetr_89,23.467457,19.137378,,95.4023
彼岸的猫,23.467398,13.320294,,63.1579
前进的路啊,23.44991,0.0,,100.0
冰封王座,23.448015,0.0,,80.0
RideTheWave,23.41296632,21.749043,4.42999547,88.4
BTCRYPTOs,23.389528,36.282834,,32.1429
Sahmeran-Naz,23.28358,9.0715606,,94.8718
所有的美好,23.195768,34.46301,,82.2222
Huynhlongbai,23.145738,33.268623,,57.1429
VenomAlgo,23.078546,16.99331,,80.9917
Vaikweb,23.05055985,26.71948,2.40647951,50.0
Duogozen9x,22.90858195,54.728102,2.06631987,89.5833
presentTrading,22.89872186,40.911493,2.92395578,65.8163
长线怪,22.8940763,37.246336,-0.48195228,92.0
午后阳光,22.85414216,9.9912899,7.38286006,55.0725
Bionic-Risky,22.78599531,59.887203,2.35970413,70.5357
Chic_yee,22.607849,12.545983,,50.0
悟道一生,22.5094,17.448425,,88.7097
比特币的秘密,22.437663,6.583215,,50.0
EkoG,22.431721,0.0,,66.6667
SurvivalOfTheFittest,22.428359,3.9223521,,0.0
淡颜,22.41263,38.945294,,100.0
LillyTrades,22.36746296,17.421751,3.92959041,73.5294
SlowFlowPortfolio,22.363191,29.148615,,80.9524
Jasmine_No1,22.33197073,67.312513,3.15581044,3.3898
concecy,22.315595,7.5415821,,80.0
JijiTheGreat,22.304938,53.575272,,85.7143
Ahmad_M_SH,22.27743145,91.710459,4.97020338,91.8033
Ksd20p,22.20863073,1.1293803,7.3479595,87.3563
BigP0ppa,22.205428,6.1457943,,66.6667
FredyFlamengo,22.1421227,12.297938,4.06236587,96.4
猫猫猫猫,22.120463,3.6557388,,78.5714
Yaroslav_Krasko,22.071223,12.695545,,66.6667
GrowSteady,22.06436951,44.626962,2.22086984,98.0159
DLTeo,21.959862,8.5711281,,50.0
花无缺君,21.92546063,35.120738,3.22121993,0.0
冲谦,21.827594,13.476309,,75.0
Michael987654321,21.81821559,8.9266405,6.13769747,98.5866
MSDubai,21.73697883,25.31768,3.05576832,92.8571
Jasmine_Monkey,21.72477504,23.778597,1.42338897,28.6364
mahdi246,21.70942765,17.53871,3.59470354,96.0526
嵩嵩吐舌头,21.705862,56.148381,,0.0
SatoshiAEVO,21.642074,0.66060684,,100.0
TeamAxe,21.638437,3.4002841,,87.5
JustFollowTheTrend,21.624074,9.1658591,,89.7436
MCD_Fidelity,21.60897997,6.9718475,6.94815135,78.4615
黄金豉油鸡,21.608366,1.9601533,,95.7447
JoeToMoon,21.582709,12.383827,0.77667487,84.2105
TheBigPockets,21.566264,19.310309,,84.8485
东八区临时工,21.563081,20.065743,,50.0
Bit骑士,21.541806,5.1430772,,52.9412
Gremio09,21.47932931,35.026485,2.75989387,44.3459
NotNoWhen,21.459131,20.029962,,60.6218
MrT_88,21.434913,6.9390897,,0.0
SurajDahiya,21.38559997,27.55778,3.77493553,87.4317
EasyTraderBot,21.385452,0.12975374,,92.9915
ComeFlyWithMe,21.372815,0.0,,93.8776
_-win-win_scenario-_,21.296044,10.685046,,26.6667
VIPCRYPTO,21.24390008,20.604844,2.21040117,96.738
千元战神,21.238091,4.2627282,,94.4444
CopyApeCapital,21.20387714,2.5318413,8.30745248,95.6296
abd0crypt0,21.17540906,42.087621,3.10588236,87.7005
Experienced19,21.14311303,58.410244,0.61536405,88.9908
Woodrow-Wilson,21.06595063,42.564513,3.41328884,35.9517
天天向上DayDayUp,20.998208,9.579225,,69.2308
WallStreetBattler,20.977757,3.1234143,,50.0
Hannah1311,20.905412,17.018492,,88.8889
THAMLAM,20.89554,0.29444262,,93.6842
Roxy085,20.88300559,27.530908,2.13773862,79.7959
Krypto_fund,20.798337,17.894117,,69.863
伟哥牛牛,20.77725255,13.362792,3.74845692,60.7143
TradingMasterpro,20.725611,4.7253875,,76.9231
神算树林,20.69782236,29.771837,0.61973502,66.6667
一禅,20.69309618,20.193222,4.95022393,73.3333
无视涨跌机器人策略,20.69291773,0.0,3.58646248,100.0
1MillionUsd_,20.55524568,21.567561,3.07322838,89.3548
Trade4Dinner,20.54708565,13.14227,2.16779533,64.4737
龙行天下八方来财,20.53048456,73.06922,3.66446738,61.5385
Profitable_calm,20.521413,0.0,,77.7778
东橘,20.49480227,26.185036,1.74698062,48.8889
IdolCapital,20.46954,8.4813674,,22.2222
D-Club_ACADEMY,20.42083971,28.529689,0.46241518,89.0244
lucky甄选量化,20.38958601,5.7806201,3.7680267,75.7409
Lucy_Lin,20.3846949,2.0268046,1.58154014,100.0
Styleo,20.36310855,40.506414,2.00645195,0.0
跑赢大盘,20.360499,32.117335,,45.6311
Supertradinghaha,20.34112545,37.403222,0.97067691,75.0
247Trading,20.326573,8.6066797,,58.2317
稳健超人,20.20751,0.40559153,,40.0
Khan_bd,20.195686,20.037661,,56.0
2024好运连连,20.13021036,0.0,3.88088436,80.0
稳稳的zk,20.129349,10.019592,,71.4286
大海131419,20.08092308,32.508709,3.4231015,70.6349
vambot,20.03946403,12.591635,4.33731729,99.1694
HUMMMMMMMM,20.007197,1.8086306,,50.0
Max-Alpha,19.99038996,50.11182,2.60345444,100.0
Invest4Winners,19.984865,19.512901,,66.9173
TREND_UP_,19.97203881,21.448704,2.18028657,56.0
MasterRayn,19.95645692,19.200496,5.4668244,81.4815
Kapten707,19.883074,14.468706,,75.0
Anonymous-V1,19.867978,38.225962,,86.6667
tnazarly_crypto,19.86283,14.351462,,98.1481
SK-HedgeFund,19.82808816,43.680876,1.40007463,87.7551
古希腊掌管btc的神,19.80953,0.0,,75.4386
Bullishmarket,19.770192,17.09092,,81.4815
爆仓俱乐部,19.766692,4.9250147,,100.0
一生交易,19.725004,0.0,,100.0
Crypto_scalp_Penguin,19.71895134,27.721837,3.33870596,98.5075
Jasmine-88,19.70879799,25.983208,2.75261945,46.4286
Mai_Duyen_Idol,19.6580359,30.93122,3.8140062,98.9474
ScalperPanda,19.652489,6.6483217,,89.0909
clearWwater,19.62138171,3.8805737,7.49738581,96.648
MrAnonymous9119,19.59223942,2.3063466,7.05174812,68.7042
Miracle856,19.53291124,52.507654,3.84338604,67.8571
稳稳胜,19.5229468,27.207363,2.72660249,89.3617
WhalesKINGDOM,19.52017043,6.7285765,2.04767409,92.6606
到100W就收手,19.43354007,12.542491,,62.2222
GalaxyLegend,19.412738,9.1270938,,99.3939
趋势交易验证者,19.35997117,22.069471,,39.2857
MWKAMEL,19.30800254,11.646887,,69.5652
Timenacci,19.29743023,18.151059,3.57591319,98.5075
trader_ssw,19.23463483,15.214664,1.63723529,89.2857
GT淼,19.170822,18.852313,,85.7143
甲森,19.15970278,51.740048,4.72325406,86.1789
朽木逢春,19.125853,11.428405,,50.4505
KomarcaTrading,19.11825258,36.397271,2.08053482,100.0
lazyquant,19.094833,9.8081139,,75.0
Racing_Profits,19.03156899,15.076971,1.62975342,58.3333
Rainmaker27,19.025613,2.2624088,,59.2308
white_tradest,19.020776,4.8966777,,0.0
tamerguner,19.016519,2.8058173,,11.5385
Trader_Bruce,18.987102,0.0,,100.0
曾曾,18.95475,5.7162707,,75.0
RonnieToppyqDx,18.87042339,47.364265,2.38589336,94.1176
CnTraderTe,18.87040243,15.106386,1.16009502,96.9388
Sharkspeare,18.831993,5.5062756,,81.8182
Tesfer,18.82722,7.5242391,,0.0
darkcoffeeshot,18.82246496,0.64223548,4.40205281,84.9057
iSmellMoney,18.732215,3.841402,,66.6667
LoongEnthusiastic1,18.720107,8.7803657,,0.0
鸭帮帕鲁,18.714994,0.38253896,,88.5714
Alukd_ace2023,18.71458857,14.529363,4.08494436,0.0
Bignw,18.693533,6.2812831,,94.7368
Better_Than_AI,18.67605,2.9349476,,66.6667
贝贝1988,18.642788,5.7276437,,77.2727
CopyP,18.588182,0.0,,100.0
I_kun,18.58646709,2.5651225,0.105254,100.0
天地一蜉蝣,18.58304756,1.1133575,0.98826111,88.4615
财神v878,18.582068,13.420009,,100.0
DATA-FLOW-DEX,18.58172824,8.0416144,3.08054934,86.8421
earnwithsapna,18.56473,0.0,,100.0
Miguel1191,18.52063797,25.073937,1.08940167,33.3333
英雄联盟梦泪,18.478484,0.0,,50.0
交易君子李,18.45565535,6.6561658,2.71091371,50.0
比特狼a,18.39301,0.0,,60.0
Charon卡戎AI量化,18.36719676,18.042696,3.53270467,64.7059
BtbKing,18.28584641,10.482691,3.14536247,69.4215
WealthGroup,18.146929,2.6927618,,54.5455
GlassesBickhead,18.141002,0.0,,72.7273
hikmetkaya,18.125056,40.339179,,90.0
vitamin-wj,18.120475,0.0,,76.9231
小蜜蜂1号,18.063464,7.0525855,,82.9545
1-million,18.054023,53.845775,,84.0
KEMENT11,18.028299,14.228657,,81.25
KevinEasyMoneySniper,17.97087935,30.810548,3.43452347,0.0
PlymouthBot,17.95843513,16.031104,8.63073403,89.464
羽神来了,17.95302,20.404387,,66.6667
Im_Annie,17.9519627,8.1545794,1.11463735,65.7534
Oracle-of-crypton,17.928091,7.2751342,,90.9091
昵称不重要啊,17.913466,35.665224,,70.5882
KRIPTO_AVCISI_44,17.912352,0.0,,92.8571
玄学-低调,17.90900983,55.209695,3.73497022,0.0
DonFlamengo,17.84993855,15.20666,3.82627488,97.5
Lahiko,17.79979916,43.473467,3.72078098,42.8571
champion988,17.790996,6.8866228,,72.8571
比特邦Bitopia,17.772407,0.0,,0.0
TradingBotAlpha,17.76180648,12.062812,5.98856148,98.125
89098,17.7578368,37.945055,2.87235377,91.5966
Devils_Money,17.736494,41.310121,,84.6154
ToTheZero,17.731411,0.0,,77.7778
小城故事多,17.71888749,1.4237435,4.12252151,100.0
utadvice,17.71806221,0.23149118,10.4916018,100.0
策天凤,17.71384929,36.856878,3.04654882,85.7143
金手指大师,17.688371,25.761275,,78.0488
Pairacle,17.65313699,49.264252,3.24741495,83.3333
Enoty,17.63135444,5.0959742,2.70296953,99.3776
AlgoKing,17.574253,20.533825,,48.6486
TulipTrades,17.56336152,13.875399,5.68341773,79.8077
Stewenus,17.525164,41.805697,,76.4706
Nasti-Pro,17.5194314,23.656884,4.05672688,82.9787
不太冰-btc,17.42894401,30.247781,0.81802372,0.0
悟盘,17.404212,6.565689,,82.6087
ArnaldoR_CL,17.35863031,50.115798,2.27988865,96.4539
財源廣進前程似錦,17.347279,0.0,,100.0
DDB-AI-Signal,17.330618,1.5825632,,80.0
ThinkLab1,17.32660661,28.811094,5.19337282,11.1111
泽金-波灵盖,17.298897,41.210715,,90.0
牛市要做多,17.28681,0.0,,100.0
OpportunityTaker,17.266812,4.1845164,,100.0
NoTrading_NoLife,17.258595,3.9484799,,73.6842
HLUAN28796,17.24377285,36.690681,2.1056893,42.8571
哈西布,17.1925347,58.024201,6.20358102,78.125
Teorey,17.1159109,0.94820531,,100.0
Victrapy,17.11564661,11.63058,1.56416416,89.3204
冬天里的一把火12138,17.091174,5.8130222,,83.3333
富,17.07558449,6.5507699,-0.31491881,100.0
Lucky_SS,17.043586,19.462721,,71.4286
1000搞到100万U,17.04340007,47.842742,3.3329813,18.1818
AmbroCapital,17.0275452,30.596287,3.27763006,95.0704
TallhaSarwar,16.9732807,35.438507,1.19566586,88.8889
FMH_CRYPTO,16.94875242,22.039883,2.44300125,95.6044
币圈存款机,16.943648,1.2298516,,66.6667
DivergenceTrading,16.86877048,40.710174,1.55728623,81.8182
APoro69,16.83674984,22.849524,4.21476855,64.2857
稳稳赚钱,16.82496642,64.560853,2.92352333,71.7391
Lilulicious_Trading,16.773144,16.677994,,86.6667
CuanBot,16.72783393,6.1285185,0.53494214,86.5675
SL9999,16.697759,62.150601,,82.9787
投资是种乐趣,16.684648,58.041511,,100.0
辰得鑫,16.62711341,0.56487171,14.98854327,99.8379
财神信徒,16.62349346,16.830609,1.5157765,64.557
ColleenMonagasZ49B,16.61399232,47.024402,2.35262885,94.1176
GODSTER,16.61091359,15.047732,2.05248455,48.9691
MASK-AI-PRO,16.571627,0.0,,85.7143
修心猎手,16.55307086,31.070487,0.25924028,80.4598
KALzais,16.51633843,15.371931,3.75324779,81.25
十倍收摊,16.447678,0.0,,88.8889
BobbyAxeAxelrod,16.41755916,18.423928,2.42756494,74.5098
hoy_hoy,16.349189,16.534721,,77.7778
VyanasCrypto,16.34483779,4.9120214,3.20896671,89.4737
严格设置止损,16.310933,51.677516,,65.2174
Gordomapostador,16.28327048,3.0239873,-1.42655379,92.5926
DDD慢就是快,16.204467,9.7214029,,80.0
MakeItGreen,16.187703,0.89053225,,50.0
Tidewatcher,16.12480312,77.478287,3.06494625,32.0
Sprints_vns,16.10951834,11.282337,3.5295163,60.0
UmmiShahJee,16.058639,100.0,-0.76385513,78.5714
doodledz,16.03977659,57.220441,-0.16236002,100.0
TRADERLOZ,15.957273,0.0,,16.6667
比特克拉克,15.91720384,89.673358,2.92413177,77.7778
Just_a_Little_Push,15.900053,0.37854759,,87.5
ClarenceFerreiro,15.86166812,4.2257071,3.26539628,97.3883
mira_falcon,15.84787644,15.213386,4.7847055,21.4286
Tokmatt_King_Crypto,15.84322892,35.61832,3.48201295,95.9029
Slow_but-Sure,15.80884834,17.704046,3.60218671,94.6429
Cinz8,15.801679,16.26335,,80.4878
Catabult,15.76755,18.179964,,86.2903
coindoctoru,15.70922457,2.0266235,8.07723837,88.2353
DigitalAssetTrader,15.58787,0.0,,100.0
CryptoWhale88,15.37812413,21.375358,5.33757953,83.3333
宁波币侠,15.29986882,4.2479981,2.8503176,50.0
小拜拜,15.262933,17.099271,,37.037
Coinomix,15.24297346,23.616863,0.24754397,33.3333
小亏大赚,15.169052,0.0,,0.0
GreedyAI,15.14179783,2.778342,6.1922913,100.0
天玄,15.124508,6.4663053,,90.0
slow24,15.045653,19.259534,,0.0
CryAction,14.98914538,18.270102,0.85269824,54.5455
怀揣暴富梦想的交易员,14.97417324,17.843992,3.25207544,93.7079
WINRELAXWIN,14.972888,1.698694,,95.082
Amstrongalida,14.96722504,32.93568,3.08908782,87.3418
getrich168,14.944623,71.595037,,89.0244
九命猫,14.9141,0.0,,80.0
Leo765,14.912679,0.0,,0.0
CrazyBallz,14.88655526,13.555942,1.32029964,92.9185
Rich-Capital,14.865783,2.622568,,74.2857
CRYPTOMAXIOFFICIAL,14.853134,0.0,,84.6154
燕雀醉青天,14.835136,17.284803,,50.0
AmadeusCrypto,14.76566638,17.92848,2.55797733,48.8372
Bimpi,14.75753689,5.5130359,3.95705031,99.0741
NnUu1,14.726115,0.0,,70.0
MultiTimeframe,14.69712734,43.970626,1.61049547,59.4595
Mr_Amazing_Trade,14.617212,8.0844107,,100.0
临渊-稳健大师兄,14.61612076,2.53755,4.5942797,72.2222
Xubair_AhmeX,14.582245,7.1081861,,97.5069
DVA2,14.572722,19.445987,1.00710149,56.6038
币胜量化机器人,14.46106682,24.643013,3.05446669,97.5
叶不落,14.449211,3.6114954,,50.0
NovaCapital,14.402876,48.726205,,83.3333
NvDuc228,14.385545,5.3423067,,66.6667
Crypto-the-only,14.346406,43.524798,,95.8333
Youlk,14.337928,1.0995379,,66.6667
青蛙瓜瓜,14.262177,57.752345,,59.6491
Kilogow,14.233655,17.643775,,44.7368
ElonMusk1000,14.18844256,45.76767,2.19929498,61.1111
slouy,14.188389,1.2995251,,90.0
多多的春天,14.174729,11.704213,,62.5
高级程序员带你暴富,14.17199806,18.61832,0.12748433,30.7692
Edge_Traders,14.16526411,5.9931332,1.70271286,85.7143
MasterOpit,14.162722,17.644125,,100.0
goodderek,14.08836118,16.580411,2.02752841,58.3333
公路之王,14.08230682,11.614018,2.85765114,44.2623
Johakbin,14.0771635,48.732749,,93.2432
Anonymous-User-fcfc0,14.074463,1.177794,,79.1667
张元清,14.050376,0.65668464,,62.5
唐宋747,14.04578651,36.654511,4.24908609,76.4045
starless9,14.0213418,10.384586,4.05155351,96.7188
Anonymous-User-c3d1b,13.96376228,30.792667,1.62607945,98.6998
AlphaProfits,13.95468529,2.5227285,7.89017774,71.5447
勝利之星,13.906114,10.481032,,99.3789
PrintulMiskin,13.900105,5.3847743,,67.6471
AI-Mega,13.894788,6.3322555,,73.9496
SDSS99727,13.89285,4.8016755,,0.0
币圈记,13.861021,1.5560072,,77.7778
Wolf-Yuri,13.80412,34.435056,,90.0
SiJahat,13.78939,37.386003,,63.7681
SmartTradingCL,13.782764,8.5098091,,86.3636
IKBZNK,13.77507795,1.6424719,3.8570285,100.0
静逸无为,13.76548487,20.291983,2.26164545,76.9231
Siyahturp,13.740944,72.53463,,93.75
辛地,13.71248213,13.206902,3.27856139,87.037
妹妹带你赚百万主打BTC和ETH,13.651194,5.0999104,,80.6452
ENDERFX07,13.641645,42.082014,,82.8571
ERSTRADE,13.631506,8.9668575,,66.6667
TacticStrategy,13.62262984,9.1689065,5.69891512,96.3636
Nookiie_Baby2,13.620451,35.700674,,100.0
Laguna-racer,13.614958,2.575629,,60.0
ewo_trader,13.605457,9.5206892,,75.8621
ScGroup-FullTp,13.601096,0.0,,84.375
JackTheTrader,13.58893364,5.0363911,2.5484965,86.0
GD__,13.559497,4.1476028,,87.8788
ApeironPP,13.42833992,3.1021314,-0.09241231,100.0
Brave_niuniu_3,13.420334,0.0,,90.099
Cryptocologist,13.415519,0.0,,100.0
米克貓比特幣-低頻交易號,13.41380735,3.6013499,6.08847496,75.0
睡神,13.206615,0.0,,81.8182
MadAztec,13.15548245,35.65975,1.51068072,88.2353
yu梭哈怪,13.134866,55.923751,,100.0
ALGO_GOAT,13.10579545,11.775435,4.955322,40.9396
DipMore,13.09143425,11.870282,4.00021103,97.8378
Strogoff,13.07941538,62.496537,2.01383209,50.0
VariasAltcoins,13.018821,8.8569604,,74.3119
vkaddi,13.003099,4.0909366,,94.6809
benson_trading_desk2,12.97742342,14.642588,1.80257684,77.0833
Pro-BTC,12.96625214,5.9133488,5.14308956,97.2222
TrustAssets,12.920506,7.3534131,,64.5833
韭皇KingOfJiucai,12.91914372,17.312086,1.88875543,45.9459
Quiet_Harbor,12.90932176,5.0753381,1.65604089,38.7097
SurePure,12.895569,8.8624786,,0.0
X_Bitcoin,12.82077248,10.257131,4.98740853,59.0164
Wiki1976,12.796105,3.3966227,,57.1429
LessTradeMoreInvest,12.77536335,0.4291121,,98.1818
吸水长流,12.737602,0.0,,63.7931
Scholar112233,12.732196,0.0,,100.0
RedHair988,12.696734,5.2800911,,92.9577
CryptoPuppy,12.641423,0.28068758,,97.3485
TradePro2024Bader,12.505384,0.92331441,,40.0
AP-9,12.496862,14.977599,,50.0
Cosmic_acceleration,12.483138,3.9074483,,97.5643
Dafoul,12.46638451,0.13646904,4.81560581,80.0
CryptoBotAslan,12.419528,0.20834724,,97.4194
FRS-USDT,12.41879973,22.206749,1.62189241,33.3333
lavvod,12.37019261,29.354832,2.26240056,75.0
Atimuni,12.308435,0.0,,100.0
十年磨一剑_,12.234448,16.759166,,64.1791
Khalilvip,12.21109399,6.1582262,0.94585223,33.3333
邹先森,12.16018401,42.514913,4.56674913,91.6667
Winbill_穩幣,12.140105,6.14212,,40.0
一个量化交易员,12.11558695,38.281003,2.53435892,76.0
rockhunter,12.09167192,10.07479,2.39212243,70.0
招财进宝_栗哥,12.00003582,6.6653097,-2.99928313,100.0
冰冷热带鱼1000u挑战,11.98844232,62.764302,1.669699,34.7826
乌兰巴托的夜,11.95753626,17.052262,4.316044,74.7475
MakingmoneyBurcu,11.927059,55.439215,,97.7011
Lajefa_2024,11.91974235,13.850341,2.30086992,37.037
GAME_TR,11.868172,0.0,,66.6667
VT-巴吠,11.85693,2.4098714,,83.3333
盈1009,11.84393985,24.032527,5.10725745,66.6667
lt-ok13,11.837731,0.0,,94.1176
KINGPIN117,11.812843,15.609665,,94.4444
Samaktan,11.809479,7.2211036,,92.3077
AI永不爆仓,11.79346482,10.622315,3.15266467,47.0899
KANGA-吉祥兽,11.788115,2.5837616,,80.0
nteja21,11.78034615,22.320445,3.25479437,66.6667
Dhillukku_Dhuddu,11.743429,3.7981198,,73.913
拾币人,11.729646,5.7597962,,71.4286
GTRadar-BULL,11.72788008,12.329959,4.5404375,34.6154
Randyx404,11.710523,58.058352,,76.3158
Helios_Azure,11.671488,3.5424129,,80.0
牛市向前冲,11.645707,6.956063,,87.7495
斗罗,11.633957,6.3991467,,83.3333
天猫任选,11.61670917,70.243536,1.82962725,50.0
Mreoz,11.58925528,6.7505231,4.51262523,87.5
专注以太低倍翻仓,11.527154,0.0,,33.3333
BitMaster_,11.51670023,56.771484,2.62760883,53.913
Kashi_Professional,11.512522,0.42554948,,50.0
PROPHEET,11.497093,4.2602097,,50.0
趋势为王111,11.463829,11.933878,,33.3333
RR-King,11.43774713,18.647603,2.50261327,64.7059
MASTER_Yi,11.431988,0.00640798,,98.481
北方甄选量化,11.42166483,47.715451,1.90591804,93.4426
X-Spot,11.412484,3.4055072,,66.6667
MoleyManeki,11.40008627,59.954957,4.42353597,76.6537
Thesafeplayer,11.35923674,16.982387,0.1465822,92.5595
幻想一夜暴富别来,11.352342,48.442269,,60.0
Zero_Liquidation,11.35139103,33.890406,2.40385222,21.2121
很低仓位稳定收益,11.34806094,23.833032,1.3492381,71.0059
Extreme_VB,11.34574062,8.495358,2.78306131,76.4706
Dcoinclub,11.31691324,58.842416,3.50103118,94.4444
TheKasurLegend,11.310522,3.4741687,,81.8182
StableSafe,11.2936613,51.629842,3.45062352,55.1282
一本万李,11.161424,36.925652,,62.5
The-True-Trader,11.153284,62.027187,,74.5098
荒-举世无双,11.149543,0.0,,100.0
Momentum-Alchemist,11.14388394,26.453807,4.27151673,47.5655
Aborayed,11.128262,54.038597,,45.8333
连连好运,11.125237,9.486385,,52.9412
Money_Flows,11.11174664,1.1999715,8.83124471,92.8571
CryptoKeyTrading,11.08947671,22.971356,0.1128204,15.3846
BlackBoneNft,11.039048,14.452123,,66.6667
Tiki_Taka1,11.0254053,0.0,2.88898839,100.0
旋风复利倍增,11.019969,0.26941604,,100.0
gwin178,10.998185,5.1897344,,45.7399
自明之,10.97490338,0.91873202,8.89183324,99.7765
坡县游泳冠军,10.93690168,12.883471,3.38847089,100.0
--SKYNET--,10.864212,22.884121,,41.1765
动物大师_机会无限,10.82235418,1.3287168,7.41376765,86.802
bugrahouse,10.788407,21.326835,,89.1089
比眼淚還溫柔的歌,10.757313,0.0,,100.0
FatihBaki,10.724333,35.913198,,90.9091
Cyber-Rabbit,10.713175,0.0,,100.0
WALAWE,10.706363,7.7154461,,82.0513
Psal77,10.68831177,8.7540645,2.10303617,65.2174
低吸高抛投资者,10.67660149,10.102252,3.2437046,0.0
goodluck996,10.67349546,49.73398,,93.5484
Gsnnn,10.662005,0.0,,60.0
KUNKUNv99,10.65503358,3.5996175,3.77240851,76.0784
LYS35,10.650761,4.178907,,91.5493
