nickname,roi,mdd,sharpRatio,winRate,tradingDays
Luay1990,32.928554,30.364817,,94.8718,10
UDSUA,32.90002895,18.165884,2.71668652,80.4878,104
Master-HuaYang,32.89593314,17.267932,1.08051151,37.7143,110
短线操作王牌,32.895879,0.0,,80.0,0
GODEXSAMAWAR,32.78867488,33.064866,2.94764572,36.8421,103
MaximumProfit,32.783564,12.252954,,88.8889,16
经韭不息,32.71498567,38.529392,0.37954581,20.0,123
coinswolf,32.681019,1.7039859,,90.4762,19
Sprinter_from_Bybit,32.633444,41.209783,,98.2906,10
1Ellonmask,32.63215,26.566338,,94.2857,8
鱼庄主,32.60698692,10.24458,4.91084198,91.6667,37
张元清,32.584122,0.65668464,,64.2857,2
BriceWu,32.51570899,11.835353,6.08983348,70.2703,53
BipodVai,32.49967963,18.793069,4.83788488,76.5432,38
AlbertOntario,32.392779,0.187322,,88.8889,22
TraderMiroglu,32.35663472,19.130643,2.60288256,92.9825,73
concecy,32.347951,0.0,,80.0,3
Thucydides-way,32.343817,9.3181907,,99.4521,25
十鱼TenFish,32.324783,9.9182519,,72.2222,8
kidd策略,32.24380354,60.128251,2.67494515,75.0,32
创投增值,32.23582954,14.205887,8.39499544,82.1918,76
ERICH_MM,32.17518,33.094055,,52.0,6
SK-HedgeFund,32.1068829,43.680876,1.40007463,87.7551,71
koreaKCY,31.90219946,48.230331,8.42209263,95.4802,30
生活不易多点照顾好吗,31.880536,25.074603,,20.0,3
Kashi_Professional,31.723144,0.0,,33.3333,1
BuddyBoys,31.677276,22.083173,,90.0,25
ASOOM14,31.608554,1.7500191,,88.8889,4
X-Number-1,31.603606,34.217325,,88.0,18
向阳999,31.58965665,22.657037,5.62035915,68.2927,78
ROOMAX-PATEL,31.5452647,49.89935,1.24808437,87.1287,41
Sharkspeare,31.46363,4.2709509,,81.8182,8
Lowriskdud,31.42923268,48.71239,0.9195786,44.4444,100
羽神来了,31.409867,20.404387,,66.6667,1
Tvc_Group_CoinTeam,31.276383,1.963518,,73.3333,7
Thomased1103,31.253398,0.0,,92.1687,10
JijiTheGreat,31.210081,53.575272,,85.7143,23
SL9999,31.190089,62.150601,,83.1579,20
welz101,31.15262447,24.23614,2.57964983,10.0,89
PlymouthAI,31.08127,8.6273437,,68.5484,14
Sifredy2222,31.0535316,25.342821,2.62479832,79.0865,64
金闪闪31313,30.978906,9.663227,,66.6667,14
甜西瓜,30.909376,85.422927,,86.1111,10
Winvestz,30.87767557,21.775759,7.10700668,66.6667,52
LeadTraderVIP,30.73757764,11.773973,2.66216888,100.0,78
哈西布,30.72300687,58.024201,6.20358102,78.125,48
Yves_C_AI,30.64092893,2.976651,1.69285666,80.6452,79
GrowSteady,30.61070067,44.626962,2.22086984,98.0159,41
添添赚-机会交易,30.59350937,29.015366,,68.0,29
getrich168,30.422175,71.595037,,89.0244,23
Jasmine-88,30.41027979,25.983208,2.75261945,57.1429,144
稳稳的zk,30.362557,10.019592,,71.4286,7
Selobank,30.34769729,40.127585,2.15235708,94.6237,36
MakeItGreen,30.220542,0.0,,60.0,2
FXCryptoBots,30.15967,0.60417412,,81.9066,24
Sexyguy123,30.12526,39.957304,,85.83,21
abenli,30.024344,12.069902,,67.9487,4
NotNoWhen,29.943323,20.029962,,60.6218,8
SNS_Crypto,29.93575804,30.630398,1.73062026,84.4828,48
Bot_Satohi,29.925923,25.114878,,92.4528,15
Whale11,29.85053611,7.1765721,1.28238948,100.0,98
KitoCoin,29.825255,23.200704,,68.4211,14
朝阳热心群众,29.797095,4.8826423,,64.2857,11
Dimetr_89,29.767904,19.137378,,96.5909,7
Lucky2066,29.75046595,5.5489102,,95.0,29
MSDubai,29.73347368,25.31768,3.05576832,92.8571,56
Iceklanll,29.730095,0.0,,100.0,12
蚂蚁仓-奔向牛市,29.65136716,27.160594,3.58473655,91.2195,40
GentlemanKG1,29.643162,0.0,,75.0,0
Fefoxx,29.61087064,17.008553,3.05655345,91.6667,99
VenomAlgo,29.575456,16.99331,,80.9917,16
StreetProfits,29.559288,91.06121,,85.0427,25
low_risk-high_return,29.54805944,12.231863,4.09560226,42.1053,41
小亏大赚,29.431206,0.0,,0.0,0
西西弗美股,29.330512,50.669237,,74.4681,16
古长生,29.139037,100.0,-2.26064569,42.2222,142
Bit骑士,29.118179,5.1430772,,77.7778,9
Kilogow,29.092509,9.2627515,,42.5,7
VeronicaUA,29.06795297,25.516501,3.33936435,79.6651,89
SyoshinMakoto,29.05664,6.1747911,,40.0,8
Here_or_no_thing,29.004251,73.471838,,88.2353,18
星星_candy,28.970082,48.864463,,47.3684,22
TAGTrading,28.958816,0.0,,100.0,7
跑赢大盘,28.95753,32.117335,,45.6311,22
alidxb100,28.9574802,50.723975,2.18755935,92.8571,98
花无缺君,28.85590914,35.120738,3.22121993,0.0,75
Jasmine_Monkey,28.72095224,23.778597,1.42338897,28.6364,122
有如神助,28.67754016,2.5556926,7.94959974,95.3402,105
WolfBot,28.66915492,10.345272,5.54781301,100.0,30
Orkooo,28.63104744,18.413527,2.15856942,75.6098,149
ScalptradeAI,28.630141,0.0,,70.0,8
小刀砍大树,28.628805,50.540759,,95.5224,14
Serebrum,28.51581739,20.513325,1.44452098,68.1818,85
ontheway0101,28.49335281,30.634347,,85.2941,30
MichaelMarcus,28.46459,8.6738566,,52.6882,7
GrowMoreTogether,28.411868,0.0,,100.0,3
午后阳光,28.35521939,9.9912899,7.38286006,55.0725,50
MoonrakerALTs,28.26823522,11.503442,1.6544814,89.2857,92
UInvest,28.19477917,3.6095642,2.26615241,70.0,76
量徳-司马,28.186501,1.5013615,,100.0,9
BillyNFT-UA,28.10270698,17.324523,2.71870741,98.5612,82
我要买GT啊嗷,28.034109,8.1868896,,0.0,3
hikmetkaya,27.990333,40.339179,,90.0,21
InverseNinja,27.95009558,16.807505,1.89289105,85.7143,104
Bionic-Profit-Trades,27.93954723,72.227079,2.48384309,66.9565,76
船长2024,27.938958,30.783663,,75.0,16
bhuilop,27.920835,0.0,,0.0,0
龙行天下八方来财,27.91633892,73.06922,3.66446738,61.5385,58
Lucky_SS,27.866954,17.475553,,71.4286,9
Mr_Goat_plus,27.86415755,7.3314266,0.35766981,85.7143,91
FutureProTrader,27.853948,0.0,,100.0,19
Pig-God,27.82165578,29.022468,2.77284569,77.7778,116
Gremio09,27.72997217,35.026485,2.75989387,44.7137,42
兵塘血栗-坐杀博徒,27.72108859,37.519077,2.42290249,0.0,169
JRTraders,27.68461166,4.6447993,3.35489722,85.7143,102
presentTrading,27.68353445,40.911493,2.92395578,65.8163,111
VariasAltcoins,27.574606,3.8746567,,76.9231,4
YIRANKYM,27.56305461,14.842833,5.96634112,58.6207,89
RideTheWave,27.503976,21.749043,4.42999547,88.4,155
Ahmad_M_SH,27.49969927,91.710459,4.97020338,91.8033,37
slow24,27.487673,13.510753,,0.0,4
TraderBaskan,27.47172952,28.69363,0.44249399,100.0,97
Krypto_fund,27.453064,17.894117,,70.2703,26
策略-五塊卵石,27.4509925,46.136291,2.62345392,80.0,39
NutanHVaghasiya,27.42291096,14.644307,4.05245769,0.0,78
悟道一生,27.351147,17.448425,,88.7097,14
GlassesBickhead,27.301727,0.0,,76.4706,1
ALLFORTRADING,27.28998384,3.2664657,0.85282229,61.9048,40
TheRSIguy,27.131285,37.338617,,85.7143,14
DDD慢就是快,27.129107,9.2789852,,80.0,7
Siomay,27.124307,0.0,,100.0,9
谷神,27.1045199,40.639875,-0.28852157,0.0,118
AiTradePro,27.09782303,5.5876377,,99.384,30
VegaSama,27.055443,2.1695461,,25.0,2
Stable-Fund,26.983144,5.9493217,,80.9524,5
pat_calm,26.967306,20.406164,,90.8197,15
圆满,26.958305,5.1966922,,80.0,5
MrT_88,26.942501,6.9390897,,0.0,9
Bsp9T,26.838626,0.66588848,,90.0709,7
CryptoLordMaster,26.809057,0.23865097,,80.0,7
abd0crypt0,26.60116737,42.087621,3.10588236,87.234,33
水果王,26.57096166,9.6194656,0.46171875,88.8889,124
Tpando,26.50621887,30.042819,,51.634,28
ZOGLA100,26.50233889,8.6032462,3.65201147,50.0,84
冲谦,26.452878,11.558928,,75.0,9
Trading-Journey,26.41913157,14.417866,3.21413709,90.3614,120
Zen_Alpha,26.298354,0.57832371,,100.0,8
CAIO_Thailand,26.296602,49.328692,,87.8788,9
MoneyDouble,26.27205873,44.343072,1.28444152,77.5,98
ValarMorghulis17,26.20587087,9.1189599,0.52876915,100.0,110
Short-term_King,26.10970872,58.49194,3.35070146,94.697,113
所有的美好,26.107428,34.46301,,82.2222,26
听听,26.074257,27.995075,,50.0,14
highlyprofitable,25.99723004,16.889344,5.83953916,52.9412,53
早点赚够一个亿退休,25.93664409,15.798158,2.81203252,81.25,57
Stable00,25.93295002,29.049225,3.20683131,28.3951,72
Sahmeran-Naz,25.793382,9.0715606,,94.8718,15
Styleo,25.73993391,40.506414,2.00645195,0.0,132
稳稳胜,25.73894606,27.207363,2.72660249,89.3617,83
辛弃疾在交易,25.73803206,1.7249137,1.84645798,68.75,93
Kapten707,25.72459,14.468706,,75.0,7
LightDim,25.68120614,6.4750069,2.73203852,90.9091,91
牛多多888,25.667584,16.19557,,84.6154,23
猫猫猫猫,25.660528,3.2988025,,78.5714,5
鹰王19,25.65168411,8.9963229,1.65271271,90.099,47
qqlee,25.61830317,22.261146,2.28704677,79.4872,97
不凡668899,25.590784,5.7496329,,77.7202,24
LillyTrades,25.52838979,17.421751,3.92959041,73.5294,43
miiiia,25.496342,0.0,,25.0,0
CryptoHunter5,25.49292265,9.1700609,6.85488054,95.5357,47
Sir_Large,25.49204749,13.873516,2.66334705,75.0,120
AvA-Trader,25.48823936,2.7905851,-0.71725906,51.6129,183
ChiliPeak,25.46863899,4.5726778,2.87345451,91.6667,83
0xfake,25.465134,12.848248,,50.0,6
1000u挑战1000e,25.44165417,18.503774,2.0208457,48.0,94
玄学-低调,25.43985366,55.209695,3.73497022,0.0,137
white_tradest,25.431252,4.5098466,,0.0,7
曾曾,25.430376,3.3201987,,75.0,10
Nomansky,25.392128,0.0,,100.0,14
微okx50f,25.362537,6.7615877,,66.6667,7
Bising1324,25.3084616,14.171409,2.42146179,78.6885,63
Catch3,25.22434734,39.602555,2.88298184,63.4615,34
黑白不分墙头草,25.21914,17.150228,,73.3333,18
大道至简666,25.163044,5.9232361,,75.0,10
NoTrading_NoLife,25.159973,2.7808215,,75.0,4
Winning-Robo,25.072428,0.0,,100.0,11
SlowFlowPortfolio,25.054367,29.148615,,80.9524,28
十倍收摊,24.931274,0.0,,100.0,1
夜夜001,24.930489,0.0,,0.0,0
Fregat2,24.917767,19.352197,,77.1478,24
合约量化对冲,24.91544723,8.9996618,2.37322242,50.0,39
Coin_Hunter198,24.898016,56.091117,,56.8182,18
EnaADA,24.89586276,33.181247,3.16721153,75.0,41
Imdogefather,24.86958,27.877956,,0.0,13
CHULTOOx3,24.846994,0.83863285,,69.6203,15
Bossss1103,24.797418,6.0892828,,85.5263,3
Doodl3,24.755226,5.2283579,,100.0,12
BitHolycoin,24.73734489,0.0,4.37539733,99.569,57
HUMMMMMMMM,24.689761,0.95857748,,55.5556,3
SeMo87,24.683328,0.0,,66.6667,1
DLTeo,24.665773,8.5711281,,50.0,26
甲森,24.60689509,51.740048,4.72325406,86.1789,70
Knance,24.60466022,18.347192,3.09546123,53.7313,97
虚心赢得胜利,24.53093827,72.004105,1.58163837,43.75,125
Rocky-Pro,24.45537006,17.726039,4.57981938,79.7125,108
FredyFlamengo,24.44577596,12.297938,4.06236587,96.4,124
严格设置止损,24.425891,51.677516,,66.6667,15
ADA操作,24.41672718,49.546204,2.25969427,50.0,95
SaifuTraderMoyeMoye,24.406887,0.26416508,,90.0,7
鳄鱼君,24.303612,11.866578,,100.0,5
决胜时刻,24.274473,46.116795,,50.0,3
THAMLAM,24.265043,0.29444262,,94.7917,7
_-win-win_scenario-_,24.242938,10.685046,,26.6667,24
Zero_Liquidation,24.20848462,33.890406,2.40385222,21.2121,67
Racing_Profits,24.19508748,15.076971,1.62975342,58.3333,94
UmmiShahJee,24.160024,100.0,-0.76385513,92.8571,38
交易员-心安,24.134292,0.0,,50.0,0
嵩嵩吐舌头,24.048653,56.148381,,0.0,22
求求你带我回本吧,24.038426,41.433424,,60.0,9
Crypto-the-only,24.026759,43.524798,,95.8333,20
mahdi246,23.97459275,17.53871,3.59470354,96.1538,42
MultiTimeframe,23.90838879,43.970626,1.61049547,62.1622,177
ThinkLab1,23.86882013,28.811094,5.19337282,11.1111,53
natoshisakamoto_tr,23.772495,3.2546705,,97.619,17
IdolCapital,23.769043,8.4813674,,22.2222,20
Charon卡戎AI量化,23.74287231,18.042696,3.53270467,64.7059,57
LunarGirl,23.7185934,28.799291,2.91929436,80.9264,88
TradingMasterpro,23.680657,4.7253875,,76.9231,3
Bullishmarket,23.677251,17.09092,,82.1429,11
Chart_Wizard,23.669874,2.6676192,,83.871,10
1000搞到100万U,23.62119524,47.842742,3.3329813,18.1818,157
12366,23.620234,16.976663,,0.0,4
韭菜教主,23.615479,14.712167,,66.6667,2
TREND_UP_,23.58538864,21.448704,2.18028657,56.0,93
斗罗,23.578944,6.3991467,,100.0,7
zilzu,23.57143648,22.155195,2.66406368,60.1449,110
JustFollowTheTrend,23.568116,9.1658591,,89.7436,21
RonnieToppyqDx,23.48822439,47.364265,2.38589336,94.1176,38
89098,23.48626611,37.945055,2.87235377,91.5966,128
冰封王座,23.472447,0.0,,81.8182,1
Khan_bd,23.439622,20.037661,,56.0,26
CLNN,23.376781,100.0,0.79124833,66.6667,56
WallStreetBattler,23.316581,3.1234143,,50.0,7
MakingmoneyBurcu,23.202886,55.439215,,97.7011,27
与君共赢,23.051128,12.478926,,89.6552,1
Vaikweb,23.05055985,26.71948,2.40647951,50.0,97
Duogozen9x,23.02758683,54.728102,2.06631987,89.5833,58
SurajDahiya,23.0245286,27.55778,3.77493553,88.5246,30
DivergenceTrading,22.92260877,40.710174,1.55728623,81.8182,44
Cuphivit,22.900024,14.058525,,42.8571,0
GoldenGoose_Over999U,22.89008242,25.76393,4.93459852,97.629,44
VIPCRYPTO,22.88560435,20.604844,2.21040117,96.738,76
MC-ZimWang,22.83235,16.060516,,83.871,11
MaitranKt,22.786363,0.0,,0.0,0
Trade4Dinner,22.7745444,13.14227,2.16779533,68.4211,53
Copy_King_2024,22.769714,25.779323,,95.6332,10
一禅,22.76036702,20.193222,4.95022393,71.7391,38
Anonymous-User-cf7d3,22.73007209,16.02783,2.60141447,84.6154,71
比特邦Bitopia,22.702139,0.0,,0.0,1
SurvivalOfTheFittest,22.685523,3.862119,,50.0,5
神算树林,22.66869036,29.771837,0.61973502,66.6667,84
Tesfer,22.587465,4.5978766,,0.0,9
KevinEasyMoneySniper,22.57135177,30.810548,3.43452347,0.0,132
Walldam,22.518337,18.892191,,91.1765,11
Great-Perfection,22.47319845,85.374705,3.48685932,57.3077,65
淡颜,22.41263,38.945294,,100.0,24
NovaCapital,22.408908,48.726205,,83.3333,18
艺术就是合约,22.371308,11.742636,,71.4286,13
Hannah1311,22.359033,17.018492,,88.8889,18
ArnaldoR_CL,22.33036315,50.115798,2.27988865,96.8085,54
Crypto_scalp_Penguin,22.26609863,27.721837,3.33870596,98.7562,91
tnazarly_crypto,22.224175,14.351462,,98.1481,17
Ksd20p,22.20863073,1.1293803,7.3479595,87.3563,106
BigP0ppa,22.205428,6.1457943,,66.6667,1
Mai_Duyen_Idol,22.19429561,30.93122,3.8140062,98.9474,104
BER-2,22.16231555,65.282801,0.97318656,0.0,85
GODSTER,22.13930631,15.047732,2.05248455,48.9691,56
Michael987654321,22.13128265,8.9266405,6.13769747,98.6087,53
Yaroslav_Krasko,22.071223,12.695545,,66.6667,24
Yongyong-,22.070014,22.450265,,88.5714,12
HLUAN28796,22.03573654,36.690681,2.1056893,42.8571,119
牛市向前冲,22.034851,5.162357,,87.9863,6
vambot,22.0270701,12.591635,4.33731729,99.1776,37
AwesomeJohn,22.004624,0.0,,0.0,0
随便跟,21.945987,0.0,,50.0,2
策天凤,21.93648571,36.856878,3.04654882,80.0,37
Enhasa,21.904879,0.0,,30.7692,1
Oracle-of-crypton,21.831177,7.2751342,,90.9091,11
不太冰-btc,21.79899871,30.247781,0.81802372,0.0,116
TRADERLOZ,21.719644,0.0,,14.2857,0
Bignw,21.694414,6.2812831,,94.8276,5
--SKYNET--,21.670282,15.367542,,44.4444,2
SatoshiAEVO,21.642074,0.66060684,,100.0,12
TeamAxe,21.638437,3.4002841,,87.5,12
MCD_Fidelity,21.60897997,6.9718475,6.94815135,78.4615,56
千元战神,21.584444,4.2627282,,96.3636,20
JoeToMoon,21.582709,12.383827,0.77667487,84.2105,84
TheBigPockets,21.566264,19.310309,,84.8485,12
BtbKing,21.44189855,10.482691,3.14536247,71.3115,70
Miguel1191,21.43428111,25.073937,1.08940167,33.3333,101
CopyApeCapital,21.42972763,2.5318413,8.30745248,95.4498,57
ComeFlyWithMe,21.404493,0.0,,95.9184,12
EasyTraderBot,21.385452,0.12975374,,92.9915,18
ElonMusk1000,21.25531814,45.76767,2.19929498,61.1111,59
Slow_but-Sure,21.18475302,17.704046,3.60218671,94.6429,35
247Trading,21.170617,8.6066797,,58.8415,15
MoleyManeki,21.14787169,59.954957,4.42353597,76.5049,39
ColleenMonagasZ49B,21.13887971,47.024402,2.35262885,94.1176,38
Abdullah_obaid,21.126137,0.0,,26.6667,0
money_ant,21.118592,8.3633695,,74.359,3
Roxy085,21.06771764,27.530908,2.13773862,80.0407,85
Woodrow-Wilson,21.06595063,42.564513,3.41328884,35.9517,60
TradingBotAlpha,21.03664188,12.062812,5.98856148,98.125,62
我是shr,21.03618167,38.869459,2.3618725,48.2759,96
天天向上DayDayUp,20.998208,9.579225,,69.2308,18
悟盘,20.953089,6.565689,,82.6087,7
朽木逢春,20.914944,11.428405,,50.0,18
TallhaSarwar,20.80333002,35.438507,1.19566586,88.8889,109
WhalesKINGDOM,20.78987882,6.7285765,2.04767409,92.6606,79
伟哥牛牛,20.77725255,13.362792,3.74845692,60.7143,74
AllPhotos,20.732691,17.988005,,74.0741,7
trader_ssw,20.72917396,15.214664,1.63723529,89.2857,104
1MillionUsd_,20.71804223,21.567561,3.07322838,90.3226,36
DonFlamengo,20.70270099,15.20666,3.82627488,97.5,93
无视涨跌机器人策略,20.69291773,0.0,3.58646248,100.0,132
交易君子李,20.5601183,6.6561658,2.71091371,50.0,127
clearWwater,20.46024715,3.8805737,7.49738581,96.3788,100
FMH_CRYPTO,20.43953954,22.039883,2.44300125,95.6044,163
lucky甄选量化,20.41911764,5.7806201,3.7680267,75.7775,117
AlgoKing,20.416192,20.533825,,48.6486,22
修心猎手,20.40684726,31.070487,0.25924028,81.6092,135
Lucy_Lin,20.3846949,2.0268046,1.58154014,100.0,72
散修-Wang,20.2267129,48.269889,1.80272829,7.2581,202
MasterRayn,20.18806879,19.200496,5.4668244,82.2183,134
CinGin,20.18019406,71.236569,1.25788952,81.8182,68
2024好运连连,20.13021036,0.0,3.88088436,80.0,131
大海131419,20.12659251,32.508709,3.4231015,70.6349,127
Rainmaker27,20.120537,2.2624088,,58.5185,4
Turtle_Run,20.120232,57.577447,,88.7324,22
Alukd_ace2023,20.11257877,14.529363,4.08494436,0.0,54
趋势为王111,20.084263,11.198641,,33.3333,8
PlymouthBot,20.07844868,16.031104,8.63073403,90.2033,79
昌平爆仓王,20.065595,11.98384,,87.5,7
Max-Alpha,19.99038996,50.11182,2.60345444,100.0,70
TulipTrades,19.96192147,13.875399,5.68341773,79.8077,109
概率的常胜,19.949376,0.0,,100.0,0
Anonymous1354135,19.935056,8.2356318,,0.0,2
爆仓俱乐部,19.766692,4.9250147,,100.0,26
SDSS99727,19.760337,4.8016755,,0.0,14
GalaxyLegend,19.729202,9.1270938,,99.3939,13
一生交易,19.725004,0.0,,100.0,3
MrAnonymous9119,19.70545801,2.3063466,7.05174812,68.7042,84
贝贝1988,19.657275,5.4828686,,77.2727,9
MWKAMEL,19.63829087,11.646887,,69.5652,29
lazyquant,19.637044,9.8081139,,50.0,3
wejudex,19.615474,6.8911177,,77.7778,3
CnTraderTe,19.60881999,15.106386,1.16009502,97.7041,129
coindoctoru,19.58909246,2.0266235,8.07723837,88.2353,36
X-Spot,19.561272,0.0,,87.5,3
Miracle856,19.53291124,52.507654,3.84338604,67.8571,117
Catabult,19.448986,18.179964,,86.2903,13
叶不落,19.39809,0.0,,50.0,1
hoy_hoy,19.36115,16.534721,,77.7778,11
趋势交易验证者,19.35997117,22.069471,,39.2857,29
Pairacle,19.33388439,49.264252,3.24741495,83.3333,94
福来运转,19.314419,10.845401,,50.0,3
Timenacci,19.29743023,18.151059,3.57591319,98.5075,109
LoongEnthusiastic1,19.257614,8.7803657,,0.0,8
Tudemunx1000,19.235572,24.606916,,33.3333,14
buffy_bull,19.184335,21.689981,,75.0,3
GT淼,19.170822,18.852313,,85.7143,22
KomarcaTrading,19.11825258,36.397271,2.08053482,100.0,38
CryptoWhale88,19.0103777,21.375358,5.33757953,83.3333,110
Trader_Bruce,18.987102,0.0,,100.0,0
Invest4Winners,18.929484,19.512901,,66.9173,17
小城故事多,18.82906333,1.4237435,4.12252151,93.3333,156
darkcoffeeshot,18.82246496,0.64223548,4.40205281,84.9057,45
KEMENT11,18.811094,14.228657,,81.25,23
Johakbin,18.77884395,48.732749,,93.2432,29
Im_Annie,18.77599818,8.1545794,1.11463735,65.7534,93
ToTheZero,18.752252,0.0,,79.3103,1
iSmellMoney,18.732215,3.841402,,66.6667,28
一本万李,18.708487,36.925652,,62.5,16
Better_Than_AI,18.67605,2.9349476,,66.6667,9
PROPHEET,18.644863,0.0,,50.0,5
CopyP,18.588182,0.0,,100.0,3
到100W就收手,18.5869721,12.542491,,62.2222,28
I_kun,18.58646709,2.5651225,0.105254,100.0,79
天地一蜉蝣,18.58304756,1.1133575,0.98826111,88.4615,103
DATA-FLOW-DEX,18.58172824,8.0416144,3.08054934,86.8421,32
BobbyAxeAxelrod,18.58156746,18.423928,2.42756494,74.5098,120
ERSTRADE,18.570255,8.9668575,,66.6667,6
earnwithsapna,18.56473,0.0,,100.0,18
MadAztec,18.56187778,35.65975,1.51068072,88.2353,105
TBU15,18.54138,66.592725,,72.7273,19
天玄,18.496736,6.4663053,,92.5,6
D-Club_ACADEMY,18.46724105,28.529689,0.46241518,92.7711,48
AmbroCapital,18.44706993,30.596287,3.27763006,95.0704,111
ane1213,18.42926391,36.010193,2.37715311,77.7778,132
猫哥带你飞,18.407189,0.0,,85.7143,5
Rich-Captal,18.368725,2.622568,,72.973,9
Coinomix,18.27489526,23.616863,0.24754397,38.0952,127
纯日内T0短线项目,18.25103,29.812741,,88.764,25
Enoty,18.18019338,5.0959742,2.70296953,100.0,113
mira_falcon,18.17773824,15.213386,4.7847055,21.4286,48
WealthGroup,18.146929,2.6927618,,54.5455,6
数字人生Timo,18.140497,10.565103,,90.9091,1
Tokmatt_King_Crypto,18.09359925,35.61832,3.48201295,95.9091,66
GDragon_,18.077637,4.1476028,,90.5405,4
1-million,18.054023,53.845775,,84.0,12
KRIPTO_AVCISI_44,17.912352,0.0,,92.8571,1
userreviewbot,17.83842694,11.148349,3.84794041,63.1206,92
DVA2,17.83719964,19.445987,1.00710149,56.6038,57
Lahiko,17.79979916,43.473467,3.72078098,42.8571,81
champion988,17.790996,6.8866228,,72.8571,16
utadvice,17.77779203,0.23149118,10.4916018,100.0,60
稳稳赚钱,17.76863113,64.560853,2.92352333,71.7391,110
Tidewatcher,17.68087022,77.478287,3.06494625,32.0,173
Just_a_Little_Push,17.677641,0.0,,100.0,4
小拜拜,17.64894,17.099271,,35.7143,8
True-Miracle-Lady,17.59322493,80.700304,6.32312453,63.5379,33
Nasti-Pro,17.5194314,23.656884,4.05672688,82.9787,115
Wiki1976,17.506521,3.3966227,,57.1429,6
NO-ZERO,17.454741,62.684526,,61.9048,6
Anonymous-User-fcfc0,17.434479,1.177794,,79.1667,8
Blu3wings86,17.387281,34.416728,,85.7143,6
无邪_,17.385935,0.0,,0.0,0
Sprints_vns,17.38134205,11.282337,3.5295163,60.0,81
財源廣進前程似錦,17.347279,0.0,,100.0,9
DDB-AI-Signal,17.330618,1.5825632,,80.0,12
泽金-波灵盖,17.298897,41.210715,,90.0,11
怀揣暴富梦想的交易员,17.29744959,17.843992,3.25207544,94.382,91
一个量化交易员,17.2921068,38.281003,2.53435892,76.0,137
VyanasCrypto,17.2901037,4.9120214,3.20896671,89.4737,131
牛市要做多,17.28681,0.0,,100.0,4
OpportunityTaker,17.266812,4.1845164,,100.0,114
AndresJerez,17.213329,4.9373587,,87.8788,2
WINRELAXWIN,17.21042,1.698694,,95.082,12
Teorey,17.1159109,0.94820531,,100.0,65
Victrapy,17.11564661,11.63058,1.56416416,89.3204,107
富,17.07558449,6.5507699,-0.31491881,100.0,176
平头哥无敌,17.066072,0.0,,55.5556,1
幻想一夜暴富别来,17.006902,48.442269,,60.0,16
古希腊掌管btc的神,16.922493,0.0,,74.6269,1
sk_trad99,16.826916,0.0,,93.3333,0
StableSafe,16.81741802,51.629842,3.45062352,55.1282,54
财神信徒,16.7977888,16.830609,1.5157765,62.1951,134
Lilulicious_Trading,16.773144,16.677994,,86.6667,10
东橘,16.77298309,26.185036,1.74698062,48.8889,110
3Antharas,16.721243,0.0,,53.3333,1
长线怪,16.69034121,37.246336,-0.48195228,92.0,125
投资是种乐趣,16.684648,58.041511,,100.0,20
北方甄选量化,16.67459272,47.715451,1.90591804,93.4426,79
dalongxia,16.622515,1.0183196,,50.0,3
EuropeTrade,16.60486685,35.636443,1.95485024,71.4286,149
金手指大师,16.595452,25.761275,,76.1905,13
MASK-AI-PRO,16.571627,0.0,,85.7143,13
辰得鑫,16.56914474,0.56487171,14.98854327,99.6805,56
KALzais,16.51633843,15.371931,3.75324779,81.25,35
莱茵小镇,16.48532,29.594908,,66.6667,6
lavvod,16.47915233,29.354832,2.26240056,75.0,110
星星不会做梦,16.39823631,63.80005,-0.59008369,0.0,119
slouy,16.389653,1.2995251,,90.9091,4
DHSTrader,16.266675,59.190938,,89.6552,26
AmadeusCrypto,16.21866398,17.474926,2.55797733,48.8372,104
辛地,16.16953888,13.206902,3.27856139,87.037,31
FRS-USDT,16.16756073,22.206749,1.62189241,33.3333,110
交易改命,16.089163,0.0,,33.3333,2
doodledz,16.03977659,57.220441,-0.16236002,100.0,58
Bigtimekz,16.03839183,52.369971,1.84871093,55.0,99
乌兰巴托的夜,16.02795582,17.052262,4.316044,74.7475,112
sara_win,16.01464,4.6023931,,33.3333,1
ClarenceFerreiro,15.95164225,4.2257071,3.26539628,97.5978,104
SPEEDTRAIN,15.902083,0.0,,12.5,0
Cinz8,15.855689,16.26335,,80.9524,14
SmartTradingCL,15.79693,8.5098091,,86.3636,21
Oklava,15.79226537,40.849904,2.13699651,36.9863,166
VIVUINVEST,15.78054685,50.449268,2.51427896,40.0,101
Amstrongalida,15.77781636,32.93568,3.08908782,88.6076,54
LRNTEK0309,15.72088,0.0,,33.3333,0
宁波币侠,15.63058514,4.2479981,2.8503176,50.0,99
DigitalAssetTrader,15.58787,0.0,,100.0,22
装甲列车,15.576318,24.878425,,75.0,14
Wolf-Yuri,15.53574,34.435056,,89.6226,15
交易赚钱娶楠楠,15.479688,24.600242,,66.6667,8
HPID,15.475287,14.202294,,61.5385,1
币安猎人,15.474,99.976546,0.97242151,92.9648,104
Xubair_AhmeX,15.431039,7.1081861,,97.5138,28
CuanBot,15.42741515,6.1285185,0.53494214,86.4623,67
SurePure,15.350586,8.8624786,,0.0,16
薛定谔的币,15.329042,0.0,,50.0,1
Bimpi,15.29053573,5.5130359,3.95705031,99.0741,54
Brave_niuniu_3,15.270688,0.0,,95.0495,6
