nickname,roi,mdd,sharpRatio,winRate,tradingDays
PlayingWithCrypto,33.13490903,15.326187,5.09147962,99.5146,31
超短线天下无双,33.02803765,32.696987,2.81282549,78.0488,162
好运来666,32.912304,4.4269531,,95.0,8
UDSUA,32.90002895,18.165884,2.71668652,80.4878,104
天理循环,32.78442296,50.66426,1.11803522,40.0,84
Seco-D,32.74425279,6.2934962,,82.0896,28
themah,32.733416,11.922862,,59.9265,6
Lowriskdud,32.69136363,48.71239,0.9195786,44.4444,100
肥肥比特币,32.689054,8.6901955,,96.0526,14
coinswolf,32.681019,1.7039859,,90.4762,19
1Ellonmask,32.534253,26.566338,,93.2692,8
Master-HuaYang,32.45382075,17.543162,1.08051151,37.7143,110
concecy,32.417451,0.0,,80.0,3
Sprinter_from_Bybit,32.395534,41.209783,,98.2833,10
AlbertOntario,32.392779,0.187322,,88.8889,22
小亏大赚,32.253348,0.0,,0.0,0
Thucydides-way,32.234346,9.3181907,,99.4512,25
salesforce,32.2253735,56.141993,2.39696039,7.563,31
鱼庄主,32.20568049,10.24458,4.91084198,91.6667,37
ERICH_MM,32.17518,33.094055,,52.0,6
BriceWu,32.17268066,11.835353,6.08983348,70.2703,53
BipodVai,32.14893239,18.793069,4.83788488,76.5432,38
黄金豉油鸡,32.126254,1.200524,,95.7576,9
十鱼TenFish,32.006832,9.9182519,,72.2222,8
TraderMiroglu,31.66922434,19.130643,2.60288256,92.9825,73
Chino_PE,31.65884127,25.150288,,65.0,29
向阳999,31.58965665,22.657037,5.62035915,68.2927,78
GODEXSAMAWAR,31.53023168,33.064866,2.94764572,36.8421,103
Thomased1103,31.515121,0.0,,92.1529,10
Coin-Master-AI,31.468896,36.102429,,64.7619,6
荆棘鸟,31.43205568,53.469838,2.28518903,64.4578,33
CoinLuxx,31.398041,53.555776,,75.0,24
ASOOM14,31.26955,1.7500191,,88.8889,4
朝阳热心群众,31.237199,4.658907,,64.2857,11
Sifredy2222,31.0535316,25.342821,2.62479832,79.0865,64
PlymouthAI,31.018216,8.6273437,,68.5979,14
ROOMAX-PATEL,30.98848728,49.89935,1.24808437,87.1287,41
金闪闪31313,30.978906,9.663227,,66.6667,14
甜西瓜,30.909376,85.422927,,86.1111,10
Winvestz,30.87767557,21.775759,7.10700668,66.6667,52
经韭不息,30.87242622,38.529392,0.37954581,20.0,123
LeadTraderVIP,30.73757764,11.773973,2.66216888,100.0,77
X-Number-1,30.689332,34.217325,,88.0,18
Yves_C_AI,30.64092893,2.976651,1.69285666,80.6452,79
添添赚-机会交易,30.59350937,29.015366,,68.0,29
Selobank,30.42785951,40.127585,2.15235708,94.5652,36
BuddyBoys,30.394198,22.083173,,90.0,25
ENDERFX07,30.193913,42.082014,,82.8571,25
FXCryptoBots,30.15967,0.60417412,,81.9066,24
welz101,30.12826059,24.23614,2.57964983,10.0,89
kidd策略,30.02415041,60.128251,2.67494515,75.0,32
Sharkspeare,29.896459,4.2709509,,81.8182,8
Whale11,29.85053611,7.1765721,1.28238948,100.0,98
BlackBoneNft,29.843399,0.0,,66.6667,2
Fefoxx,29.83310496,17.008553,3.05655345,91.6667,99
KitoCoin,29.825255,23.200704,,68.4211,14
Dimetr_89,29.767904,19.137378,,96.5909,7
Iceklanll,29.730095,0.0,,100.0,12
Lucky2066,29.72304417,5.5489102,,95.0,29
abenli,29.662375,12.069902,,67.9487,4
短线操作王牌,29.633657,0.0,,80.0,0
逍遥公子,29.58374,1.6116336,,80.0,3
JijiTheGreat,29.549378,53.575272,,85.7143,23
Bot_Satohi,29.536976,25.114878,,92.4528,15
getrich168,29.48363,71.595037,,89.0244,23
Jasmine-88,29.42052513,25.983208,2.75261945,57.1429,144
西西弗美股,29.330512,50.669237,,74.4681,16
SNS_Crypto,29.22358304,30.630398,1.73062026,84.4828,48
蚂蚁仓-奔向牛市,29.14172071,27.160594,3.58473655,91.2195,40
古长生,29.139037,100.0,-2.26064569,42.2222,142
Tvc_Group_CoinTeam,29.110509,1.963518,,73.3333,7
哈西布,29.08418774,58.024201,6.20358102,78.125,48
VeronicaUA,29.06795297,25.516501,3.33936435,79.6651,89
TAGTrading,28.958816,0.0,,100.0,7
Bit骑士,28.943281,5.1430772,,82.3529,9
ontheway0101,28.92126097,30.634347,,85.2941,30
SK-HedgeFund,28.82616636,43.680876,1.40007463,87.7551,71
有如神助,28.69784065,2.5556926,7.94959974,95.3402,105
WolfBot,28.66915492,10.345272,5.54781301,100.0,30
Kilogow,28.633048,9.2627515,,42.5,7
low_risk-high_return,28.63244836,12.231863,4.09560226,42.1053,41
ScalptradeAI,28.630141,0.0,,70.0,8
星星_candy,28.586513,48.864463,,47.3684,22
Serebrum,28.51581739,20.513325,1.44452098,68.1818,85
Here_or_no_thing,28.445666,73.471838,,88.2353,18
午后阳光,28.42212003,9.9912899,7.38286006,55.0725,50
GrowMoreTogether,28.411868,0.0,,100.0,3
小刀砍大树,28.408866,50.540759,,95.5224,14
MoonrakerALTs,28.26823522,11.503442,1.6544814,89.2857,92
一起做梦,28.26022601,5.6008878,5.65796938,64.0,35
mrle14186,28.23658146,15.778986,2.40997932,50.0,127
BillyNFT-UA,28.22905972,17.324523,2.71870741,98.5612,82
InverseNinja,28.20382115,16.807505,1.89289105,85.7143,104
NotNoWhen,28.189146,20.029962,,60.6218,8
量徳-司马,28.186501,1.5013615,,100.0,9
UInvest,28.12098233,3.6095642,2.26615241,70.0,76
船长2024,27.938958,30.783663,,75.0,16
稳稳的zk,27.900613,10.019592,,71.4286,7
我要买GT啊嗷,27.892889,8.1868896,,0.0,3
Cuphivit,27.889264,10.569652,,47.3684,0
Mr_Goat_plus,27.86415755,7.3314266,0.35766981,85.7143,91
FutureProTrader,27.853948,0.0,,100.0,19
Pig-God,27.83949125,29.022468,2.77284569,77.7778,116
花无缺君,27.76193751,35.120738,3.22121993,0.0,75
VenomAlgo,27.72913,16.99331,,80.9917,15
一念999,27.726985,11.095185,,50.0,2
Orkooo,27.60606796,18.413527,2.15856942,75.6098,149
SyoshinMakoto,27.598004,6.1747911,,40.0,8
VariasAltcoins,27.583965,3.8746567,,74.3119,4
YIRANKYM,27.56305461,14.842833,5.96634112,58.6207,89
12366,27.498261,16.976663,,0.0,4
TraderBaskan,27.47172952,28.69363,0.44249399,100.0,97
严格设置止损,27.348062,51.677516,,66.6667,15
Bsp9T,27.324849,0.66588848,,90.7143,7
CLNN,27.323946,100.0,0.79124833,66.6667,56
JRTraders,27.2933085,4.6447993,3.35489722,85.7143,102
ALLFORTRADING,27.28998384,3.2664657,0.85282229,61.9048,40
策略-五塊卵石,27.23986488,46.136291,2.62345392,70.0,39
跑赢大盘,27.231129,32.117335,,45.6311,22
GrowSteady,27.20998361,44.626962,2.22086984,98.0159,41
pat_calm,27.135355,20.406164,,90.8197,15
TheRSIguy,27.131285,37.338617,,85.7143,14
Siomay,27.124307,0.0,,100.0,9
AiTradePro,27.0554062,5.5876377,,99.384,30
RideTheWave,27.03531793,21.749043,4.42999547,88.4,155
悟道一生,27.008771,17.448425,,88.7097,14
DDD慢就是快,26.997017,9.2789852,,80.0,7
CAIO_Thailand,26.994114,49.328692,,87.8788,9
只因你太美ik,26.958154,3.1122875,,88.4615,6
韭菜教主,26.956419,12.407103,,66.6667,2
buffy_bull,26.920732,16.606785,,75.0,3
Tpando,26.8238145,30.042819,,51.8033,28
龙行天下八方来财,26.8171165,73.06922,3.66446738,61.5385,58
圆满,26.741198,5.3588121,,80.0,5
SL9999,26.690998,62.150601,,83.1579,20
NutanHVaghasiya,26.68620487,14.644307,4.05245769,0.0,78
九命猫,26.629208,0.0,,75.0,1
Stable00,26.60841958,28.792093,3.20683131,28.3951,72
虚心赢得胜利,26.59779026,72.004105,1.58163837,43.75,125
Lucky_SS,26.573115,17.475553,,71.4286,8
水果王,26.57096166,9.6194656,0.46171875,88.8889,124
MSDubai,26.33984781,25.31768,3.05576832,92.8571,56
Jasmine_Monkey,26.33965849,23.778597,1.42338897,28.6364,122
Zen_Alpha,26.298354,0.57832371,,100.0,8
早点赚够一个亿退休,26.21013205,15.798158,2.81203252,81.25,57
ValarMorghulis17,26.20587087,9.1189599,0.52876915,100.0,110
与君共赢,26.183502,10.251,,89.6552,1
VegaSama,26.179123,2.1695461,,25.0,2
ZOGLA100,26.1366115,8.6032462,3.65201147,50.0,84
CryptoLordMaster,26.136449,0.7677952,,80.0,7
GlassesBickhead,26.122833,0.0,,76.2376,1
Short-term_King,26.10970872,58.49194,3.35070146,94.697,113
听听,26.074257,27.995075,,50.0,14
ArnaldoR_CL,26.06805695,50.115798,2.27988865,96.4539,54
Krypto_fund,26.05507,17.894117,,69.8305,26
MichaelMarcus,26.02469,8.6738566,,52.6882,6
Stable-Fund,26.014511,5.9493217,,82.9268,5
presentTrading,25.97914367,40.911493,2.92395578,65.8163,111
兵塘血栗-坐杀博徒,25.93823617,37.519077,2.42290249,0.0,169
Trading-Journey,25.91323187,14.417866,3.21413709,90.3614,120
abd0crypt0,25.86229803,42.087621,3.10588236,87.234,33
牛多多888,25.806216,16.19557,,84.6154,23
辛弃疾在交易,25.80306562,1.6740843,1.84645798,68.75,93
highlyprofitable,25.79224166,16.889344,5.83953916,52.9412,53
谷神,25.75053744,40.639875,-0.28852157,0.0,118
MoneyDouble,25.72829772,44.343072,1.28444152,77.5,98
LightDim,25.69870426,6.4750069,2.73203852,92.3077,91
鹰王19,25.6596649,8.9963229,1.65271271,90.099,47
hikmetkaya,25.644596,40.339179,,90.0,21
不凡668899,25.643353,5.7496329,,78.125,24
MrT_88,25.639616,6.9390897,,0.0,9
Kapten707,25.615046,14.468706,,75.0,7
十倍收摊,25.573976,0.0,,88.8889,1
Bising1324,25.51506667,14.171409,2.42146179,78.6885,63
Sir_Large,25.49204749,13.873516,2.66334705,75.0,120
Sahmeran-Naz,25.474274,9.0715606,,94.8718,15
ChiliPeak,25.46863899,4.5726778,2.87345451,91.6667,83
CryptoHunter5,25.4471669,9.1700609,6.85488054,95.5357,47
1000u挑战1000e,25.44165417,18.503774,2.0208457,48.0,94
黑白不分墙头草,25.428983,17.150228,,73.3333,18
LillyTrades,25.42114586,17.421751,3.92959041,73.5294,43
Ahmad_M_SH,25.39971835,91.710459,4.97020338,91.8033,36
比特邦Bitopia,25.397806,0.0,,0.0,1
Nomansky,25.392128,0.0,,100.0,14
slow24,25.377912,13.510753,,0.0,4
合约量化对冲,25.3775527,8.9493524,2.37322242,50.0,39
微okx50f,25.362537,6.7615877,,66.6667,7
AvA-Trader,25.35272471,2.7905851,-0.71725906,51.6129,183
Gremio09,25.2996171,35.026485,2.75989387,44.7137,42
Catch3,25.22434734,39.602555,2.88298184,63.4615,34
GentlemanKG1,25.175935,0.0,,62.5,0
猫猫猫猫,25.162952,3.2988025,,78.5714,5
qqlee,25.13344847,22.261146,2.28704677,79.4872,97
冲谦,25.083787,11.558928,,75.0,9
决胜时刻,25.077814,45.768481,,50.0,3
Winning-Robo,25.072428,0.0,,100.0,11
所有的美好,25.009932,34.46301,,82.2222,26
UmmiShahJee,24.989646,100.0,-0.76385513,78.5714,38
冰封王座,24.972609,0.0,,81.8182,1
大道至简666,24.936904,5.9232361,,75.0,10
Fregat2,24.917767,19.352197,,77.1478,24
Coin_Hunter198,24.898016,56.091117,,56.8182,18
EnaADA,24.89586276,33.181247,3.16721153,75.0,41
Knance,24.78859118,18.347192,3.09546123,54.5455,97
Doodl3,24.755226,5.2283579,,100.0,12
BitHolycoin,24.73734489,0.0,4.37539733,99.569,56
稳稳胜,24.70920623,27.207363,2.72660249,89.3617,83
SeMo87,24.683328,0.0,,66.6667,1
THAMLAM,24.651191,0.29444262,,94.7368,7
CHULTOOx3,24.633795,0.83863285,,69.6203,15
币圈节节高,24.568166,0.0,,60.0,0
TradingMasterpro,24.548774,4.7253875,,76.9231,3
Rocky-Pro,24.45537006,17.726039,4.57981938,79.7125,108
ADA操作,24.41622104,49.546204,2.25969427,50.0,95
SaifuTraderMoyeMoye,24.406887,0.26416508,,90.0,7
0xfake,24.394725,12.848248,,50.0,6
嵩嵩吐舌头,24.37707,56.148381,,0.0,22
white_tradest,24.331964,4.5098466,,0.0,7
鳄鱼君,24.303612,11.866578,,100.0,5
Tesfer,24.22099,3.3266067,,0.0,8
DLTeo,24.121049,8.5711281,,50.0,26
一禅,23.97975077,20.193222,4.95022393,71.7391,38
薛定谔的币,23.903044,0.0,,50.0,1
SlowFlowPortfolio,23.807104,29.148615,,80.9524,27
FredyFlamengo,23.80665403,12.297938,4.06236587,96.4,124
natoshisakamoto_tr,23.768266,3.2546705,,97.619,17
甲森,23.76700644,51.740048,4.72325406,86.1789,70
DjangoTC,23.731262,3.5090055,,94.8718,3
Chart_Wizard,23.729678,2.6676192,,83.871,10
LunarGirl,23.7185934,28.799291,2.91929436,80.9264,88
HUMMMMMMMM,23.690859,0.95857748,,47.0588,3
Bullishmarket,23.664717,17.09092,,78.5714,11
mahdi246,23.58906536,17.53871,3.59470354,96.1538,42
斗罗,23.578944,6.3991467,,100.0,7
zilzu,23.57143648,22.155195,2.66406368,60.1449,110
Duogozen9x,23.53539591,54.728102,2.06631987,89.5833,58
玄学-低调,23.42827424,55.209695,3.73497022,0.0,137
IdolCapital,23.37516,8.4813674,,22.2222,20
Crypto-the-only,23.370002,43.524798,,95.8333,20
_-win-win_scenario-_,23.334994,10.685046,,26.6667,24
Anonymous-User-cf7d3,23.31880005,16.02783,2.60141447,84.6154,71
JustFollowTheTrend,23.310536,9.1658591,,89.7436,21
曾曾,23.228093,3.3201987,,75.0,10
艺术就是合约,23.120332,11.202421,,71.4286,13
ThinkLab1,23.11583233,28.811094,5.19337282,11.1111,53
Vaikweb,23.05055985,26.71948,2.40647951,50.0,97
Yongyong-,22.991271,22.450265,,88.5714,12
SurajDahiya,22.9404144,27.55778,3.77493553,88.5246,30
Charon卡戎AI量化,22.93043033,18.042696,3.53270467,64.7059,57
Styleo,22.90577788,40.506414,2.00645195,0.0,132
WallStreetBattler,22.787353,3.1234143,,50.0,7
Trade4Dinner,22.7745444,13.14227,2.16779533,68.4211,53
Racing_Profits,22.6367667,15.076971,1.62975342,58.3333,94
--SKYNET--,22.611934,14.71254,,44.4444,2
VIPCRYPTO,22.59047725,20.604844,2.21040117,96.738,76
SurvivalOfTheFittest,22.553766,3.862119,,50.0,5
Khan_bd,22.447125,20.037661,,56.0,26
Copy_King_2024,22.420452,25.779323,,95.6332,10
淡颜,22.41263,38.945294,,100.0,24
Hannah1311,22.321704,17.018492,,88.8889,18
Mai_Duyen_Idol,22.29775935,30.93122,3.8140062,98.9474,104
RonnieToppyqDx,22.24844671,47.364265,2.38589336,94.1176,38
Ksd20p,22.20863073,1.1293803,7.3479595,87.3563,106
BigP0ppa,22.205428,6.1457943,,66.6667,1
TREND_UP_,22.20379768,21.448704,2.18028657,56.0,93
Walldam,22.150158,18.892191,,90.9774,11
89098,22.09406213,37.945055,2.87235377,91.5966,128
Bossss1103,22.074568,6.0892828,,82.8947,3
Yaroslav_Krasko,22.071223,12.695545,,66.6667,24
StreetProfits,22.05454,91.06121,,82.4786,25
Michael987654321,22.02367312,8.9266405,6.13769747,98.5866,53
MultiTimeframe,22.00703614,43.970626,1.61049547,62.1622,177
MC-ZimWang,21.88441,16.060516,,83.871,11
CinGin,21.84659236,71.236569,1.25788952,81.8182,68
随便跟,21.77912,0.0,,50.0,2
NoTrading_NoLife,21.765248,2.7808215,,75.0,4
Crypto_scalp_Penguin,21.76490407,27.721837,3.33870596,98.6318,91
神算树林,21.65234357,29.771837,0.61973502,66.6667,84
SatoshiAEVO,21.642074,0.66060684,,100.0,12
tnazarly_crypto,21.640162,14.351462,,98.1481,17
TeamAxe,21.638437,3.4002841,,87.5,12
DivergenceTrading,21.63826682,40.710174,1.55728623,81.8182,44
KevinEasyMoneySniper,21.61656145,30.810548,3.43452347,0.0,132
MCD_Fidelity,21.60897997,6.9718475,6.94815135,78.4615,56
vambot,21.59526667,12.591635,4.33731729,99.1767,37
JoeToMoon,21.582709,12.383827,0.77667487,84.2105,84
TheBigPockets,21.566264,19.310309,,84.8485,12
千元战神,21.54011,4.2627282,,94.5455,20
Bignw,21.499403,6.2812831,,94.8276,5
1000搞到100万U,21.44341132,47.842742,3.3329813,18.1818,157
ComeFlyWithMe,21.404493,0.0,,95.9184,12
EasyTraderBot,21.385452,0.12975374,,92.9915,18
BtbKing,21.36914208,10.482691,3.14536247,70.4918,70
CopyApeCapital,21.35282125,2.5318413,8.30745248,95.6477,57
币安猎人,21.300981,99.976546,0.97242151,92.9648,104
策天凤,21.26567153,36.856878,3.04654882,80.0,37
247Trading,21.170617,8.6066797,,58.8415,15
TBU15,21.154934,66.592725,,72.7273,19
MakeItGreen,21.132057,0.0,,60.0,2
Roxy085,21.06771764,27.530908,2.13773862,80.0407,85
Woodrow-Wilson,21.06595063,42.564513,3.41328884,35.9517,60
天天向上DayDayUp,20.998208,9.579225,,69.2308,18
不太冰-btc,20.99707768,30.247781,0.81802372,0.0,116
Miguel1191,20.95658795,25.073937,1.08940167,33.3333,101
TradingBotAlpha,20.95038336,12.062812,5.98856148,98.125,62
Zero_Liquidation,20.88648888,33.890406,2.40385222,21.2121,67
trader_ssw,20.81638696,15.214664,1.63723529,89.2857,104
GODSTER,20.78103555,15.047732,2.05248455,48.9691,56
伟哥牛牛,20.77725255,13.362792,3.74845692,60.7143,74
HLUAN28796,20.72623536,36.690681,2.1056893,42.8571,119
1MillionUsd_,20.71804223,21.567561,3.07322838,90.3226,36
无视涨跌机器人策略,20.69291773,0.0,3.58646248,100.0,132
朽木逢春,20.683892,11.428405,,50.0,18
SDSS99727,20.642894,4.8016755,,0.0,14
clearWwater,20.4991408,3.8805737,7.49738581,96.648,100
Oracle-of-crypton,20.479759,7.2751342,,90.9091,11
Bionic-Profit-Trades,20.46439188,72.227079,2.48384309,66.9565,76
lucky甄选量化,20.45448451,5.7806201,3.7680267,75.7813,117
Lucy_Lin,20.3846949,2.0268046,1.58154014,100.0,72
miiiia,20.370769,0.0,,25.0,0
MakingmoneyBurcu,20.306537,55.439215,,97.7011,27
WhalesKINGDOM,20.28915404,6.7285765,2.04767409,92.6606,79
NovaCapital,20.264992,48.726205,,83.3333,18
MasterRayn,20.16414225,19.200496,5.4668244,82.1869,134
交易君子李,20.14967434,6.6561658,2.71091371,50.0,127
MaitranKt,20.144723,0.0,,0.0,0
2024好运连连,20.13021036,0.0,3.88088436,80.0,131
大海131419,20.11768425,32.508709,3.4231015,70.6349,127
AllPhotos,20.092453,17.988005,,74.0741,7
FMH_CRYPTO,20.06442965,22.039883,2.44300125,95.6044,163
Max-Alpha,19.99038996,50.11182,2.60345444,100.0,70
牛市向前冲,19.957451,5.162357,,88.0137,6
概率的常胜,19.949376,0.0,,100.0,0
money_ant,19.945059,8.3633695,,71.7949,3
ColleenMonagasZ49B,19.92405037,47.024402,2.35262885,94.1176,37
DonFlamengo,19.91966831,15.20666,3.82627488,97.5,93
PlymouthBot,19.91183916,16.031104,8.63073403,90.0185,79
Alukd_ace2023,19.8822311,14.529363,4.08494436,0.0,54
修心猎手,19.87319041,31.070487,0.25924028,81.6092,135
Rainmaker27,19.866447,2.2624088,,58.7786,4
昌平爆仓王,19.86539,11.98384,,87.5,7
CryptoWhale88,19.8276994,21.375358,5.33757953,83.3333,110
叶不落,19.789575,0.0,,50.0,1
GalaxyLegend,19.779943,9.1270938,,99.3939,13
悟盘,19.778623,6.565689,,82.6087,7
爆仓俱乐部,19.766692,4.9250147,,100.0,26
一生交易,19.725004,0.0,,100.0,3
TulipTrades,19.70483297,13.875399,5.68341773,79.8077,109
MrAnonymous9119,19.66486466,2.3063466,7.05174812,68.7042,83
coindoctoru,19.65191235,2.0266235,8.07723837,88.2353,36
wejudex,19.615474,6.8911177,,77.7778,3
Invest4Winners,19.559558,19.512901,,66.9173,17
MWKAMEL,19.54616473,11.646887,,69.5652,29
Miracle856,19.53291124,52.507654,3.84338604,67.8571,117
CnTraderTe,19.48451698,15.106386,1.16009502,97.7041,129
lazyquant,19.446931,9.8081139,,60.0,3
我是shr,19.44645621,38.869459,2.3618725,48.2759,96
TallhaSarwar,19.43819635,35.438507,1.19566586,88.8889,109
趋势交易验证者,19.35997117,22.069471,,39.2857,29
贝贝1988,19.35698,5.4828686,,77.2727,9
AndresJerez,19.326341,3.2236585,,87.8788,2
TRADERLOZ,19.321257,0.0,,14.2857,0
LoongEnthusiastic1,19.30989,8.7803657,,0.0,8
Timenacci,19.29743023,18.151059,3.57591319,98.5075,109
Im_Annie,19.28971199,8.1545794,1.11463735,65.7534,93
Slow_but-Sure,19.24651944,17.704046,3.60218671,94.6429,35
Imdogefather,19.243183,27.877956,,0.0,13
GT淼,19.170822,18.852313,,85.7143,22
KomarcaTrading,19.11825258,36.397271,2.08053482,100.0,38
ElonMusk1000,19.10950002,45.76767,2.19929498,61.1111,59
Trader_Bruce,18.987102,0.0,,100.0,0
hoy_hoy,18.974717,16.534721,,77.7778,11
到100W就收手,18.95939212,12.542491,,62.2222,28
趋势为王111,18.928631,11.198641,,33.3333,8
MoleyManeki,18.91088443,59.954957,4.42353597,76.5049,39
AlgoKing,18.897635,20.533825,,48.6486,22
ShortyMorty,18.869996,12.132552,,89.1089,8
Pairacle,18.83236737,49.264252,3.24741495,83.3333,94
darkcoffeeshot,18.82246496,0.64223548,4.40205281,84.9057,45
ToTheZero,18.752252,0.0,,79.3103,1
iSmellMoney,18.732215,3.841402,,66.6667,28
KEMENT11,18.729699,14.228657,,81.25,23
猫哥带你飞,18.714024,0.0,,85.7143,5
小城故事多,18.70990674,1.4237435,4.12252151,93.3333,156
D-Club_ACADEMY,18.69676406,28.529689,0.46241518,92.6829,48
Better_Than_AI,18.67605,2.9349476,,66.6667,9
Catabult,18.665664,18.179964,,86.2903,13
龙虎升腾,18.658617,7.7518051,,88.8889,17
just灬方,18.595791,1.320849,,70.0,0
CopyP,18.588182,0.0,,100.0,3
I_kun,18.58646709,2.5651225,0.105254,100.0,79
天地一蜉蝣,18.58304756,1.1133575,0.98826111,88.4615,103
DATA-FLOW-DEX,18.58172824,8.0416144,3.08054934,86.8421,32
earnwithsapna,18.56473,0.0,,100.0,18
Turtle_Run,18.383084,57.577447,,88.7324,22
东橘,18.27451584,26.185036,1.74698062,48.8889,110
X-Spot,18.269615,0.0,,80.0,3
Enoty,18.18019338,5.0959742,2.70296953,100.0,113
WealthGroup,18.146929,2.6927618,,54.5455,6
Johakbin,18.10209122,48.732749,,93.2432,29
AmbroCapital,18.10040697,30.596287,3.27763006,95.0704,111
GDragon_,18.074185,4.1476028,,92.8571,4
1-million,18.054023,53.845775,,84.0,12
BobbyAxeAxelrod,18.03812722,18.423928,2.42756494,74.5098,120
ERSTRADE,17.939855,8.9668575,,66.6667,6
KRIPTO_AVCISI_44,17.912352,0.0,,92.8571,1
Rich-Captal,17.882486,2.622568,,70.2703,9
一本万李,17.86548,36.925652,,62.5,15
Coinomix,17.85702981,23.616863,0.24754397,38.0952,127
Tokmatt_King_Crypto,17.83674823,35.61832,3.48201295,95.9091,66
Lahiko,17.79979916,43.473467,3.72078098,42.8571,81
champion988,17.790996,6.8866228,,72.8571,16
mira_falcon,17.72871498,15.213386,4.7847055,21.4286,48
utadvice,17.71806221,0.23149118,10.4916018,100.0,60
AwesomeJohn,17.692486,0.0,,0.0,0
Just_a_Little_Push,17.677641,0.0,,100.0,3
稳稳赚钱,17.6003745,64.560853,2.92352333,71.7391,110
天玄,17.592641,6.4663053,,92.5,6
数字人生Timo,17.562002,11.003037,,90.9091,1
Abdullah_obaid,17.553958,0.0,,26.6667,0
MadAztec,17.54085279,35.65975,1.51068072,88.2353,105
Nasti-Pro,17.5194314,23.656884,4.05672688,82.9787,115
PROPHEET,17.389922,0.0,,50.0,5
DVA2,17.35691192,19.445987,1.00710149,56.6038,57
財源廣進前程似錦,17.347279,0.0,,100.0,9
交易员-心安,17.3425,0.0,,50.0,0
DDB-AI-Signal,17.330618,1.5825632,,80.0,12
泽金-波灵盖,17.298897,41.210715,,90.0,11
牛市要做多,17.28681,0.0,,100.0,4
OpportunityTaker,17.266812,4.1845164,,100.0,114
Teorey,17.1159109,0.94820531,,100.0,65
Victrapy,17.11564661,11.63058,1.56416416,89.3204,107
长线怪,17.08356611,37.246336,-0.48195228,92.0,125
富,17.07558449,6.5507699,-0.31491881,100.0,176
VyanasCrypto,17.02094817,4.9120214,3.20896671,89.4737,131
Anonymous-User-fcfc0,17.015562,1.177794,,79.1667,8
金手指大师,16.971101,25.761275,,76.1905,13
小拜拜,16.907068,17.099271,,35.7143,8
WINRELAXWIN,16.899607,1.698694,,95.082,12
BER-2,16.89486379,65.282801,0.97318656,0.0,85
怀揣暴富梦想的交易员,16.89024639,17.843992,3.25207544,94.382,91
Sprints_vns,16.88626751,11.282337,3.5295163,60.0,81
古希腊掌管btc的神,16.840489,0.0,,73.8462,1
Great-Perfection,16.82751767,85.374705,3.48685932,57.3077,65
sk_trad99,16.826916,0.0,,93.3333,0
Wiki1976,16.812908,3.3966227,,57.1429,6
Tudemunx1000,16.790564,24.606916,,33.3333,14
Lilulicious_Trading,16.773144,16.677994,,86.6667,10
投资是种乐趣,16.684648,58.041511,,100.0,20
Tidewatcher,16.68191368,77.478287,3.06494625,32.0,173
ane1213,16.63422453,36.010193,2.37715311,77.7778,132
辰得鑫,16.63421215,0.56487171,14.98854327,99.8395,56
财神信徒,16.62698769,16.830609,1.5157765,62.1951,134
MASK-AI-PRO,16.571627,0.0,,85.7143,13
StableSafe,16.56835564,51.629842,3.45062352,55.1282,54
slouy,16.554652,1.2995251,,100.0,4
KALzais,16.51633843,15.371931,3.75324779,81.25,35
一个量化交易员,16.48284933,38.281003,2.53435892,76.0,137
3Antharas,16.439098,0.0,,53.3333,1
福来运转,16.382355,10.845401,,50.0,3
纯日内T0短线项目,16.344745,30.944206,,88.764,25
月之暗面,16.27631004,47.938473,5.12979746,77.5862,66
羽神来了,16.253717,20.404387,,50.0,1
北方甄选量化,16.20593415,47.715451,1.90591804,93.4426,79
幻想一夜暴富别来,16.183507,48.442269,,60.0,16
doodledz,16.03977659,57.220441,-0.16236002,100.0,58
短线日日赢,16.010006,0.0,,50.0,0
FRS-USDT,15.98519977,22.206749,1.62189241,33.3333,110
ClarenceFerreiro,15.93671276,4.2257071,3.26539628,97.6648,104
Cinz8,15.792669,16.26335,,82.9268,14
CuanBot,15.75220168,6.1285185,0.53494214,86.5031,67
Gordomapostador,15.714898,3.0239873,-1.42655379,89.2857,100
无邪_,15.702186,0.0,,0.0,0
lavvod,15.69279182,29.354832,2.26240056,75.0,110
Amstrongalida,15.66364821,32.93568,3.08908782,87.3418,54
Anonymous1354135,15.626337,8.2356318,,0.0,2
userreviewbot,15.62622724,11.148349,3.84794041,62.4113,92
宁波币侠,15.59364222,4.2479981,2.8503176,50.0,99
DigitalAssetTrader,15.58787,0.0,,100.0,22
AmadeusCrypto,15.48979458,17.474926,2.55797733,48.8372,104
Wolf-Yuri,15.461687,34.435056,,85.8491,15
辛地,15.45432443,13.206902,3.27856139,87.037,31
SmartTradingCL,15.319275,8.5098091,,86.3636,21
散修-Wang,15.29295339,48.269889,1.80272829,7.2581,202
乌兰巴托的夜,15.25645169,17.052262,4.316044,74.7475,112
Xubair_AhmeX,15.249726,7.1081861,,97.5138,28
EuropeTrade,15.24486605,35.636443,1.95485024,71.4286,149
韩金靓,15.227037,0.0,,66.6667,0
CRYPTOMAXIOFFICIAL,15.225616,0.0,,84.6154,3
Brave_niuniu_3,15.1734,0.0,,94.0594,6
Bimpi,15.15827538,5.5130359,3.95705031,99.0741,54
GreedyAI,15.14179783,2.778342,6.1922913,100.0,31
