nickname,roi,mdd,sharpRatio,winRate,tradingDays
SignalSnyder,3.853379,0.0,,81.8182,3
美少女炒加密货币,3.837495,6.483927,,50.0,7
2percent,3.81333152,0.43203631,-1.8963685,79.3103,49
Abdul_Hadi441,3.807442,0.0,,100.0,10
美国索罗斯,3.763049,0.0,,88.8889,1
ClassicBot,3.761583,6.1792871,,93.1034,5
正将阿兴,3.75343995,6.0649417,6.26033929,57.1429,85
聚宝阁,3.74852823,14.36779,1.35618965,75.0,116
CezarMihai,3.736057,0.0,,53.8462,0
cat偷偷发财,3.724677,4.7484357,,100.0,8
ADAC-VS-Million,3.7120268,11.733161,0.37207488,69.4444,115
AI-lladin,3.708309,0.0,,0.0,0
盈利1000万,3.70418176,35.247405,2.91761749,0.0,45
dc-investment,3.658364,7.2568254,,40.3035,24
LungLinhLenLuon,3.65623,36.518944,,96.2185,16
GrubyMike,3.639622,15.646742,,50.0,8
7Easy_money,3.635664,1.5888061,,62.5,2
ProfitThat,3.619584,1.3940736,,46.6667,1
TiiLLofficial,3.610583,0.01971707,,81.25,4
Tadawalai,3.60832333,20.457182,0.12536965,80.0,91
Joanna2222,3.606963,20.781056,,74.4966,20
风生水起-,3.606487,0.0,,100.0,16
Thitikan100,3.602736,5.8107515,,68.0,18
2axt2,3.600744,0.0,,66.6667,6
abcdTrader,3.59695919,1.4227361,1.10856735,100.0,93
Cotawang_KR,3.596301,0.0,,100.0,1
umtnl,3.593292,5.5495879,,29.4118,7
CryptoGainPro,3.573315,0.05923498,,75.0,4
道五,3.547017,49.946433,,93.3333,21
Invincible36,3.53599587,0.0,-0.31419541,100.0,99
Minhhienbg,3.508046,0.0,,72.7273,3
Crazywow99,3.484149,0.0,,0.0,0
盗梦空间,3.48285789,24.781101,0.81501514,77.7778,136
平哥哥你好,3.474976,0.0,,71.4286,12
TominoFM,3.472161,19.424072,,66.6667,16
骑大象找蚂蚁,3.445521,31.5975,,66.6667,23
关武MAM,3.422781,0.0,,0.0,0
VladislavPetrov1,3.413115,1.4085768,,66.6667,16
ProfitGoldClub,3.40898167,16.599798,-0.29170998,92.9577,114
Kahwa_No_Losses,3.391573,0.0,,10.0,0
日富一日啊啊,3.37844389,28.378535,2.64428858,0.0,132
Jingjinglu,3.350269,0.12569889,,92.0,4
RaptorTrading,3.322747,0.0,,97.2973,5
CoinSeeker75,3.29707,4.2827837,,100.0,9
toast-grandmaster,3.291123,5.3852551,,20.0,5
我爱睡沙发,3.276603,0.0,,100.0,8
UYUCryptoClub,3.272118,18.548897,,56.7568,6
练习生胡安,3.262846,1.7259204,,73.0769,5
币翻仓,3.252399,20.427377,,75.0,2
擎宇商行,3.2507,0.0,,0.0,0
Heaven_crypto_pro,3.182866,19.672498,,94.1176,18
MediCcrypto,3.158964,6.7580032,,83.3333,12
Top_Trading_RS,3.15352,0.06855358,,91.6667,10
交易员KK114_Youtube,3.14319473,5.9456509,,75.0,30
dayu2000,3.1231939,5.7345041,3.9906148,0.0,70
AICoin007,3.07543043,20.17092,3.37047142,75.0,82
灵动策略,3.039108,0.0,,88.4298,3
malikdagang,3.00131757,1.6778783,1.45383071,72.2222,57
TheVirtuoso,3.000406,0.0,,75.0,3
Somnus_88,2.998392,7.0182334,,66.6667,6
Satyriu5,2.99288,0.07567996,,100.0,8
甲組,2.992618,0.0,,62.5,2
木木水之,2.991817,0.0,,100.0,0
TBob,2.98939568,20.398449,0.83684604,39.0,110
vitamin-wj,2.985158,9.3388684,,71.4286,0
凡人而已,2.950642,7.8401755,,20.0,2
WRC_Crypto,2.949952,0.05183525,,34.4828,7
TOUCH-BABA,2.92077207,5.0065086,2.49320241,55.5556,165
真无敌I余斗,2.916979,0.0,,100.0,2
ZEUS_Algo,2.90091757,4.213553,2.99476517,73.5294,55
youtubevhaibd,2.897663,0.0,,100.0,5
跟单老亏钱,2.89294,0.0,,0.0,1
COSIGN_AI,2.836792,4.2658832,,60.0,22
2000U挑战翻100倍,2.82260775,0.08529423,4.0215777,80.0,122
VTPN,2.821074,1.5268873,,0.0,7
Chillex9,2.820403,0.0,,77.5862,2
WentworthMiller,2.789507,4.5635192,,53.125,5
Baycoin44,2.784139,1.2577701,,83.3333,11
从小有个百万梦,2.7328254,40.949165,3.05981843,58.3333,217
kaite-yang,2.707391,7.9284824,,0.0,3
钟灿,2.702847,0.0,,87.5,3
樱桃树,2.6914,0.03743,,100.0,11
HasanAbotrab,2.691177,40.66162,,77.1429,18
曹哥威武,2.68171411,40.595939,-0.88584476,50.0,207
布欧buou的量化日记,2.67904629,11.738047,0.94647613,79.1667,115
AI_Baba,2.67611172,6.4725958,2.88083,84.0734,36
T-Rule-Pro,2.673136,0.51774113,,67.8571,10
CodeAlchemist,2.661138,0.0,,82.9897,2
BitBullMillioner,2.657201,10.759801,,52.7607,12
Moon1200,2.631459,0.0,,83.3333,1
链知海洋,2.59459859,0.0,-2.10268346,100.0,167
MasterAI,2.572156,5.2734203,,43.7346,4
时迁,2.56473101,12.992794,5.00793225,75.0,31
CS_archi21,2.56043076,89.253146,5.91549448,48.0,53
BBRichMan_66,2.55755261,2.5827042,2.33468637,42.8571,143
gilbeysssss,2.553891,0.0,,76.9231,3
何以止忧只有暴富,2.53179953,51.897211,3.12668874,81.25,38
TOMKIT,2.52948184,68.534431,0.91824977,74.4186,152
alex__99,2.518509,0.37768407,,50.0,1
FADinvest,2.50309344,17.696092,2.56967197,65.3846,50
CryptoMaticBot,2.498078,1.0841736,,98.125,7
IDEALTrader01,2.483131,14.790615,,84.6154,20
CrabTrading,2.457004,32.029529,,91.8455,20
一千到一亿,2.445042,0.04496162,,50.0,7
premium_Crypto_Trade,2.443639,0.11064566,,83.3333,3
冰糖橙南波万,2.408591,0.0,,66.6667,2
Kimis_algo,2.395721,2.6217748,,76.4706,6
MidasAutoTrade,2.381419,0.0,,97.8774,4
小老虎,2.35939588,1.798622,-0.49602071,71.4286,120
BNB_Trading_Bot,2.357875,1.298081,,95.2381,15
trend-is-king,2.34528021,4.477374,-0.22361972,39.8929,84
avo-trader,2.306292,0.0,,66.6667,1
6f6f,2.261703,100.0,,23.3333,6
Sleep_pig,2.256994,0.05770174,,83.3333,13
Dynamite-Trader-C66,2.253494,0.44268832,,75.0,3
ShahidAnwarLTD,2.23142457,9.8549564,1.87874336,86.0465,32
暴发户88,2.230136,0.0,,100.0,0
IntellyBot,2.21342,0.32710152,,88.7701,2
One-Punch-Trader,2.208255,0.0,,100.0,0
Lamnguyenxnxx,2.206976,3.9470708,,39.3939,5
Billmunny_,2.185288,0.0,,0.0,0
Slowly_up,2.18146,0.24334431,,40.0,14
Jamesbon,2.1721082,62.110153,3.50878843,79.4872,36
ProfitableTime,2.171645,0.0,,100.0,2
BOTtraidingLong,2.165491,0.0,,94.4444,2
SeanLi95,2.153014,15.680788,,50.0,25
Mbzlp,2.125382,1.25104,,90.0,2
Bigmacpattern12,2.122149,0.0,,50.0,0
球哥,2.114096,4.6402387,,50.0,6
BI123精选信号,2.093474,13.330239,,54.7619,6
0X钱多多,2.092101,65.839391,-1.99412005,56.25,135
Cicit_cuit,2.087485,2.1414959,,90.9091,13
Barbarossa1,2.0767,0.00074355,,96.2963,4
MMone,2.03379074,4.8149674,0.86934401,90.0,121
bitboxer_doo,2.03304138,19.244986,2.58057815,53.3333,43
小飞猫,2.016863,10.661864,,55.5556,15
韭菜的交易日记,2.01328077,46.73324,0.47563896,0.0,162
国王游资,2.002132,3.5620731,,25.0,3
一点三维,2.00156981,25.48367,2.20673,77.7778,162
Meyao,2.00045668,53.548,2.42108721,86.9565,113
Bitboxer_AI,1.999758,8.6745456,,66.6667,12
senk1980,1.996319,0.0,,0.0,0
小小成长,1.994586,0.0,,100.0,5
Sunainaroop,1.970177,20.258021,,50.0,14
PASMATRI,1.968376,0.0,,93.75,3
DhammikaKG,1.967628,2.5367812,,78.5714,2
King-of-Candles-VLR,1.948867,0.14815815,,94.6524,7
MrT_Capital,1.93146255,3.8839368,3.65453657,33.3333,73
ProfitWizard,1.916223,0.69267711,,73.5849,11
顶流_Millionaire,1.899569,0.0,,0.0,2
稳定发挥,1.895916,3.1914179,,36.3636,14
Audi-quatro,1.89483,0.26788169,,85.7143,1
Swing_trading,1.88670306,10.889759,3.04523294,25.0,105
x-07,1.875016,0.23833886,,6.6667,1
Tony清風,1.872263,0.0,,66.6667,0
quiet_noise,1.839695,14.197002,,86.2069,9
Alpha_and_omega007,1.839318,55.952669,,57.1429,20
小韭韭ok,1.831897,0.69929776,,71.4286,2
DanaTradingBot,1.811054,0.0,,87.5,0
DailyShortHunter,1.79828666,0.38433126,2.51777735,100.0,67
Think_Different_Leo,1.779831,0.0,,81.4815,1
TradGpt,1.746695,0.0,,50.0,22
geomen,1.732875,4.1010175,,50.0,9
FLASH_8888,1.73170196,4.695157,2.33070038,85.7143,111
Williamz902,1.70424722,32.330222,2.39891769,50.7692,74
T博士,1.6757144,10.033519,1.38404361,75.0,60
Marsetto,1.652372,0.0,,100.0,0
parametreler,1.64944951,51.125411,1.22757544,56.0241,30
知进退懂取舍之涅槃重生,1.648617,0.0,,0.0,0
Crypto-Princess8383,1.624127,0.0,,83.3333,2
CHENG晨,1.62361726,14.928237,0.73861635,88.8889,114
230油起家,1.613409,2.4797106,,88.8889,7
SunnyCapital,1.60577764,8.8945292,6.29926271,84.6154,58
jinmt,1.602724,100.0,1.15541944,51.2821,64
HunterTheNo1,1.595705,0.0,,85.7143,1
Socpro,1.590842,39.550411,,74.6667,18
Pejuangcuan_Id,1.583411,2.2037067,,61.9444,27
富贵懂你,1.577498,10.461282,,66.6667,3
资金管理,1.568609,0.41492042,,68.1818,6
人间最美四月天,1.564854,16.11795,,40.0,10
多重计划,1.558117,1.7200611,,63.6364,7
CTA_ChannelCMT,1.55622086,12.161852,1.76512946,34.4615,118
Alexander-F-Kim,1.555139,2.071118,,50.0,7
Realbigkilla,1.54676923,9.6534644,1.26466539,55.5556,44
CrushMachine,1.53761065,9.0123409,1.75024548,75.0,127
拉拉要努力,1.532008,36.220732,,48.2759,4
CHULTOOx4,1.523217,0.0,,70.0,1
绝对区间Por,1.506005,0.0,,0.0,0
MboxRich,1.501576,2.7519525,,82.7586,3
BlackDiablos,1.499849,0.15730609,,66.6667,1
赵赵6,1.489785,33.717633,,75.0,11
Slow-SentiTrader,1.47395656,12.623218,2.5260932,36.4865,47
Dan-Pro,1.46303763,2.0430638,2.23158257,0.0,82
Lolkek_cheburek,1.450235,7.8811999,,0.0,3
幣圈降頭師阿贊亂七八糟,1.445718,7.6593533,,91.8919,5
冲千万,1.43901729,59.168628,1.54505723,0.0,75
一修Pele,1.434508,1.1373917,,0.0,24
FIKO66,1.432397,0.0,,0.0,0
Aimee0205,1.423994,23.725591,,58.3333,7
盛颖投资,1.41537252,6.8622807,2.71458041,50.0,55
LuckyStrategy,1.412833,0.0,,87.8049,1
Savings_account,1.405705,0.0,,58.3333,1
AlfaCharley,1.390201,0.0,,100.0,8
多狗,1.359999,37.188495,,57.1429,8
A_Blessed_Jew,1.35408,0.0,,100.0,4
TiagoFX,1.341244,0.55368251,,91.3043,7
Michael_W66,1.328398,0.272943,,50.0,12
发芽韭菜,1.314863,0.42904739,,94.4444,13
十年人间,1.309903,0.0,,100.0,2
芝麻开门88,1.303586,0.10047091,,78.9474,17
Hollybacks,1.291957,9.5237025,,0.0,12
anto_Q,1.286833,39.498531,,55.5556,5
2024提姆,1.277661,0.0,,50.0,0
rongnho,1.27106139,25.939984,3.62992849,87.9518,107
WhaleW,1.269725,0.0,,75.0,0
Liteswan,1.268366,0.0,,75.0,36
MandiMalam,1.267558,0.0,,83.3333,1
冰糖橙的财富森林,1.239579,0.11100807,,50.0,17
Wiin68,1.221193,1.9212793,,54.5455,6
Ayres7,1.21624573,7.7994634,3.33897451,44.4444,85
老实猪,1.209842,0.0,,100.0,3
Vinorito,1.206505,0.0,,80.0,0
漫漫投资路,1.20043957,62.906944,0.90968268,21.875,64
SellinZhen,1.200388,0.0,,75.0,0
Anonymous-V1,1.195693,38.225962,,86.6667,21
Kirinluck,1.185793,0.0,,100.0,2
异世界贸易商团,1.18429,0.0,,0.0,2
VEGA_SIGNAL_BOT,1.179025,0.0,,98.1132,1
CaptBitcoin,1.173649,2.129709,,50.0,2
Digital--trader,1.16851139,0.01589913,4.06120138,85.7143,30
TIGER_TRADES,1.165833,3.5617855,,84.6154,15
Adelaire,1.159639,0.04986504,,100.0,3
合约老哥,1.155124,0.02981263,,0.0,1
Traderforxxc,1.148751,67.437774,,32.2835,27
StenkaRazin,1.13991193,48.13713,0.30906222,93.3333,105
AtomicTrader,1.139332,6.017684,,50.0,5
bitecoin,1.126171,0.0,,0.0,2
稳健的楼梯,1.120568,0.42753,,40.0,5
myro4ka13,1.117468,0.0,,100.0,1
__Born_To_Win__,1.1169,7.1208028,,62.5,14
山寨对冲猎手,1.111395,6.6145364,,30.303,7
币安量化机器人-认证,1.10702346,37.997693,1.02029491,90.0,31
InvestKazStart,1.090593,1.0264144,,57.1429,4
冰糖橙718,1.086587,0.0,,75.0,0
CalculatedGamble,1.074209,0.2960543,,100.0,2
RoninTradingSchool,1.06929984,60.789493,2.84861593,92.3077,40
太阳之光,1.068769,0.0,,83.3333,1
TOP_Ukrainian_Trader,1.0686545,2.3936711,-0.45484754,44.4444,113
dil8612SLKR,1.063029,4.1408144,,76.0,13
昵称不重要啊,1.057612,37.932855,,70.5882,19
CoinAiGpt,1.053197,0.26799924,,90.9091,4
RaBbIt-Foot,1.035994,0.0,,96.0,7
TiM_trades,1.02841,1.1272215,,0.0,3
HeroldFinnch,1.02659,1.1857194,,40.0,5
顺者为王,0.988563,0.0,,100.0,0
Trading_Helper,0.97764322,44.009865,-0.51312772,30.0,112
Geolitai,0.97159,0.0,,100.0,13
madeinmna,0.967145,0.0,,75.0,0
Kings33,0.964888,0.02800093,,96.7742,9
币圈油条量化基金,0.96291136,14.330062,0.55236741,21.2121,128
FlashCrashLowRiskBot,0.958131,0.0,,68.5714,2
Boss_Here,0.956607,0.0,,0.0,0
CHULTOOx2,0.945989,0.0,,73.3333,1
龙年大吉大利,0.94529243,6.5382854,1.26916402,0.0,117
稳健经营,0.91966721,0.33392712,0.57207081,100.0,60
Lylll,0.910926,1.5309028,,33.3333,0
KissMyBTC,0.901911,0.00757015,,20.0,3
crypto-AI-trading,0.88606,15.5267,,62.3762,25
White-Curious-Zebra,0.86428848,4.9403404,2.39573474,37.931,120
KellyCriterionAbuser,0.862644,10.501076,,42.8571,5
白手起家的小白,0.856984,0.0,,100.0,5
MacroTrade,0.845615,0.0,,0.0,0
FMNASIR,0.83583,0.0,,50.0,0
笨笨小孩,0.8110614,0.0,-1.3492579,100.0,203
OctopusLimbs,0.791704,0.0,,50.0,0
MaxiDorotea,0.78267,0.0,,100.0,1
BeastCoin,0.782481,0.0,,50.0,0
Tanveer117,0.781785,0.0634999,,100.0,2
量化游侠,0.778149,5.9676912,,52.8736,12
Ecikom,0.774997,1.9850565,,33.3333,2
Matter-of-time,0.77424888,0.0,3.30246286,100.0,97
Prediator,0.7722,0.0,,33.3333,1
YashAlways,0.751313,19.308772,,87.5,14
LeeJaeWon,0.75113237,12.391,-1.05265591,0.0,43
稳健如意,0.73435,0.0,,0.0,1
御龙一,0.729263,0.0,,60.0,28
养老金,0.728928,10.046392,,87.5152,8
Rizzikzamani,0.727139,10.238363,,57.1429,6
Nuun73,0.724445,0.0,,50.0,0
HorizontalPurchase,0.70357285,32.505518,2.66937511,77.4566,108
废材,0.694319,0.0,,33.3333,1
Imhunter,0.66775671,32.084214,0.88993959,72.7273,67
benny3378,0.665816,0.0,,44.4444,0
Vanolex,0.658604,0.0,,33.3333,28
香港炒家,0.657686,0.0,,43.5897,2
AdsLab_Algo_Corp,0.637405,0.0,,0.0,0
骑牛士88,0.635525,0.0,,50.0,2
roi100,0.632634,13.176145,,42.8571,15
DAYANJI,0.628719,7.6996139,,71.1538,22
Durmanko,0.627815,1.4454942,,96.833,8
BaudyMovin,0.617712,20.52988,,84.9462,17
Scranaver,0.599368,0.99093228,,0.0,1
Hunga2k69,0.596295,0.38498834,,28.5714,7
取名真难,0.594125,2.4210705,,28.5714,4
稳健棍哥,0.585969,0.0,,0.0,0
CryptoGolub,0.552121,26.421698,,31.8182,12
Tony复利之路,0.544452,0.16432779,,0.0,2
人生向前冲,0.540723,0.0,,100.0,26
xiaoheige,0.538488,0.00407075,,95.0,6
TanJilo嘆吉,0.530687,0.0,,50.0,2
琪迹168,0.502382,0.0,,25.0,6
CopyTradeMachine,0.50224358,0.25515589,3.53516339,100.0,195
Alexandra_Kulakova,0.49239,0.01883867,,77.2727,1
烙大饼的云哥,0.489119,15.670802,,25.0,7
发疯,0.475488,0.0,,48.3871,0
MomentumToTheMoon,0.469376,0.0,,20.0,1
Canaslan2455,0.465019,0.0,,0.0,0
普通狐狸精,0.462877,12.396277,,15.7895,6
消告大師,0.45885138,4.2447983,0.65673454,58.3333,121
量子糾纏_東南枝,0.456654,11.787246,,12.5,7
Anonymous-User-e3a1e,0.453519,0.0,,100.0,20
MorningStarBLS,0.45339,1.3868497,,61.9048,77
BTCMOONFOREVER,0.451826,0.0,,66.6667,3
vhsec,0.440439,3.0860133,,100.0,11
RATRADER_BigBull,0.439512,0.0,,100.0,1
Algo_Hedge,0.43935035,21.539968,3.25118298,40.0,33
Degen_Traders,0.438582,0.0,,75.0,2
0xyycc,0.43091,5.8927893,,57.1429,7
Cuongbg1992,0.41803,1.3824716,,72.7273,2
Bitcoin_defi,0.41756,0.0,,66.6667,0
waterbb,0.41681518,30.299388,0.04559874,60.0,42
Dzejcek,0.400711,0.0,,100.0,0
Matematik35,0.400386,0.49341761,,50.0,4
SEVENTHLEADER,0.400248,1.3088402,,75.0,2
mira_eagle,0.39952844,20.083394,3.0351218,50.0,48
SERCHITRADING,0.384706,0.0,,100.0,4
RPQS,0.376218,0.0,,0.0,0
alamhubb,0.370403,7.5615657,,0.0,11
I_am_Newbie,0.364688,12.548412,,93.75,3
yiyijoejoe,0.362928,0.34005367,,0.0,3
涨声一片,0.35617281,82.789937,2.25440457,77.7778,84
alfa1590,0.350751,0.62918239,,0.0,3
BBimp,0.347647,0.0,,66.6667,0
Tortoise-,0.319893,0.0,,71.4286,5
Project52,0.308163,0.0,,0.0,2
反PUA卡BUG,0.305256,22.220479,,82.6087,6
KUOJUNJIE,0.298463,0.0,,100.0,0
余身寄币海,0.298206,2.0072795,,87.5,0
D_S_B,0.292765,0.0,,50.0,0
Dusukrisk,0.279637,0.00304539,,87.5,4
韭菜花99,0.271754,0.0,,100.0,0
Take_a_deep_breath,0.25927115,0.0,-1.28742743,100.0,87
KOR_Sinoo,0.253793,0.0,,100.0,0
CHIN_CHIN_Trend,0.252029,0.87753297,,50.0,25
Tassel-Future,0.250722,5.6415077,,0.0,2
Jaychou520,0.249385,0.0,,100.0,1
Super_Volume,0.23416876,12.285674,2.4622365,96.8,111
AlexFTW1,0.233694,0.2137872,,71.4286,5
Mr_Calm,0.231973,0.21541319,,0.0,0
Bitter_BTC,0.231892,0.20649389,,100.0,0
Eveyday50u,0.2286641,56.344234,1.24100273,81.25,37
DLB_交易安全员,0.226647,4.2905201,,33.3333,1
EasywinTrades,0.221322,0.0,,100.0,0
drmc2,0.216875,0.0,,23.0769,0
太阳部落,0.213875,0.14765737,,87.5,1
Em_ho-CZ,0.206673,0.0,,100.0,6
啊皮带飞,0.20545,0.0,,82.3529,0
kinshui,0.20488,0.0,,0.0,0
TITANFRAN27,0.202194,15.683837,,0.0,14
MrFuk,0.198951,0.0,,62.5,21
MGilani1,0.194648,0.0,,37.5,0
MasterGenesis,0.193923,0.0,,86.3636,0
Nashu05,0.191756,0.10968096,,100.0,15
手勿放火盆,0.185063,0.0,,100.0,11
darkloveXD,0.176508,0.0,,100.0,9
币安小优,0.168416,0.0,,100.0,3
AlgoCrypto,0.16462149,10.295397,,87.3418,30
mar55audit,0.16024284,0.0,4.04765703,100.0,67
Tan-Alisa,0.144201,0.0,,33.3333,1
正权,0.144155,0.0,,100.0,2
OpelHydra,0.096926,0.0,,94.4444,2
json97,0.096631,0.0,,50.0,20
Mr0BadBites89,0.084749,0.0,,50.0,8
Drbitcoinve,0.078292,0.0,,100.0,1
GilbertusAlbans,0.064669,0.0,,100.0,3
DNAfinance,0.060955,0.4244136,,64.2857,4
SmallWhales0,0.059507,0.0,,100.0,1
传奇量化,0.05845,0.0308045,,50.0,16
量化金城武,0.02621057,0.04390646,4.27178361,87.5,97
mikl275,0.025334,0.1171305,,89.3617,1
ekta_dudhat,0.01526,0.0,,100.0,13
Int-trader,0.010652,0.0,,50.0,0
Gazu1969,0.00981116,4.4393136,2.4658614,0.0,69
QuickBaby,0.00973,0.0,,100.0,5
大和魂,0.0083,0.0,,0.0,0
CryptoMaster-007,0.005205,0.0,,100.0,0
El_Sensei_Trading,0.00444256,0.11569766,-0.26848928,66.6667,42
自明之1,0.000778,0.00340186,,50.0,1
Rex061800,0.00018,0.0,,100.0,1
厂长这10年,0.0,0.0,1.98392335,0.0,210
Mundoceleste,0.0,0.0,-0.41386857,0.0,132
aabb666888,0.0,0.0,,0.0,119
万福金安1178,0.0,0.0,,0.0,3
奔跑在努力,0.0,0.0,-2.1055773,0.0,142
HedgeFoundation,0.0,0.0,-1.91616912,0.0,104
Anonymous-User-678c6,0.0,0.0,,0.0,219
幣coin_莊,0.0,0.0,-2.7586204,0.0,76
Peterman001,0.0,0.0,-4.26681605,0.0,35
Gravities,0.0,0.0,,0.0,8
Kripto-Capris,0.0,0.0,1.31787532,0.0,122
coinhippo1,0.0,0.0,,0.0,105
Anonymous-樱井,0.0,0.0,,0.0,156
币圈张麻子,0.0,0.0,,0.0,133
HDGtrading,0.0,0.0,-4.09406364,0.0,92
BuyNHODL,0.0,0.0,3.45266711,0.0,85
X1000real,0.0,0.0,,0.0,1
稳健老哥,0.0,0.0,,0.0,163
StepToTheMillion,0.0,0.0,,0.0,43
美式不加糖,0.0,0.0,,0.0,30
AlphaPlayerOne,0.0,0.0,,0.0,2
马修班迪德,0.0,0.0,,0.0,1
ONLYCANDLE,0.0,0.0,,0.0,99
比特币热爱,0.0,0.0,,0.0,8
BuyBitcoinLeb,0.0,0.0,,0.0,59
xjuancho,0.0,0.0,,0.0,30
CKenz,0.0,0.0,-3.97800751,0.0,83
几度轮回,0.0,0.0,2.36155995,0.0,216
jpz888,0.0,0.0,,0.0,68
ZDT_Capital,0.0,0.0,,0.0,112
抓住这波牛市,0.0,0.0,,0.0,21
樂狗,0.0,0.0,,0.0,0
PyTED,0.0,0.0,,0.0,12
PureAlpha,0.0,0.0,2.05067424,0.0,128
币coin珍品白酒,0.0,0.0,-0.00351906,0.0,104
大白白白,0.0,0.0,-4.59820213,0.0,130
Winbigorlosebig,0.0,0.0,3.37731402,0.0,72
羊腸小徑,0.0,0.0,,0.0,11
看线不看市场,0.0,0.0,,0.0,6
只做多低倍,0.0,0.0,,0.0,5
金雅莉,0.0,0.0,,0.0,2
神不神,0.0,0.0,,0.0,1
MarketMaverick,0.0,0.0,,0.0,0
Only-Trader,0.0,0.0,,0.0,10
RICK帶你飛,0.0,0.0,,0.0,1
DSYBS,0.0,0.0,,0.0,218
Bac-Ninh-VIET-NAM,0.0,0.0,3.57804868,0.0,49
counterpoise,0.0,0.0,,0.0,1
荣阁Trader,0.0,0.0,4.15579146,0.0,75
doctor-coins,0.0,0.0,,0.0,30
sunny-HB,0.0,0.0,,0.0,1
R_u_in,0.0,0.0,-0.66166392,0.0,35
Anonymous-User-1a1ec,0.0,0.0,,0.0,56
JJJAvatar,0.0,0.0,0.49576145,0.0,201
Crypto-Sensay,0.0,0.0,,0.0,159
halilzeylan,0.0,0.0,-4.54989611,0.0,63
DogukanLive_,0.0,0.0,,0.0,195
1000x10x10x10,0.0,0.0,-4.10006956,0.0,83
j2w,0.0,0.0,,0.0,22
joe-101,0.0,0.0,-1.60453992,0.0,170
灰色Adrian,0.0,0.0,,0.0,5
ArkInsight,0.0,0.0,-8.48561603,0.0,107
BingSu-T,0.0,0.0,,0.0,9
TahirElkoca,0.0,0.0,1.65661127,0.0,170
ProfitsTrading,0.0,0.0,,0.0,102
shlomKE,0.0,0.0,-4.01742597,0.0,82
Convalexa,0.0,0.0,,0.0,106
jiayoua,0.0,0.0,-0.40962697,0.0,83
mendiond,0.0,0.0,,0.0,37
VenusQiang,0.0,0.0,,0.0,5
firetripod,0.0,0.0,-1.97832165,0.0,107
leifeng,0.0,0.0,1.72828916,0.0,165
AstrayTempest,0.0,0.0,,0.0,112
Restricted-Area-AFK,0.0,0.0,,0.0,20
Anonymous-User-1b7b6,0.0,0.0,,0.0,218
DevGraj,0.0,0.0,0.61857896,100.0,116
交易员荣耀王者,0.0,0.0,,0.0,42
作手宏哥,0.0,0.0,,0.0,0
1KriptoKral,0.0,0.0,1.3874023,0.0,78
Financial_District,0.0,0.0,-2.41897467,0.0,45
热点追踪者,0.0,0.0,,0.0,20
For_the_2019,0.0,0.0,,0.0,218
james2rich,0.0,0.0,-1.87256363,0.0,74
Anonymous-User-d1c59,0.0,0.0,,0.0,90
Keyfine_bak,0.0,0.0,,0.0,0
gozdem,0.0,0.0,,0.0,170
Traider_Alex,0.0,0.0,,0.0,2
TheSkeffs,0.0,0.0,,0.0,1
死多聪,0.0,0.0,,0.0,1
t神720,0.0,0.0,,0.0,0
Crypto大手子,0.0,0.0,-1.55234023,0.0,216
fannybeave1,0.0,0.0,,0.0,56
浪随风起,0.0,0.0,,0.0,0
ContractKing,0.0,0.0,,0.0,71
GoldenJupiter,0.0,0.0,,0.0,8
RiskSizin,0.0,0.0,,0.0,0
P4_Theory,0.0,0.0,-1.15850258,0.0,59
Agcabayk_TR,0.0,0.0,,0.0,0
币圈疯果子,0.0,0.0,,0.0,23
superjokerss,0.0,0.0,-1.09724715,0.0,59
亏了好痛啊,0.0,0.0,,0.0,1
币指多量化工具_Ai自动炒币,0.0,0.0,4.30538284,0.0,64
December-,0.0,0.0,-2.13158698,0.0,107
趋势猎手,0.0,0.0,,0.0,1
Sumandoverdes,0.0,0.0,1.03869937,0.0,62
Minh-Khue-Angels,0.0,0.0,,0.0,1
SafeGains_Navigator,0.0,0.0,,0.0,62
drifter_logic,0.0,0.0,,0.0,24
USDT_Downloader,0.0,0.0,-0.77745413,0.0,32
Anonymous-User-ad1f7,0.0,0.0,,0.0,25
狙击手铭哥,0.0,0.0,,0.0,3
scenet,0.0,0.0,-2.04873811,100.0,82
像素点-趋势跟踪,0.0,0.0,,0.0,16
林涛16888,0.0,0.0,,0.0,7
DearGodd,0.0,0.0,-4.05768594,0.0,45
Nawaf4Futures,0.0,0.0,,0.0,0
TraderVietNam24h,0.0,0.0,,0.0,147
MrHow,0.0,0.0,,0.0,0
Emrah_Guven,0.0,0.0,-3.20609562,0.0,65
SmartTradeBots,0.0,0.0,,0.0,0
Anonymous-User-66223,0.0,0.0,,0.0,110
Spritelemon36,0.0,0.0,-4.92276411,0.0,75
CapitalBrrr,0.0,0.0,2.14339548,0.0,141
七木生,0.0,0.0,-2.53197162,0.0,170
Shoganai28,0.0,0.0,,0.0,29
Anonymous-User-ba040,0.0,0.0,,0.0,110
Cossack24,0.0,0.0,,0.0,77
Anonymous-User-1ad4f,0.0,0.0,,0.0,54
EarnMoneyfunding,0.0,0.0,,0.0,85
Anonymous-User-e915a,0.0,0.0,,0.0,59
DailyWickHunter,0.0,0.0,,0.0,5
Anonymous-User-e5e60,0.0,0.0,-1.6840881,0.0,141
空条韭太郎,0.0,0.0,,0.0,23
UpMath,0.0,0.0,1.99183114,0.0,91
Jasmineteajasminetea,0.0,0.0,,0.0,5
