nickname,roi,mdd,sharpRatio,winRate
ST48L3_PR0FIT,5.290965,9.748058,,89.4737
FreedomIF,5.272065,0.0,,100.0
Khalilvip,5.25897655,11.059288,0.9371718,56.0
trust_and_safe,5.255859,4.8608542,,78.7402
专注以太低倍翻仓,5.246174,0.0,,33.3333
D3,5.24126,24.216626,1.51622678,60.0
ZeusInCrypto,5.23365,61.375902,1.17770087,84.6154
AAAjoker,5.213571,0.0,,100.0
TominoFM,5.205122,19.424072,,66.6667
做一件事,5.20197,4.2789911,,81.8182
筑基期,5.149481,16.243299,,41.1765
币圈信仰者-Jason,5.142176,8.9208043,,100.0
Trend_Sifu,5.125405,5.0337047,,94.5055
4806,5.111725,0.72540733,,60.0
goodluck996,5.11083,49.73398,,93.5484
Chebz,5.107589,94.150383,3.18163918,57.0
骑大象找蚂蚁,5.104473,31.5975,,66.6667
公子无双,5.071254,54.910331,1.59142424,78.9474
RocketScienceAI,5.068974,14.108069,,65.0
练习生胡安,5.054364,1.7259204,,82.6087
Tanim_Boss69,5.010991,0.0,,100.0
shangusunji,4.99972,0.01152632,,93.4783
Moliarlen,4.992333,54.621581,,25.0
大盈仙人,4.991622,5.2487133,,50.0
Imhunter,4.925612,32.084214,0.77715144,92.8571
MoneyFarmer77,4.914021,5.5192134,,47.8261
Baymax_bot,4.907374,1.2612914,,60.0
David01S,4.901136,0.89485063,,97.8723
Its_Dk,4.875213,0.0,,96.4286
BDDOUBLEB,4.87065835,9.4171368,0.89617641,50.0
Trader_Eric,4.855439,0.65076772,,95.4545
Sky比特,4.817767,74.193203,,33.3333
交易时长两年半,4.756911,10.229489,,0.0
小老虎,4.75446282,5.8332169,-0.49821182,55.0
tradeskan,4.714539,1.8211816,4.65164738,96.9697
MarcTrades,4.711422,13.551567,,23.8095
TimeExplorer,4.708771,1.773697,,91.6667
realworld3777,4.65932,2.2399213,,78.2609
Shahbozi13,4.648433,13.013416,,75.0
Thitikan100,4.625285,5.8107515,,70.8333
ArnaldoR_CL,4.613115,54.948951,0.9820149,98.5533
Ndd88,4.596575,0.0,,100.0
AutoTraderRobot,4.577416,1.0447567,,54.5455
tamerguner,4.562927,1.2312293,,10.0
BatMan214,4.559924,0.0,,100.0
Goku-Capital,4.533104,74.778403,,62.013
LungLinhLenLuon,4.51078,36.518944,,94.5274
道法自然_lucky,4.485392,39.884146,,50.0
Btc_team,4.484061,1.963518,,66.6667
34UYS34,4.476199,3.0610457,,50.0
ll_cool_j,4.470143,0.0,,0.0
-Spirit-,4.404383,4.6925866,,100.0
爷叔量化,4.387537,0.0,,100.0
xhdjdjdjz,4.38428,0.0,,100.0
TieuNgaoGiangHo79,4.375907,6.5886742,,82.2785
TraderDean,4.37179661,14.748741,0.46767796,52.1739
ShortyMorty,4.35979,13.919241,,86.8421
Realbigkilla,4.357291,9.6534644,1.49340422,57.1429
我居然是凡人,4.34990953,39.80727,1.11919446,0.0
Anonymous-User-c6027,4.339623,0.0,,100.0
一起慢慢变有钱,4.335184,2.0161948,,0.0
幣圈降頭師阿贊亂七八糟,4.327212,3.7370859,,96.0
PrimeCoinsPick,4.324073,2.151013,,52.9412
crypto-vikings,4.30527356,70.664434,1.69365889,95.4436
MyFinanceWorld,4.288438,10.845188,,66.6667
SelPhei,4.288362,1.2384604,,0.0
ZEUS_Algo,4.270991,4.213553,2.33503511,74.4444
Team-Coindori,4.235525,3.0673627,,79.142
lt-ok13,4.223396,0.48598913,,95.2381
辣椒沾点糖,4.220815,5.293268,,83.3333
TBob,4.20131438,20.398449,0.86158676,34.7222
Puffer23,4.195868,3.6699857,,75.0
财富自由的人,4.18722,0.0,,83.3333
EaglEye11,4.182374,2.8427335,,60.0
短线方向测试,4.169565,0.0,,60.0
TradeforJim,4.147722,80.543593,,85.2071
_MisterRobot_,4.143096,0.0,,100.0
第三只眼,4.123601,2.5476987,,66.6667
ETH_yyds,4.112534,25.85076,,88.2353
Cau_be_dau_co,4.045361,0.0814245,,50.0
T-D-Zee,4.04209,13.795157,,82.3529
ALLFORTRADING,4.03827,19.102497,0.86316894,60.6061
DhammikaKG,4.022171,0.0,,78.5714
莫念Crypto,4.017464,1.7862785,,63.6364
BestCryptoManiac007,4.017314,24.753178,,71.4286
TharinduHigh,4.009946,9.1680219,,90.2778
SeanLi95,4.003236,15.680788,,50.0
花果山大王,3.992936,47.62466,,87.1795
JintaiD,3.99163,11.766945,,91.0714
RichDragonsVip,3.963779,46.067504,1.06996265,94.8718
umtnl,3.930576,5.5495879,,29.7872
Rami8484,3.918655,0.0,3.42282683,83.3333
十倍收摊,3.894657,0.0,,100.0
2axt2,3.863327,0.0,,0.0
BUGATTI01,3.860772,0.0,,33.3333
V-_-V,3.855164,1.6733309,,0.0
Abdul_Hadi441,3.807442,0.0,,100.0
Kripto-Capris,3.78300535,1.2676718,1.32324699,100.0
闪闪红星-8,3.7618,0.059511,,33.3333
perfectfutures,3.738759,56.801888,1.27011212,90.3226
RyoDontFomo,3.70579,22.037967,,89.6552
IDEALTrader01,3.700538,14.790615,,84.6154
量化金城武,3.70012081,0.91693291,4.29560768,97.019
Crypto-Man-9999,3.688041,3.9634226,,85.7143
Baycoin44,3.664491,0.0,,91.6667
dc-investment,3.661663,7.2568254,,40.0359
空木老师,3.646938,0.0,,100.0
yourushenzhu2,3.641658,0.19301468,,92.2581
球哥,3.619791,0.75871181,,50.0
wcse,3.616699,3.8795273,,75.0
风生水起-,3.606487,0.0,,100.0
BaudyMovin,3.600364,20.52988,,84.4444
Gaxe,3.586476,0.0,,66.6667
Minhhienbg,3.572931,0.0,,75.0
E_Bull_started,3.567661,7.0461265,,0.0
LaskerCrypto,3.565267,2.0469445,,50.0
悟道交易,3.542969,0.27042845,,0.0
Once_A_Pro_was_Noob,3.514562,0.867655,,96.6667
AmisTheOne,3.477741,0.22413974,,86.6667
平哥哥你好,3.474976,0.0,,71.4286
FLASH_8888,3.47171355,6.4318973,2.35957985,82.7586
GV-Finance,3.46647,1.0035456,,72.7273
Sunainaroop,3.462998,20.258021,,50.0
Michelangelo_Trade,3.448621,0.60148073,4.80518971,88.764
0xec,3.403268,3.8260768,0.99564332,50.0
VTPN,3.402866,1.464172,,0.0
功夫茶财经,3.334868,0.0,,0.0
Protrader-Roy,3.324767,1.5720942,,50.0
INVESTIDEAUA,3.298901,16.40447,,22.2222
CoinSeeker75,3.29707,4.2827837,,100.0
突出重围感,3.295464,5.2207658,,57.1429
CryptoCrewDXB,3.282613,0.0,,100.0
我爱睡沙发,3.276603,0.0,,100.0
铁打的市场流水的韭菜,3.232296,51.747438,,72.2222
print_usdt,3.23077841,57.033073,1.37564902,73.6842
Sam-Quantman-Earned,3.224171,0.0,,100.0
7Easy_money,3.205809,0.0,,83.3333
VladislavPetrov1,3.186542,1.4085768,,62.5
Slownstudy,3.174043,0.0,,70.0
龙年大吉大利,3.13949315,6.5382854,1.31703244,0.0
Griffithkk,3.132836,55.459486,,48.1481
CrabTrading,3.105729,32.029529,,91.6667
SignalSnyder,3.102915,0.0,,71.4286
mCopier,3.090923,0.03765409,,82.7586
VicTOA,3.0849229,21.416273,0.8866093,53.6232
衡欧巴千倍之路,3.039141,100.0,3.30443853,46.1538
ProfitableMaterKing,3.013385,15.966257,,77.7778
Somnus_88,2.998392,7.0182334,,66.6667
Satyriu5,2.99288,0.07567996,,100.0
Salahuddin20042,2.974803,0.0,,100.0
MoneymakersCopy,2.966442,26.350489,,60.0
cat偷偷发财,2.953261,4.7484357,,100.0
HolyTrading,2.924049,0.0,,60.0
CoprAccount,2.918163,3.1400091,,66.6667
James-三巨头,2.907235,1.4988668,,90.0
Dan-Pro,2.893993,2.0430638,2.37265259,0.0
CuanBot,2.891412,20.399025,0.62152784,84.5395
The_Mate,2.87376594,25.819367,-0.65898206,23.4043
Cyros3,2.83743,0.0,,100.0
NikolasMoro,2.822523,0.00377223,,93.4783
MMOMENTUMM,2.81306115,11.923319,1.68687262,52.9412
Cicit_cuit,2.773181,2.1414959,,90.9091
梭哈小李,2.733333,0.0,,16.6667
alamhubb,2.721816,7.5615657,,0.0
惊惧,2.712515,1.5788414,,77.2727
樱桃树,2.6914,0.03743,,100.0
trend-follower,2.689161,3.4239994,1.75745747,50.0
The_Gladiator,2.672615,58.54707,,20.0
Dolton-Trading,2.66904,0.35198543,,64.8649
malikdagang,2.658145,1.8115311,1.46637825,73.0769
HabbeTrade,2.635199,0.0,,42.8571
Psal77,2.61530812,24.29371,2.20031019,66.4474
PlayAGame,2.604204,0.85382761,,82.3529
UpboundStudio,2.585379,24.438937,,24.0
WRC_Crypto,2.578038,0.04022774,,38.4615
Victrapy,2.560078,44.164617,1.41770145,93.0894
OsVieratrader,2.540427,75.195876,1.23006912,63.8889
Dynamite-Trader-C66,2.509593,0.0,,100.0
Hollybacks,2.502674,9.5237025,,0.0
CryptoMaticBot,2.498078,1.0841736,,98.125
CryptRey,2.495996,0.0,,0.0
Top_Trading_RS,2.494817,0.06855358,,91.6667
布欧buou的量化日记,2.48135676,34.58136,0.95059203,84.2105
T-Rule-Pro,2.47935,0.45331641,,72.3404
LUCKY0225,2.478971,0.0,,86.6667
Copynoob,2.474147,0.16429893,,90.0
波塞冬呀,2.45598,0.01854989,,96.5517
Parasitic2Trade,2.44519424,91.556343,2.23219205,79.1411
COSIGN_AI,2.434044,4.2658832,,75.0
大空头001,2.432526,3.4961249,,75.0
哈士奇本哈,2.426521,0.03744502,,100.0
AtomicTrader,2.395317,0.48483,,50.0
BullishKorean,2.383959,0.60064287,,66.6667
RaptorTrading,2.367136,0.0,,92.8571
真无敌I余斗,2.336616,0.0,,50.0
BlackBoneNft,2.319252,0.0,,0.0
BNB_Trading_Bot,2.317755,1.298081,,94.7368
TCS长线策略,2.31763,0.0,,0.0
Topsever,2.312571,0.25134645,,50.0
木易00001,2.309367,0.0,,0.0
nawafmt,2.306367,35.706281,,53.7037
PapaGoose,2.287728,13.885123,0.58201351,55.0
Masukotto,2.275566,0.051575,,100.0
geomen,2.268419,4.1010175,,50.0
一千到一亿,2.214478,0.04496162,,66.6667
Vir2oOz,2.213239,30.529794,,73.3333
gilbeysssss,2.192208,0.0,,75.0
RosenLady,2.172087,0.0,,100.0
InvestKazStart,2.170366,0.0,,57.1429
Kimis_algo,2.165943,2.6217748,,70.5882
财神信徒,2.16310807,26.337182,1.51806024,62.8571
多神,2.156068,3.655342,,78.3784
mar55audit,2.153005,0.70125791,4.07914605,100.0
MonstersSignals,2.148401,63.728062,2.35164609,46.0938
KriptoBarji,2.13437,39.113928,,96.2963
xChange_Pro_mecha,2.133976,3.3579625,,92.4908
TradeWithTony,2.131648,0.84974369,,73.0769
230油起家,2.110783,2.0023715,,88.8889
DatFeed-VN-Trader,2.074546,0.17604633,,56.8966
Heaven_crypto_pro,2.049072,19.672498,,90.625
crypto-AI-trading,2.037364,15.5267,,60.8247
MXExchange,2.034874,9.9244941,,50.0
Sleep_pig,2.034196,0.05770174,,100.0
Bitboxer_AI,1.999758,8.6745456,,66.6667
gpboyer,1.991083,10.424164,,66.6667
光头不洗头,1.931109,0.08699303,,85.7143
Pejuangcuan_Id,1.930668,2.2037067,,63.7931
Doctor_Relax,1.908456,0.0,,53.9326
稳定发挥,1.895916,3.1914179,,36.3636
这货有个暴富梦,1.893388,29.119809,,60.0
King-of-Candles-VLR,1.879562,0.08282443,,93.9759
x-07,1.869471,0.0,,50.0
GrissomQ,1.839771,13.365513,,83.3333
百花缭乱,1.83577591,1.779642,1.25235711,75.0
Bitcoin-Meraklisi,1.81497,34.676332,,50.0
消告大師,1.80745914,11.171018,0.65949109,50.0
TiiLLofficial,1.80421,0.0,,77.7778
TradePro2024Bader,1.799549,2.6969876,,44.4444
Ctalks,1.785492,0.0,2.29996849,100.0
Magellan-888,1.781428,7.030576,,69.2308
DLB_交易安全员,1.773107,0.0,,0.0
AITradingBotBeta,1.768469,9.481898,0.70528963,28.8889
CHENG晨,1.76597677,24.787505,0.74182519,97.1429
LokeTalay,1.757557,17.412882,,59.5238
Polar3,1.75391,40.173351,0.6870808,86.25
TradGpt,1.746695,0.0,,50.0
IamMARSHAL_MAIN,1.7454,0.0,,100.0
Ultramanlong,1.725454,27.536019,,60.0
R_Square,1.719502,0.0,,100.0
Cryptoking7866,1.715429,0.0,,100.0
TIGER_TRADES,1.699164,3.5617855,,84.6154
Ahmed_alshopaky,1.69424,7.344412,,77.7778
BI123精选信号,1.664107,12.246685,,51.3514
1Hendrix,1.638882,1.0307724,,89.4382
CinGin,1.633661,71.236569,1.38128666,87.7193
ValarMorghulis17,1.61726522,50.846905,0.4844585,97.6744
poseadion,1.59423,0.0,,60.0
小小成长,1.561305,0.0,,100.0
TJinAC,1.560357,78.930101,,85.7143
Alexander-F-Kim,1.555139,2.071118,,50.0
TheFox91,1.546486,13.554807,,93.75
Mbzlp,1.528998,1.25104,,83.3333
Barbarossa1,1.528576,0.0,,100.0
资金管理,1.528536,0.41492042,,73.6842
Tassel-Future,1.5145,0.82983515,,0.0
CaptBitcoin,1.51326,0.95480098,,50.0
TiagoFX,1.501613,0.44751398,,99.2958
一修Pele,1.485641,1.1373917,,0.0
Hederabarian,1.476593,74.994938,1.603701,82.8571
烙大饼的云哥,1.473029,15.670802,,25.0
GKita,1.4533,0.00546034,,40.0
三花茶对冲,1.447623,1.9826083,,44.4444
donglinCh,1.445699,100.0,,32.6087
币圈节节高,1.434311,0.0,,100.0
PureAlpha,1.42877386,1.2735968,2.05975332,66.6667
CodeAlchemist,1.428556,0.0,,87.234
mastertrading3x,1.423472,0.0,,90.0
币安量化机器人-认证,1.417535,37.997693,,90.6667
KingCrimson红,1.413755,3.2415389,,46.3415
MidasAutoTrade,1.411543,0.0,,97.8182
Mambo-Lambo,1.401183,13.741071,,68.0556
Loong-mi-nhon,1.397287,0.0,,37.5
AlfaCharley,1.390201,0.0,,100.0
稳健经营,1.390187,19.95342,0.57995648,57.1429
ontheway0101,1.38693,34.071817,,84.8485
UYUCryptoClub,1.375613,18.548897,,56.7568
A_Blessed_Jew,1.35408,0.0,,100.0
Jingjinglu,1.352742,0.12569889,,68.75
Digital--trader,1.336787,0.01589913,,88.8889
BestTrader209,1.331403,3.4258438,,33.3333
__Born_To_Win__,1.313408,7.1208028,,64.5161
premium_Crypto_Trade,1.312587,0.0,,50.0
BitBullMillioner,1.309891,10.759801,,53.0612
睡神,1.306428,0.0,,80.0
芝麻开门88,1.303586,0.10047091,,78.9474
MandiMalam,1.30339,0.0,,75.0
HeroldFinnch,1.290614,0.93972002,,41.6667
ProfitWizard,1.277055,0.69267711,,69.7674
Liteswan,1.268366,0.0,,75.0
Amedkripto,1.249849,0.0,,14.2857
小飞猫,1.246635,10.661864,,62.5
交易赚钱娶楠楠,1.200468,24.600242,,50.0
粗粗糙糙机器人-合约,1.195748,0.0,,33.3333
钟灿,1.189128,0.00814942,,75.0
Kirinluck,1.185793,0.0,,100.0
拼一次富三代,1.176872,2.024029,,50.0
GD__,1.167801,4.1476028,,96.1538
dil8612SLKR,1.167707,4.1408144,,81.8182
Malik7007,1.161854,63.298635,0.91490469,90.5336
IntellyBot,1.16132,0.0,,88.3562
omnigear88,1.152396,6.9739883,,71.4286
众望所归,1.150623,17.604932,,71.4286
百分之一定律,1.13994,0.0,,66.6667
JiaweiY,1.138479,0.41016681,,0.0
CoinBenderTr42,1.1316,11.810939,,37.5
PicassoTrading,1.130539,10.029985,,82.6241
区块1989,1.122731,1.7407814,,33.3333
Adelaire,1.120192,0.04986504,,95.2381
比特邦Bitopia,1.105453,0.0,,0.0
玄穹高上玉皇大天帝,1.094433,7.5943729,,0.0
DevGraj,1.08984455,14.991808,0.62121927,96.2963
PASMATRI,1.08968,0.0,,92.9577
量化游侠,1.08881,5.6778251,,51.1962
帝王蟹,1.085264,0.0,,0.0
冰糖橙南波万,1.084504,0.0,,100.0
PaulTjrd,1.083007,0.33006156,,40.0
_secure_,1.008096,22.774705,,50.0
内圣外王,0.99119,41.072748,,79.1667
CalculatedGamble,0.989193,0.2960543,,0.0
Lau-x,0.986378,32.86727,,55.7252
Geolitai,0.97159,0.0,,100.0
TiM_trades,0.969226,0.0,,0.0
Slowly_up,0.956132,0.0,,100.0
WinPoss,0.948516,0.56236977,,52.381
万魂幡里做兄弟,0.943588,11.445407,,0.0
顶流_Millionaire,0.936813,0.50250091,,0.0
Junmai,0.883933,16.352875,,76.3158
白手起家的小白,0.856984,0.0,,100.0
KissMyBTC,0.833737,0.0,,25.0
Hunga2k69,0.833065,0.02381092,,33.3333
Stewenus,0.822429,45.636989,,76.4706
多狗,0.811274,37.188495,,55.0
Cuongbg1992,0.785029,0.0,,70.0
MaxiDorotea,0.78267,0.0,,100.0
细水长牛,0.782562,1.9058905,,22.2222
FlashCrashLowRiskBot,0.781581,0.01626521,,86.6667
Tanveer117,0.775192,0.07003761,,66.6667
灵动策略,0.766017,0.13925857,,83.1325
御龙一,0.729263,0.0,,60.0
RoNiN-47,0.704961,1.159178,,97.619
BOTtraidingLong,0.70493,0.0,,72.7273
Crypto-Princess8383,0.689146,0.0,,75.0
Socpro,0.686015,39.550411,,74.4186
随风起飞,0.685919,1.9095685,,50.0
Chillex9,0.679839,0.0,,74.2857
Joanna2222,0.671466,20.781056,,74.3682
Alpha_Quant_lcxz,0.669598,0.32806228,,25.0
冰糖橙的财富森林,0.669077,0.0,,100.0
Lajefa_2024,0.665672,13.850341,0.45101291,29.0323
Pheasant_Osman,0.65923551,13.652216,1.56596417,93.3333
Vanolex,0.658604,0.0,,33.3333
CHULTOOx4,0.648813,0.23011677,,71.4286
CryptoParida,0.633456,15.220221,,90.0
招财大牛猫2024一起慢慢变有钱,0.605921,0.0,,0.0
Majin_buu,0.603306,65.587768,,80.2469
RaBbIt-Foot,0.597224,0.0,,94.6565
发芽韭菜,0.594175,0.60392639,,93.3333
huaxinfutong,0.582365,0.0,,100.0
TITANFRAN27,0.580807,15.683837,,0.0
合约老哥,0.575262,0.0,,0.0
yiyijoejoe,0.544372,0.05559129,,0.0
人生向前冲,0.540723,0.0,,100.0
1MilyonDolaraYolculk,0.533562,0.0,,66.6667
老庄不是庄,0.530745,0.0,,0.0
Anonymous-User-4ddae,0.492136,5.297146,,66.6667
CryptoGainPro,0.48317,0.3196021,,77.7778
时间的秘密1,0.463155,1.3037254,,75.0
CHULTOOx2,0.458584,0.06146018,,83.3333
Anonymous-User-e3a1e,0.453519,0.0,,100.0
MorningStarBLS,0.45339,1.3868497,,61.9048
Degen_Traders,0.438582,0.0,,75.0
CavidanHolding,0.437442,0.0,,100.0
No1LFXeRo,0.43541,1.5093951,,25.0
vhsec,0.433606,3.0860133,,33.3333
普通人逻辑,0.401347,0.56439967,,50.0
Anonymous1354135,0.398086,0.0,,0.0
老实猪,0.389095,0.0,,100.0
SERCHITRADING,0.384706,0.0,,100.0
Scranaver,0.383453,0.0,,0.0
跟单王,0.366013,1.4143488,,47.3684
小韭韭ok,0.361555,0.27778209,,66.6667
Greenofdollar,0.360588,47.500545,1.14942021,98.4127
大尾巴夹狼,0.348948,0.0,,100.0
Tortoise-,0.319893,0.0,,71.4286
SAADONLINE,0.310917,0.0,,77.7778
SteadyPilot,0.31000203,0.0,3.06205717,100.0
白日梦不想家,0.306446,0.68919022,1.02987798,92.3077
DNAfinance,0.283004,0.00852614,,88.8889
TheVirtuoso,0.279731,0.0,,77.7778
大牛操盘,0.261757,0.1392763,,37.5
Faster_3,0.253297,0.0,,0.0
CHIN_CHIN_Trend,0.252029,0.87753297,,50.0
Jaychou520,0.249385,0.0,,100.0
新蜂,0.243401,0.0,,50.0
Crypto-Alchemy,0.230273,0.0912115,,66.6667
冲冲冲冲冲冲冲,0.228399,0.0,,50.0
光华村吴彦祖,0.227796,0.0,,0.0
xiaoheige,0.216065,0.00407075,,80.0
交易员KK114_Youtube,0.207474,6.499164,,66.6667
Em_ho-CZ,0.206673,0.0,,100.0
MrFuk,0.198951,0.0,,62.5
Nashu05,0.191756,0.10968096,,100.0
The_Gem_Trader,0.185778,0.0,,0.0
AlexFTW1,0.185405,0.2137872,,75.0
一万次合约,0.185063,0.0,,100.0
月挂天上,0.182385,0.0,,0.0
Z-O-R-R-O,0.179552,0.0,,88.8889
darkloveXD,0.176508,0.0,,100.0
MAJ_Trade,0.174114,5.272115,,75.5556
AlgoCrypto,0.166147,10.295397,,86.25
KB的便當方案,0.161766,37.182382,,44.2105
Kingscalper,0.159568,1.5615246,,75.0
dreamhappens,0.158786,0.0,,0.0
币安小优,0.148472,0.0,,100.0
CoinAiGpt,0.148418,0.26799924,,85.1852
SEVENTHLEADER,0.136836,0.0,,50.0
Happy_Lilly,0.11244,0.0,,0.0
Bitter_BTC,0.106828,0.0,,50.0
MomentumToTheMoon,0.100515,0.0,,0.0
json97,0.096631,0.0,,50.0
CryptoBasket_,0.09406881,55.819576,0.67333216,75.0
RATRADER_BigBull,0.090561,0.0,,100.0
Matematik35,0.086165,0.20858491,,50.0
Mr0BadBites89,0.084749,0.0,,50.0
太阳部落,0.082373,0.0,,100.0
传奇量化,0.077337,0.01193435,,40.0
mikl275,0.068025,0.0,,73.3333
myro4ka13,0.062499,0.0,,100.0
OpelHydra,0.061141,0.0,,90.0
phoenix-etf,0.04842,0.0,,0.0
GilbertusAlbans,0.045253,0.0,,100.0
xsend-DT-x2-x3,0.04395333,35.71324,1.04824084,86.3636
NogaPLCH,0.041782,0.322341,,0.0
随势,0.02885,42.127313,,69.697
Dusukrisk,0.02873,0.0,,100.0
Tony复利之路,0.026724,0.0,,0.0
TanJilo嘆吉,0.023512,0.01297127,,100.0
相信GCD,0.022328,0.0,,75.0
比特僧-Kyle,0.020069,0.0,,100.0
ekta_dudhat,0.01526,0.0,,100.0
QuickBaby,0.00973,0.0,,100.0
allprofit,0.000715,81.631727,,85.0
厂长这10年,0.0,0.0,1.98945584,0.0
aabb666888,0.0,0.0,,0.0
万福金安1178,0.0,0.0,,0.0
HedgeFoundation,0.0,0.0,-1.92536444,0.0
Anonymous-User-678c6,0.0,0.0,,0.0
Gravities,0.0,0.0,,0.0
coinhippo1,0.0,0.0,,0.0
Anonymous-樱井,0.0,0.0,,0.0
币圈张麻子,0.0,0.0,,0.0
稳健的楼梯,0.0,0.0,,0.0
X1000real,0.0,0.0,,0.0
稳健老哥,0.0,0.0,,0.0
StepToTheMillion,0.0,0.0,,0.0
美式不加糖,0.0,0.0,,0.0
AlphaPlayerOne,0.0,0.0,,0.0
马修班迪德,0.0,0.0,,0.0
ONLYCANDLE,0.0,0.0,,0.0
比特币热爱,0.0,0.0,,0.0
BuyBitcoinLeb,0.0,0.0,,0.0
xjuancho,0.0,0.0,,0.0
Leo765,0.0,0.0,,0.0
白天很乖,0.0,0.0,,0.0
jpz888,0.0,0.0,,0.0
ZDT_Capital,0.0,0.0,,0.0
抓住这波牛市,0.0,0.0,,0.0
PyTED,0.0,0.0,,0.0
Ntminh611,0.0,0.0,,0.0
羊腸小徑,0.0,0.0,,0.0
看线不看市场,0.0,0.0,,0.0
琪迹168,0.0,0.0,,0.0
t神720,0.0,0.0,,0.0
TOMMYWZZ,0.0,0.0,,0.0
只做多低倍,0.0,0.0,,0.0
金雅莉,0.0,0.0,,0.0
神不神,0.0,0.0,,0.0
Only-Trader,0.0,0.0,,0.0
RICK帶你飛,0.0,0.0,,0.0
Thuan-Phan,0.0,0.0,,0.0
SmallWhales0,0.0,0.0,,0.0
Sonic777tothemoon,0.0,0.0,,0.0
保温杯里泡枸杞,0.0,0.0,,0.0
DSYBS,0.0,0.0,,0.0
轻松熊,0.0,0.0,,0.0
counterpoise,0.0,0.0,,0.0
SeekingAlpha,0.0,0.0,,0.0
doctor-coins,0.0,0.0,,0.0
sunny-HB,0.0,0.0,,0.0
Anonymous-User-1a1ec,0.0,0.0,,0.0
合约交易999,0.0,0.0,,0.0
nixcllllll,0.0,0.0,,0.0
JJJAvatar,0.0,0.0,0.49698181,0.0
Crypto-Sensay,0.0,0.0,,0.0
Anonymous-User-f15a8,0.0,0.0,,0.0
Bn返佣小仙女,0.0,0.0,,0.0
Azuuuuu,0.0,0.0,,0.0
SeMo87,0.0,0.0,,0.0
DogukanLive_,0.0,0.0,,0.0
j2w,0.0,0.0,,0.0
joe-101,0.0,0.0,-1.60925798,0.0
灰色Adrian,0.0,0.0,,0.0
BingSu-T,0.0,0.0,,0.0
射手的心,0.0,0.0,,0.0
TahirElkoca,0.0,0.0,1.66287447,0.0
ProfitsTrading,0.0,0.0,,0.0
Convalexa,0.0,0.0,,0.0
mendiond,0.0,0.0,,0.0
VenusQiang,0.0,0.0,,0.0
太阳之光,0.0,0.0,,0.0
AstrayTempest,0.0,0.0,,0.0
Restricted-Area-AFK,0.0,0.0,,0.0
Anonymous-User-1b7b6,0.0,0.0,,0.0
热点追踪者,0.0,0.0,,0.0
For_the_2019,0.0,0.0,,0.0
Anonymous-User-d1c59,0.0,0.0,,0.0
FamilyBomer,0.0,0.0,,0.0
gozdem,0.0,0.0,,0.0
Traider_Alex,0.0,0.0,,0.0
TheSkeffs,0.0,0.0,,0.0
死多聪,0.0,0.0,,0.0
Crypto大手子,0.0,0.0,-1.55593668,0.0
fannybeave1,0.0,0.0,,0.0
ContractKing,0.0,0.0,,0.0
GoldenJupiter,0.0,0.0,,0.0
币圈疯果子,0.0,0.0,,0.0
SafeGains_Navigator,0.0,0.0,,0.0
drifter_logic,0.0,0.0,,0.0
Anonymous-User-ad1f7,0.0,0.0,,0.0
狙击手铭哥,0.0,0.0,,0.0
像素点-趋势跟踪,0.0,0.0,,0.0
BTCMOONFOREVER,0.0,0.0,,0.0
林涛16888,0.0,0.0,,0.0
TraderVietNam24h,0.0,0.0,,0.0
-飞翔的鱼-,0.0,0.0,,0.0
Anonymous-User-66223,0.0,0.0,,0.0
Shoganai28,0.0,0.0,,0.0
Anonymous-User-ba040,0.0,0.0,,0.0
Cossack24,0.0,0.0,,0.0
Anonymous-User-1ad4f,0.0,0.0,,0.0
EarnMoneyfunding,0.0,0.0,,0.0
Anonymous-User-e915a,0.0,0.0,,0.0
DailyWickHunter,0.0,0.0,,0.0
Anonymous-User-e5e60,0.0,0.0,-1.69018241,0.0
空条韭太郎,0.0,0.0,,0.0
UpMath,0.0,0.0,2.00274536,0.0
Jasmineteajasminetea,0.0,0.0,,0.0
Latte_Eason,0.0,0.0,,0.0
Anonymous-User-6ebfe,0.0,0.0,,0.0
Cryptoholic1,0.0,0.0,,0.0
J哥屯币,0.0,0.0,,0.0
空头佬,0.0,0.0,,0.0
牛大饼,0.0,0.0,,0.0
weizixiao,0.0,0.0,,0.0
champion_algo,0.0,0.0,,0.0
小虾侠,0.0,0.0,,0.0
小贾姐姐,0.0,0.0,-0.68925613,0.0
混日子,0.0,0.0,,0.0
YoniTrader,0.0,0.0,0.51556194,0.0
Anonymous-User-4ebd3,0.0,0.0,,0.0
Anonymous-User-cc47e,0.0,0.0,,0.0
合适的人,0.0,0.0,,0.0
YaoCoco,0.0,0.0,-0.43272626,0.0
GENSIPAW,0.0,0.0,,0.0
xmxj,0.0,0.0,,0.0
正权,0.0,0.0,,0.0
tankitty,0.0,0.0,,0.0
FrFiTrade,0.0,0.0,,0.0
NLibot,0.0,0.0,,0.0
Hugh修,0.0,0.0,,0.0
哈哈明老师,0.0,0.0,,0.0
KeepOfTheLight,0.0,0.0,,0.0
被動1號-無需補倉,0.0,0.0,,0.0
BreakSol,0.0,0.0,1.92450858,0.0
truth_trader360,0.0,0.0,,0.0
鹿队VX丨BNBVIP9,0.0,0.0,,0.0
孟威751,0.0,0.0,,0.0
mngltrds,0.0,0.0,,0.0
龙卷风量化,0.0,0.0,,0.0
Drbitcoinve,0.0,0.0,,0.0
Margintest,0.0,0.0,1.64237905,0.0
