nickname,roi,mdd,sharpRatio,winRate
鱼庄主,49.02941,10.24458,4.96133355,89.6552
Coinomix,49.00564908,23.616863,0.41534486,48.1481
蓝鸟,48.86473,4.0995026,,72.7273
UDSUA,48.86115059,18.165884,2.66725187,72.2949
Zero_Liquidation,48.818801,33.890406,2.66227083,44.6809
不爆仓就暴富,48.774885,0.0,,33.3333
Yision,48.642638,1.9854339,,96.1538
ErickZhen冲刺100万U,48.63155,5.4752919,,90.0
ianone,48.623601,24.439977,,88.6957
juliancatano,48.53629972,57.040993,0.6775025,45.1613
ImSteady,48.524482,38.276884,2.71757177,93.6709
muaf100,48.483351,6.8169409,,80.0
怀揣暴富梦想的交易员,48.39163905,17.843992,3.40365759,96.206
EuropeTrade,48.38569072,35.636443,2.07813519,87.5
掘金师,48.242788,34.91854,,50.0
Demi_Dimaro,48.18455338,39.689325,1.75225193,75.0
牛老六,48.12185976,73.476952,1.61810268,91.5493
LillyTrades,48.000974,17.421751,4.26110472,80.0
HazySundae,47.95622637,75.578988,2.15550824,47.2727
LunarGirl,47.948687,28.799291,2.86623015,77.9983
VyanasCrypto,47.86320551,16.009108,3.25892961,93.1818
Tradebrothers,47.806751,20.570121,3.54247807,75.2495
davidyu2408,47.68378552,60.933285,1.93507964,76.9231
Long13,47.612805,53.010609,,61.1111
GPT600,47.556428,5.9336812,3.4660743,70.5357
Ualberta,47.539949,15.146496,5.14179114,90.099
King-of-Candles-HR,47.539283,4.23132,,94.9239
elonmusks,47.449877,24.82554,,68.4211
犹太教授,47.41289,0.0,,0.0
Rola67,47.37362,4.5598682,,96.7033
themah,47.270516,4.6366588,,59.434
mumu33,47.257699,25.429927,,80.0
JWord777,47.251483,7.4035382,,78.8104
唐华斑竹,47.205484,6.5772957,6.80486451,100.0
盈利1000万,47.167109,35.247405,3.1373904,42.8571
mooncaker,47.073917,30.719289,,95.4329
何惑今凡,47.072125,29.552591,,91.6667
Best_Choice_AI_,47.070522,44.788141,,97.7357
Lucky_SS,47.051542,2.0171188,,71.0526
KaanTC,47.04769932,13.287232,2.10136914,66.6667
osmmm,47.018572,68.46238,1.87904349,41.0714
qianask,46.956808,6.8298648,,94.1176
Compoundstable,46.87858,34.46988,,73.6842
蚂蚁仓-奔向牛市,46.852658,27.160594,3.7826848,93.0403
LYC_SK,46.838801,28.428309,2.8206216,97.287
巴菲泰,46.697695,50.861715,,100.0
阿秀阿秀,46.638715,100.0,,0.0
Kilogow,46.456136,7.7649507,,26.9231
Mrdaotradingx,46.363323,0.0,,47.0588
CryptoKonda,46.167983,7.6847876,,15.3846
Kartal_CT,46.166383,55.464662,,64.0523
moneyweekly,46.080815,23.249022,,76.4151
2024好运连连,46.02730938,0.52928701,3.89629016,66.6667
mira_falcon,45.684772,15.213386,4.91880987,26.6667
MadAztec,45.4850398,40.598283,1.58417166,86.8421
BobbyAxeAxelrod,45.46294003,53.065376,2.51545176,72.8395
Amstrongalida,45.144966,32.93568,3.16443595,92.3077
CRYPTO_X9,45.083722,16.921021,,81.8841
Extreme_VB,45.01532696,8.495358,2.81829021,90.625
slow24,45.011979,0.0,,0.0
交易者九爷,44.985872,0.31291727,,66.6667
Patito7777,44.953237,36.37121,,0.0
香港陈冠希,44.937139,11.605008,,0.0
BTCRYPTOs,44.919936,36.282834,,47.3684
Auto-K,44.9106,18.387929,3.7092546,82.4074
从小有个百万梦,44.89068268,40.949165,3.05981843,66.6667
一起做梦,44.837487,8.7561048,5.72110755,60.3448
KerningCity_Huhsung,44.829026,35.173636,,53.8462
BlueBlood45,44.79141371,43.767693,0.81187075,25.0
Finance_Dr,44.728128,8.3908779,,83.3333
山巅资本,44.6885,4.4485679,,70.3704
CoinLuxx,44.550255,53.555776,,75.0
蓝泡泡翻车鱼,44.537864,55.26315,3.56316755,46.5116
摩若斯德,44.5214,6.3142935,,96.5821
BAY_NEXUS_TR,44.493525,75.17155,2.01931706,0.0
Strogoff,44.478353,57.131574,2.66197432,50.0
浙大七哥-只赚有把握的钱,44.306903,47.810996,1.79209908,93.5484
GUN60,44.274005,14.410006,,33.3333
GrandMasterZ,44.20355351,73.900855,1.81047405,53.3333
千币侯-不吃老鼠,44.118068,0.0,,0.0
鳄鱼君,44.028504,1.76102,,0.0
HaiDang999,43.725073,0.65988879,,100.0
BillyNFT-UA,43.685208,17.324523,2.71314227,100.0
Pig-God,43.68477158,29.022468,2.77996339,85.7143
SriLakshmijoy,43.671753,25.618575,,85.7143
BTCisGOLD,43.451931,47.001423,,87.5
虎虎稳步前进,43.404808,4.8014425,,12.5
mahdi246,43.374818,17.53871,3.62587005,96.1165
10U战神业绩说话,43.374457,98.784669,3.08970917,90.1961
Williamz902,43.362636,29.835548,2.72623222,53.1915
Mercury_Trading_KC,43.346427,3.3635368,,57.1429
荆棘鸟,43.21233,53.469838,2.48358094,65.285
三尺财富,43.140205,52.595593,1.92019206,46.8531
请问翻倍要多久,42.915467,58.181417,,5.8824
Btc2c,42.78155475,42.130301,2.607692,55.6122
Brave_niuniu_2,42.76948,11.167873,,70.5036
江南猛虎,42.76717448,60.922265,4.81038662,90.9091
pig_diggy,42.724508,0.68922089,,60.0
GrowSteady,42.679825,44.626962,2.60111624,98.3333
地瓜球o,42.665575,21.405213,,52.6316
Chokrikiller,42.658235,8.9780528,,67.7778
AdroitBTC,42.627665,19.428608,,84.4444
Copy2me,42.599573,24.053569,,89.8438
GrowMore17,42.534659,19.087058,,82.4176
Rocky-Pro,42.48853454,17.726039,4.48537543,74.6333
RonnieToppyqDx,42.457627,47.364265,2.87639702,94.1176
RebBullDragon,42.38585371,63.798555,3.26747011,96.5686
GALAUA,42.27287056,19.91582,3.6209442,71.1059
ScoSky_eth,42.196168,100.0,-0.65401625,50.0
Crypto797979,42.160806,0.0,,92.8571
一龙马斯克,42.108015,0.64405797,,40.0
GODSTER,42.075555,28.492655,2.07196138,49.0964
walpurgisnacht,42.009359,15.266706,3.00356368,80.0
莱茵小镇,41.977969,27.753882,,50.0
CarlosWale,41.956148,28.685383,,40.0
东橘,41.90785931,30.296473,1.98020218,51.9231
NANCE_Lee,41.829162,33.367317,,82.2222
1MillionUsd_,41.798354,21.567561,3.08170102,88.8554
slowNstdyWnDRace,41.69377,34.674378,2.16879113,78.5714
CTA_ChannelCMT,41.6115506,42.638032,1.98909627,33.0979
Musli_Treydera,41.567063,25.152083,,50.0
Buyer777,41.46779,100.0,-2.56345778,98.4456
Learnerboy,41.275544,0.0,,42.8571
low_risk-high_return,41.273572,12.231863,4.55198614,63.6364
Enoty,41.22288545,19.707233,2.70214908,99.8747
币海掏金,41.196712,7.937111,,0.0
ALGO_GOAT,41.161389,11.775435,4.98763955,38.75
ColleenMonagasZ49B,41.042021,47.024402,2.84726484,94.1176
AllPhotos,40.99205,7.9660533,,80.0
Pentagon_Trader,40.96740245,22.545746,2.0901286,75.9764
BTC_eater,40.939927,27.72214,2.8964663,45.8824
凡木生才,40.927178,45.676086,2.15870167,90.411
2000U挑战翻100倍,40.89751421,3.5466953,4.04136037,75.0
Trading-is-easy,40.857046,13.051296,,96.1538
鑫盛合约,40.816187,1.9941186,,100.0
MCD_Fidelity,40.784142,6.9718475,6.85726934,79.0997
crypto_olympia,40.614709,22.975473,,76.9231
BinhBoo,40.472652,0.0,,66.6667
永无_止境,40.376162,8.7353057,,92.3077
PlayingWithCrypto,40.366746,15.326187,,99.0826
彼岸的猫,40.240395,3.0400208,,63.1579
零崎人识,40.238998,0.0,,77.4194
QTR22STAR3,40.174571,12.958564,,81.8182
梦xuan,40.008611,0.0,,42.8571
GodSkyWinVip,40.00666329,65.42618,1.73584488,95.6757
Alukd_ace2023,39.959026,14.529363,4.4385915,0.0
MrAnonymous9119,39.809255,2.3063466,7.11621823,66.4506
Timenacci,39.58187163,18.151059,3.59271054,97.6974
低碳经济,39.571046,31.424679,3.20933498,94.9153
From1kto100k,39.527988,37.66829,,90.7407
Algorithmic_Trade,39.517022,100.0,3.05925057,93.0618
KevenTheTrader,39.484297,5.1053183,,68.9655
Seco-D,39.325244,5.6829882,,84.0336
HNF35,39.316298,44.641945,,92.2892
Gremio09,39.300557,35.026485,2.9313015,47.482
Dr_Darsh,39.298875,52.073241,,88.25
宝哥数字资产管理BCAM,39.249631,0.0,,0.0
MOONLIGHT678,39.150185,16.802368,,67.5
Rhodes22,39.08155,18.53515,3.485396,77.6167
每天赚钱像喝水,39.048476,2.378816,,100.0
Treasure_Hunter007,38.94433025,69.485065,1.67974871,52.8302
KALzais,38.897866,15.371931,3.68964044,80.1887
大王NIUBEER,38.883382,31.340338,2.45441242,81.25
Tanmomo,38.866051,13.357483,,90.0
DIGITALGOLD77,38.82994565,20.30145,1.98571711,93.75
冲谦,38.785572,5.1213033,,78.5714
Catch3,38.739095,39.602555,2.86800289,64.4068
bwcx,38.694789,9.7735616,,54.5455
SurajDahiya,38.651905,27.55778,,86.9565
MakingmoneyBurcu,38.590173,55.439215,,96.5517
ZEZO1212,38.585426,0.0,,0.0
TradeSoEasy,38.57915851,45.841805,2.05064637,47.0588
X_Bitcoin,38.52781,10.257131,4.97405223,69.7674
米克貓比特幣-低頻交易號,38.516002,3.8776125,6.22020519,75.0
Super-Ice,38.513684,7.0339906,,50.0
JijiTheGreat,38.463543,53.575272,,88.0
嵩嵩吐舌头,38.392285,56.148381,,0.0
LetsGoToTheTop,38.314518,25.378858,1.8161315,38.5827
benson_trading_desk2,38.149991,24.849857,2.03735443,81.5217
ClarenceFerreiro,38.0285144,13.4876,3.26525128,98.5177
Chic_yee,38.02167,5.4099038,,66.6667
Racing_Profits,37.98517001,67.864229,1.70079908,81.25
Dubai_Trader007,37.821443,50.034447,,100.0
sisyphean-rock,37.784776,15.873654,,94.8911
Gazu1969,37.776061,30.204304,2.71974897,50.0
Kuyudibi34,37.743833,41.676487,,33.3333
getrich168,37.665326,71.595037,,91.0256
RICHGURU_JR,37.60651213,12.027747,1.38287305,96.1039
DIAMOND_SIGNALS,37.60010401,25.108628,1.65694571,92.9174
Theyon,37.538886,71.790767,,66.6667
盗梦空间,37.29076181,25.488898,0.90104204,88.8889
Bot-Trade,37.20602442,15.984385,2.32104296,25.641
Jasmine_Monkey,37.15476128,23.778597,1.60122233,73.6074
Swing_trading,37.03974899,10.889759,3.08143106,14.2857
万象更新OL,36.91657,2.1689032,,87.8351
蒙声发财998,36.820292,67.98044,,53.5714
星星_candy,36.719066,48.864463,,43.75
Dnishan,36.70650292,35.114654,2.46847153,83.2776
darkcoffeeshot,36.704693,11.462081,4.35303426,84.2105
稳稳的慢慢来,36.702723,19.66019,,87.8788
Nurtopu,36.613449,80.149267,1.91001068,83.3333
添添赚-机会交易,36.534109,29.015366,,72.0
SvetBG,36.293616,9.6802158,3.9333417,78.9474
Rostyslav5010,36.279912,27.634858,,81.8182
市場阿丞,36.260438,38.706701,,20.0
Coin_Hunter198,36.248307,56.091117,,58.5366
早点赚够一个亿退休,36.217871,15.798158,2.72416377,81.8182
AZDI_1,36.17798,66.567597,,92.3913
KINGPIN117,36.163211,0.26775028,,100.0
交易员神奇哥,36.096042,52.170149,,42.8571
Anonymous-User-cf7d3,35.976235,16.02783,2.71911195,63.9394
index_口味王,35.96621,13.183667,,43.75
starless9,35.95136824,10.384586,4.13894278,95.004
拉拉要努力,35.909057,10.165918,,46.1538
呆呆喵,35.767505,45.149629,,75.0
放長線釣大魚,35.749096,42.943685,,54.1667
buffy_bull,35.679906,0.0,,90.4762
Bac-Ninh-VIET-NAM,35.654693,2.6807538,3.6156921,43.2432
创投增值2,35.630357,9.1115522,,92.3077
LightDim,35.52917757,28.200203,2.60619963,92.3729
朝阳热心群众,35.515412,3.6913391,,64.2857
algotrade01x,35.451722,9.1183332,,100.0
tianshuijiejie,35.425546,13.166775,,0.0
GTRadar-Balance,35.122424,10.383218,4.4118925,31.2057
SyoshinMakoto,35.048372,0.0,,40.0
Berry999,35.012139,8.5236425,,100.0
退学炒币ovo,34.881378,8.6953731,,82.0513
AmadeusCrypto,34.81290408,19.584471,2.59499258,36.7925
hikmetkaya,34.809812,40.339179,,89.8551
Bitguy币老大btc趋势突破2H,34.663812,29.544139,2.7119839,28.5714
跑赢大盘,34.649006,32.117335,,46.3918
福佑满天星量化机器人,34.621034,0.0,,84.9206
币圈一个墙头草,34.566948,1.0099804,,85.7143
JamesToSky,34.544835,4.1615073,,100.0
捡尸队长,34.518199,0.0,,74.0741
北方真选量化,34.47816,12.046754,4.57634415,36.3636
AlphaProfits,34.431099,2.5227285,7.95536193,60.241
程式交易員-ANDY,34.33554298,24.176412,1.6908819,30.7692
MCS-TRade,34.334697,6.9028887,,76.4706
双枪老太婆,34.136234,36.841789,1.51695917,52.9412
salesforce,34.088331,56.141993,2.67753394,8.1349
mrle14186,33.90888328,29.093492,2.39640884,80.0
Here_or_no_thing,33.638831,73.471838,,75.0
StreetProfits,33.547124,91.06121,,82.8829
LiLiSweetHeart,33.481205,11.451449,3.31884683,24.2424
HorizontalPurchase,33.46132615,32.505518,2.75323584,77.7992
辰得鑫,33.425365,2.4997051,14.91566469,99.8941
Bossevich,33.4193657,18.895084,2.27884946,96.6667
暗夜ake,33.405376,0.0,,40.0
BitHolycoin,33.359749,1.8231084,4.41569195,99.6491
slow-todaycrow,33.332584,17.185458,,50.0
求稳不求快,33.190035,0.0,,96.2963
KitoCoin,33.183707,23.200704,,69.4444
番茄土豆,33.086585,28.46023,2.92821927,57.1429
Teorey,33.024394,0.94820531,,100.0
BtbKing,33.017147,10.482691,3.19038486,72.2222
Mamypoko,32.92652,38.731659,1.79623491,98.6842
vambot,32.796618,12.591635,4.62246396,99.356
Dr-ANAETHESIA,32.76690499,85.097535,1.89944993,95.5357
布欧buou量化日记,32.58595722,43.760975,1.47344705,84.0391
王庭战法,32.579539,13.580441,,89.5161
MrT_Capital,32.545822,7.2446575,3.89582738,45.1613
NotNoWhen,32.503071,20.029962,,61.7021
Anhdang03,32.444159,1.2014089,,84.0
十鱼TenFish,32.428756,9.9182519,,72.2222
猴哥2024,32.403574,0.0,,95.6522
AlbertOntario,32.392779,0.187322,,88.8889
VariasAltcoins,32.286211,0.0,,76.0
Kripto-Cengiz,32.23072296,57.127484,2.57594672,97.8022
Duogozen9x,32.097932,54.728102,2.08354636,88.1579
辛弃疾在交易,32.07013108,15.84601,1.67467445,60.5263
Tpando,32.062741,30.042819,,51.5358
Sifredy2222,32.022272,25.342821,2.57828246,84.8703
我要买GT啊嗷,31.906678,0.0,,0.0
MrT_88,31.902355,6.9390897,,0.0
猫咪程序员ai量化,31.856903,25.563146,3.53691662,68.3575
交易员海洪,31.802729,4.8211708,,0.0
Copy_King_2024,31.775462,25.779323,,95.4338
MC-ZimWang,31.760633,9.6408043,,83.871
先赚100million,31.705929,32.667923,1.75230269,65.0794
GoodBuy2024,31.700583,22.083173,,90.0
X-Number-1,31.582466,34.217325,,91.5493
肥肥比特币,31.465363,8.6901955,,97.2973
WolfBot,31.434706,10.345272,,100.0
CryptoGolub,31.418054,23.988285,,36.3636
ENDERFX07,31.348072,42.082014,,84.2105
lazyquant,31.315778,0.55305171,,100.0
BullBearTrades,31.306572,16.430723,3.48106032,39.2593
poo00ooq,31.288513,22.401167,,37.5
自由万岁,31.277869,65.346945,,0.0
Socz3k,31.25019862,45.730551,1.53801775,76.0
Blueway,31.249232,55.039592,1.4686405,94.5545
祿Luki,31.237833,37.227138,,92.0
TheFox007,31.237632,3.8890746,,75.0
Imdogefather,31.083327,27.877956,,0.0
zilzu,30.99173654,22.155195,2.72312844,58.1132
金闪闪31313,30.978906,9.663227,,66.6667
MaximumProfit,30.960244,12.252954,,88.8889
coinswolf,30.91327,1.7039859,,90.2439
甜西瓜,30.909376,85.422927,,86.1111
Sahmeran-Naz,30.822465,9.0715606,,94.7368
稳稳的zk,30.802873,10.019592,,83.3333
ScrapperMaster,30.788211,0.0,,100.0
BuyNHODL,30.755063,2.3841821,3.47335239,54.5455
168HengHeng,30.683422,12.521458,,85.7143
VenomAlgo,30.531888,16.99331,,79.4872
Slow_but-Sure,30.461608,17.704046,3.97383947,98.8095
NovaCapital,30.454104,48.726205,,83.3333
PlymouthAI,30.425801,8.6273437,,68.7583
StableFund,30.313507,5.9493217,,73.0769
心理学大师,30.288309,7.5144014,,91.6667
TaqMan,30.254601,0.0,,62.5
AiTradePro,30.252676,5.5876377,,99.2979
1Ellonmask,30.160138,26.566338,,94.6237
Bot_Satohi,30.136983,25.114878,,94.0
Lucky2066,30.071389,5.5489102,,95.0
Mahlasicoin,30.04482591,18.469743,2.32840722,73.913
所有的美好,30.008098,34.46301,,82.2222
Nasti-Pro,29.92036054,23.656884,4.07815524,73.2323
Sprinter_from_Bybit,29.913391,41.209783,,98.1043
MTF35,29.828069,89.282249,2.73368004,84.2491
严格设置止损,29.797113,51.677516,,68.1818
Iceklanll,29.730095,0.0,,100.0
RIOSE_FollowingTrend,29.708604,9.4625054,4.24026406,46.9697
FXCryptoBots,29.656395,0.60417412,,83.0928
阳光幸运快乐,29.635815,33.031871,,83.8095
Sexyguy123,29.534714,39.957304,,84.0517
Longkk8,29.528995,14.986076,,86.9565
踏破铁鞋无觅处,29.407808,47.025964,1.45908476,84.6154
0xbitboy,29.33506105,47.774383,0.87792599,32.5301
anto_Q,29.254175,12.313354,,62.5
Khan_bd,29.190803,20.037661,,56.0
低吸高抛投资者,29.048157,10.102252,3.60882162,0.0
SL9999,28.985043,62.150601,,83.6957
DungHN_HD,28.972888,22.621144,,50.0
TAGTrading,28.958816,0.0,,100.0
Dr-coin,28.81808,9.3591484,,98.5185
MoonrakerALTs,28.80520999,11.503442,1.69961821,67.6923
Tesfer,28.760405,0.061724,,0.0
Andora_Trade,28.720372,31.486966,2.13821656,41.6667
Eliz_MoneyKing,28.671235,31.256955,2.27584298,66.2651
Luay1990,28.584403,30.364817,,96.9697
Andres-cativa,28.522547,5.3789895,7.6023584,91.8919
MichaelMarcus,28.467844,8.6738566,,44.4444
搜搜比特币,28.389735,15.376404,3.81618543,94.7368
SurvivalOfTheFittest,28.264143,0.0,,0.0
Thomased1103,28.252043,0.0,,94.5578
龙虎升腾,28.247217,4.2001408,,100.0
好运来666,28.223243,4.4269531,,93.75
NoTrading_NoLife,28.154431,0.0,,60.0
船长2024,27.938958,30.783663,,75.0
DipMore,27.905169,11.870282,4.10549672,98.8764
Selobank,27.896964,40.127585,2.11429507,92.9293
Roxy085,27.894361,27.530908,2.06550183,76.0553
FutureProTrader,27.853948,0.0,,100.0
Beo1312,27.83732282,10.893166,4.85502321,79.4872
TraderJaso,27.67216058,60.344988,1.91182233,57.9365
Bising1324,27.610682,15.760599,2.41771871,80.0
12TT21,27.589913,46.324381,2.15245884,76.1538
Commander_Red,27.470739,0.0,,0.0
悟道一生,27.397698,17.448425,,87.931
AP-9,27.387832,6.914962,,50.0
NO-ZERO,27.380025,62.684526,,61.1111
pat_calm,27.34613,20.406164,,91.1348
一点三维,27.33399179,27.031719,2.29436495,90.0
卢姥爷,27.220617,7.0054799,,94.6429
CryptoLordMaster,27.112412,0.0,,100.0
CYBASTER,27.036433,16.48438,3.37519478,40.5405
决胜时刻,27.018308,4.5125323,,0.0
Krypto_fund,26.957156,17.894117,,69.3141
小五千,26.863522,0.0,,82.1429
币指多量化工具_Ai自动炒币,26.860574,6.1190905,4.3401078,92.3077
Yaroslav_Krasko,26.859685,12.695545,,33.3333
猫猫猫猫,26.783934,0.0,,91.6667
Sharkspeare,26.741004,1.5184298,,80.0
MyLDSS,26.676737,0.0,,0.0
white_tradest,26.633289,4.5098466,,0.0
Rex-Trading-Room,26.555933,12.611785,2.35838826,49.6732
SlowFlowPortfolio,26.474196,29.148615,,80.9524
LLLLLLLL_,26.417255,8.1995888,,85.7143
win飞龙在天,26.407611,35.503242,,78.7879
趋势为王111,26.384469,3.8103719,,33.3333
NEWAF,26.313893,0.0,,90.9091
Zen_Alpha,26.298354,0.57832371,,100.0
鸿蒙紫气,26.267633,4.4862031,,0.0
小刀砍大树,26.199943,50.540759,,95.1872
交易员洪哥,25.97907,47.262473,,33.3333
贝贝1988,25.978718,5.4828686,,90.9091
Anonymous-User-c8f8b,25.975421,20.826473,1.69555671,35.4839
素年锦时,25.948938,0.0,,100.0
正将阿兴,25.863139,6.0649417,6.75892199,62.5
试错者,25.862264,27.898274,,86.0465
IdolCapital,25.862046,8.4813674,,22.2222
Siomay,25.842726,0.0,,100.0
听听,25.837933,27.995075,,45.4545
_-win-win_scenario-_,25.835906,10.685046,,26.6667
高级程序员带你暴富,25.81021874,38.218142,0.11824566,55.5556
CAIO_Thailand,25.797655,49.328692,,82.1429
JustFollowTheTrend,25.713366,9.1658591,,91.9643
Quiet_Harbor,25.674521,28.162559,1.80887729,33.3333
NixingZhe,25.646442,8.618997,3.68995837,100.0
TeacherHan,25.614067,44.267199,,68.2927
AI_King,25.54323232,9.4225681,2.6925194,66.6667
黑白不分,25.444482,17.150228,,75.0
Nomansky,25.392128,0.0,,100.0
Tudemunx1000,25.356526,24.606916,,33.3333
TradingMasterpro,25.304994,0.0,,70.0
长线怪,25.10614559,42.195777,-0.6393034,96.7213
Cenno,25.071828,14.817211,4.51303858,28.5714
艺术就是合约,25.024152,9.8293362,,71.4286
Master_Chief_Lead,24.976264,38.23075,1.82143888,60.0
0xmarch,24.863642,33.437927,2.17006227,55.7895
GodSkyWin,24.81546419,67.025111,3.00428715,96.8912
燕雀醉青天,24.779509,8.4544719,,100.0
DLTeo,24.551798,8.5711281,,50.0
云殿,24.53499,0.0,,47.0588
247Trading,24.526507,8.6066797,,58.4098
戒贪,24.506889,45.677849,,95.5645
GloryBeToGod,24.493246,24.658192,1.41941839,79.5367
只因你太美ik,24.488754,4.2086835,,77.2727
宁波币侠,24.47521139,7.9754595,2.9084298,66.6667
专注fil,24.43374516,15.440054,1.99729038,57.1429
Set_Key,24.40890359,61.126299,1.00697161,24.5902
SaifuTraderMoyeMoye,24.406887,0.26416508,,90.0
ScalptradeAI,24.375308,0.0,,70.5882
JackTheTrader,24.360381,14.844523,2.59045155,97.8723
DDD慢就是快,24.340729,9.2789852,,75.0
SNOW_24787,24.32142,12.547943,2.58965785,58.8235
Mohitsshadwani,24.283663,0.0,,66.6667
Agent-Hali,24.128541,0.0,,0.0
SivasliKangal,24.030977,75.328979,2.32057437,94.2857
Kriptona1,24.030942,88.352783,,77.7778
Hannah1311,23.854277,17.018492,,88.8889
Chino_PE,23.826141,24.157111,,64.7059
TallhaSarwar,23.77811355,41.315609,1.20663741,79.5455
SNS_Crypto,23.726182,30.805253,1.73173288,87.7676
韭菜教主,23.697468,0.0,,100.0
bitboxer_doo,23.694201,19.244986,2.61027313,56.25
MWKAMEL,23.648629,11.646887,,69.5652
天理循环,23.648327,50.66426,1.39237955,36.3636
CHULTOOx3,23.637988,0.83863285,,70.1389
FMH_CRYPTO,23.52446235,22.039883,2.44300125,95.5307
RR-King,23.330384,18.647603,3.23020621,68.9655
Doodl3,23.312084,5.2283579,,100.0
mira_eagle,23.290595,20.083394,3.2111382,66.6667
策略-仰望皓月,23.267666,6.7144971,4.93456926,85.2941
Crypto_NKT,23.19231855,20.669576,1.46525142,98.3607
福来运转,23.18698,1.1986187,,25.0
比特币的秘密,23.183414,0.0,,100.0
无敌小公主,23.18071051,64.565279,2.61485619,59.6491
大道至简666,23.131908,5.9232361,,75.0
Meyao,23.10473265,53.548,2.64379314,94.4444
ScalperPanda,23.066871,6.6483217,,93.0233
YouTube加密航海家,23.062667,45.656014,1.52928533,72.3958
natoshisakamoto_tr,23.054262,3.2546705,,100.0
Dafoul,23.045454,2.7850714,4.8501623,90.0
DHSTrader,23.012617,59.190938,,89.5105
Devalerim,22.963347,46.019719,2.03225582,68.75
小币种网格,22.93390271,9.7089779,2.7756742,82.2222
GmNi,22.81427028,64.84138,1.9165613,68.75
money_ant,22.659185,8.3633695,,72.2222
黄金豉油鸡,22.643054,1.200524,,95.9248
0xfake,22.494402,7.1897264,,50.0
Ayres7,22.424775,7.7994634,4.0224324,24.0
Stainer7555,22.36985623,9.2351656,3.79874634,94.3239
FisherMan7777,22.36596,4.0715439,4.98472094,96.0
BTCxHUNTER,22.34003305,70.663878,3.90489936,73.6797
EkoG,22.328977,0.0,,100.0
BORSACI_SELIM,22.2996889,15.703538,2.04569539,46.6523
adrenalinprod,22.268224,71.883552,1.79522336,47.7612
天玄,22.252418,1.8595603,,88.2353
Rainmaker27,22.236009,0.0,,51.8182
Bit骑士,22.21542,5.1430772,,45.4545
小帅老师,22.215374,0.0,,0.0
Yongyong-,22.200035,22.450265,,93.9394
Invest4Winners,22.119242,19.512901,,66.6667
HUMMMMMMMM,22.0822,0.1108375,,41.6667
朽木逢春,22.059566,11.428405,,51.3761
西西弗美股,21.999282,50.669237,,72.093
韭皇KingOfJiucai,21.989823,17.312086,2.44247317,46.0
曾曾,21.977797,3.3201987,,100.0
Crypto-the-only,21.963502,43.524798,,98.8024
很低仓位稳定收益,21.92501,23.833032,1.42365045,73.6041
TacticStrategy,21.880996,9.1689065,5.95357607,95.0
polareagle,21.843294,48.604379,0.89457374,41.9355
DivergenceTrading,21.839454,40.710174,1.89134233,91.0448
CesarCryptoSin,21.6695,100.0,-1.360314,97.6483
SK-HedgeFund,21.646223,51.644868,1.58101565,91.3876
Serebrum,21.646219,30.561422,1.4529422,61.7647
TeamAxe,21.638437,3.4002841,,87.5
E-Zeyn,21.637981,0.0,,76.9231
TheBigPockets,21.566264,19.310309,,84.8485
辛地,21.539004,13.206902,,86.2745
Bossss1103,21.52318,0.07337665,,90.0
Yves_C_AI,21.502869,19.825372,1.70348649,90.9091
GrowMoreTogether,21.502056,0.0,,100.0
Bimpi,21.493719,5.5130359,4.14658138,98.7903
coindoctoru,21.447894,2.0266235,7.68517308,90.9091
sara_win,21.446797,0.0,,33.3333
HNbabycat168,21.42666,37.892408,1.37628647,67.1429
WealthGroup,21.416383,0.758854,,75.0
AI永不爆仓,21.325512,7.6149586,4.30259055,44.4444
Fregat2,21.305262,19.352197,,77.0197
Fonmark,21.30213824,24.252699,2.00455167,77.5401
老韭菜黑某,21.284654,5.53242,,60.0
WallStreetBattler,21.267064,3.1234143,,100.0
1KriptoKral,21.243905,29.39417,1.39620064,66.6667
IKBZNK,21.08851548,1.6424719,3.87057614,100.0
Winning-Robo,21.047398,0.12497394,,98.9796
李源,21.034734,14.977418,2.13836135,50.0
TraderQwz,21.00064893,62.957697,1.38906739,33.3333
天天向上DayDayUp,20.998208,9.579225,,69.2308
--Crypto_Boss--,20.956665,63.473263,,75.5556
AllenzCapital,20.953124,73.777868,1.66782657,74.359
Turtle_Run,20.843438,57.577447,,88.7324
搏未来,20.834926,5.8139417,,85.0
btc来带单,20.832922,0.0,,0.0
prtinvest,20.82076201,22.206424,2.0035249,0.0
FADinvest,20.817628,17.696092,2.92853042,63.4146
杭州阿宝,20.791213,0.30723945,,90.0
荣阁Trader,20.718329,3.3465271,4.18868978,80.0
几度轮回,20.71192652,0.0,2.36954034,100.0
扶摇直上九万里6,20.685281,89.295341,4.05690745,63.3333
Pro-BTC,20.653007,5.9133488,5.3822571,96.0784
EurCat_777,20.647417,39.39011,,48.1481
千元战神,20.639825,4.2627282,,95.7447
牛市向前冲,20.593703,0.84506224,,87.8658
交易君子李,20.54767766,6.6561658,2.82872115,50.0
趋势交易验证者,20.461647,22.069471,,37.931
Trader35_,20.46157378,59.586676,1.23304784,88.8889
Wiki1976,20.450834,2.1637355,,57.1429
CoinSpirit,20.43894858,40.735348,1.12556183,66.6667
青蛙瓜瓜,20.321652,57.752345,,46.4286
名曰敬畏,20.262993,5.5544126,3.76992556,95.9596
CryptoChronicles,20.227665,3.5097609,4.74234192,99.5238
MGong,20.128412,90.368282,,53.5714
