ts,open,high,low,close,vol
2023-07-21 12:00:00,29781.5,30059.0,29775.2,29900.4,2365.69543469
2023-07-22 00:00:00,29900.4,29997.7,29849.6,29888.1,974.76147408
2023-07-22 12:00:00,29886.0,29911.9,29630.0,29787.5,1403.60309956
2023-07-23 00:00:00,29787.5,29981.6,29730.0,29892.0,1227.1108979
2023-07-23 12:00:00,29892.1,30350.0,29855.0,30082.8,2065.26591327
2023-07-24 00:00:00,30082.8,30100.0,28950.0,29269.3,7702.46083723
2023-07-24 12:00:00,29269.3,29269.3,28866.7,29177.4,4623.75121698
2023-07-25 00:00:00,29177.4,29282.0,29053.8,29127.2,1892.25233231
2023-07-25 12:00:00,29127.3,29374.0,29081.0,29226.6,1971.23908805
2023-07-26 00:00:00,29226.7,29410.2,29100.0,29176.7,1897.36626965
2023-07-26 12:00:00,29176.8,29679.0,29166.4,29351.1,5491.26372243
2023-07-27 00:00:00,29351.2,29566.4,29301.2,29507.4,2251.25173104
2023-07-27 12:00:00,29507.4,29507.4,29084.7,29222.1,2102.92625555
2023-07-28 00:00:00,29222.2,29311.3,29129.5,29209.3,1571.2226418
2023-07-28 12:00:00,29209.3,29539.6,29198.8,29314.8,2581.48443799
2023-07-29 00:00:00,29314.9,29407.7,29257.3,29267.2,1084.8647222
2023-07-29 12:00:00,29267.2,29378.1,29256.3,29352.1,612.92648027
2023-07-30 00:00:00,29352.2,29355.8,29235.5,29312.4,599.09454909
2023-07-30 12:00:00,29312.4,29448.8,29030.0,29282.1,2322.40200698
2023-07-31 00:00:00,29282.1,29530.0,29263.3,29407.9,1878.69925715
2023-07-31 12:00:00,29408.0,29476.8,29111.1,29233.3,2131.05622093
2023-08-01 00:00:00,29233.2,29343.8,28697.6,28860.8,3471.09685307
2023-08-01 12:00:00,28861.3,29739.3,28570.1,29707.1,6529.73820455
2023-08-02 00:00:00,29708.0,30039.6,29387.3,29563.9,6655.50318508
2023-08-02 12:00:00,29564.0,29606.0,28923.8,29184.6,4885.1804692
2023-08-03 00:00:00,29184.5,29274.3,28970.0,29143.5,1727.45560205
2023-08-03 12:00:00,29143.6,29430.4,29078.2,29192.4,2776.52669413
2023-08-04 00:00:00,29192.5,29261.0,29100.0,29166.5,1558.95783418
2023-08-04 12:00:00,29166.6,29329.1,28802.2,29112.9,3205.64705234
2023-08-05 00:00:00,29112.9,29152.9,29036.1,29046.0,1330.80742932
2023-08-05 12:00:00,29046.0,29099.0,28981.3,29072.0,937.87532103
2023-08-06 00:00:00,29072.1,29137.3,29034.6,29079.1,866.26999865
2023-08-06 12:00:00,29079.1,29200.0,28989.6,29086.8,1135.96188393
2023-08-07 00:00:00,29086.9,29228.0,29021.1,29092.1,1336.03036787
2023-08-07 12:00:00,29092.0,29279.0,28701.0,29214.3,3508.59461298
2023-08-08 00:00:00,29214.4,29438.6,29144.8,29436.1,2149.15393157
2023-08-08 12:00:00,29437.4,30242.7,29351.1,29773.2,6822.52737407
2023-08-09 00:00:00,29771.2,29912.4,29652.1,29888.4,2993.57939647
2023-08-09 12:00:00,29888.4,30137.9,29375.9,29583.9,3659.74079024
2023-08-10 00:00:00,29584.0,29659.9,29475.0,29502.0,2624.36528056
2023-08-10 12:00:00,29502.1,29733.4,29330.2,29455.2,3109.41444969
2023-08-11 00:00:00,29455.3,29502.4,29349.2,29446.5,2347.30914659
2023-08-11 12:00:00,29446.4,29566.4,29250.8,29429.6,2057.11941898
2023-08-12 00:00:00,29429.6,29461.8,29379.2,29423.2,1129.66788701
2023-08-12 12:00:00,29423.2,29483.6,29400.0,29430.1,607.28371959
2023-08-13 00:00:00,29430.1,29457.0,29364.9,29382.0,972.9788266
2023-08-13 12:00:00,29382.0,29468.1,29271.7,29302.0,1171.34105498
2023-08-14 00:00:00,29302.1,29493.0,29100.0,29410.0,3298.83804244
2023-08-14 12:00:00,29410.0,29695.0,29255.0,29432.0,3055.11031503
2023-08-15 00:00:00,29432.0,29456.9,29349.9,29364.7,2286.0932273
2023-08-15 12:00:00,29364.7,29497.7,29076.9,29201.4,3053.19627819
2023-08-16 00:00:00,29201.4,29259.7,29101.5,29163.9,2775.19713996
2023-08-16 12:00:00,29163.9,29232.0,28721.0,28730.8,4486.53982009
2023-08-17 00:00:00,28730.9,28779.1,28326.0,28542.1,6953.17036651
2023-08-17 12:00:00,28542.1,28567.4,24220.0,26621.0,33497.53547965
2023-08-18 00:00:00,26620.1,26822.7,26143.8,26492.1,9234.88066922
2023-08-18 12:00:00,26492.1,26500.0,25600.1,26055.6,10763.46218741
2023-08-19 00:00:00,26055.6,26154.8,25805.7,25903.5,2032.17547879
2023-08-19 12:00:00,25903.6,26274.7,25876.5,26101.8,2436.29998897
2023-08-20 00:00:00,26101.8,26207.3,26050.0,26180.1,1120.51813729
2023-08-20 12:00:00,26180.1,26299.8,25971.1,26190.8,1695.31379302
2023-08-21 00:00:00,26190.8,26199.2,25887.6,26032.9,2208.51632326
2023-08-21 12:00:00,26033.0,26260.0,25813.2,26128.1,3362.89324002
2023-08-22 00:00:00,26128.1,26142.5,26002.4,26052.5,919.01640105
2023-08-22 12:00:00,26052.5,26099.9,25320.0,26056.7,5625.15576542
2023-08-23 00:00:00,26056.8,26189.2,25897.9,25939.7,2364.75662844
2023-08-23 12:00:00,25939.7,26816.4,25818.0,26436.1,7440.19903136
2023-08-24 00:00:00,26433.0,26573.3,26352.0,26446.0,2155.24
2023-08-24 12:00:00,26446.0,26446.1,25861.1,26179.9,4224.20695155
2023-08-25 00:00:00,26179.9,26191.9,25973.7,26100.4,1773.61814011
2023-08-25 12:00:00,26100.4,26309.9,25782.2,26061.6,3257.98412937
2023-08-26 00:00:00,26061.7,26124.3,26004.0,26049.8,674.32473204
2023-08-26 12:00:00,26049.8,26079.5,25989.6,26022.2,467.26268854
2023-08-27 00:00:00,26022.2,26097.7,25971.7,26060.1,421.19440791
2023-08-27 12:00:00,26060.1,26179.8,26034.8,26102.0,936.32842289
2023-08-28 00:00:00,26102.0,26103.5,25864.5,26005.4,1535.5813304
2023-08-28 12:00:00,26005.4,26250.0,25920.1,26116.1,1833.85740688
2023-08-29 00:00:00,26116.2,26206.7,25925.0,25979.0,1688.2112784
2023-08-29 12:00:00,25976.7,28163.5,25966.1,27720.1,19698.52536868
2023-08-30 00:00:00,27718.4,27771.3,27283.5,27342.6,3730.47555319
2023-08-30 12:00:00,27342.7,27464.2,27010.0,27299.9,3645.80616995
2023-08-31 00:00:00,27300.0,27605.5,27179.1,27306.6,2663.24916017
2023-08-31 12:00:00,27306.5,27315.9,25655.2,25938.6,12470.08978012
2023-09-01 00:00:00,25938.6,26096.0,25928.0,26045.6,1691.85604377
2023-09-01 12:00:00,26045.5,26152.0,25329.0,25806.3,7307.34865019
2023-09-02 00:00:00,25806.4,25862.8,25756.1,25815.6,1312.86868657
2023-09-02 12:00:00,25815.6,25986.0,25760.0,25870.7,1357.98692137
2023-09-03 00:00:00,25870.8,25951.8,25826.1,25943.8,700.84719387
2023-09-03 12:00:00,25943.8,26138.0,25801.6,25971.9,2158.33437424
2023-09-04 00:00:00,25972.0,26103.3,25870.0,25894.1,1715.81730955
2023-09-04 12:00:00,25894.0,25964.1,25633.4,25827.3,2501.80612859
2023-09-05 00:00:00,25827.3,25844.9,25559.2,25781.0,1803.06012441
2023-09-05 12:00:00,25781.1,25911.1,25623.9,25791.9,2666.25151707
2023-09-06 00:00:00,25792.0,25864.7,25711.4,25734.7,1375.51618891
2023-09-06 12:00:00,25734.7,26053.4,25369.7,25761.4,4579.46544793
2023-09-07 00:00:00,25761.4,25849.5,25693.0,25709.9,1015.46820549
2023-09-07 12:00:00,25709.9,26450.9,25616.9,26259.8,5861.6758155
2023-09-08 00:00:00,26259.7,26442.4,25646.0,25842.0,4564.1181215
2023-09-08 12:00:00,25842.1,25950.0,25722.5,25915.3,2217.15225825
2023-09-09 00:00:00,25915.3,25915.3,25837.8,25860.5,966.42528403
2023-09-09 12:00:00,25860.5,25946.6,25793.2,25905.5,839.96071808
2023-09-10 00:00:00,25905.6,25906.8,25756.2,25798.1,1279.37430818
2023-09-10 12:00:00,25798.1,26038.1,25562.3,25841.1,2773.78451359
2023-09-11 00:00:00,25841.0,25905.6,25573.3,25604.0,2419.26338092
2023-09-11 12:00:00,25604.0,25760.7,24900.0,25165.5,9482.22759564
2023-09-12 00:00:00,25165.6,26344.4,25135.5,26100.5,10413.12316374
2023-09-12 12:00:00,26101.9,26585.3,25798.3,25843.7,7547.72003833
2023-09-13 00:00:00,25843.7,26247.4,25768.0,26200.4,2970.90353749
2023-09-13 12:00:00,26206.7,26409.5,26027.6,26222.0,4744.70017762
2023-09-14 00:00:00,26222.1,26549.4,26123.0,26446.0,3991.92105977
2023-09-14 12:00:00,26446.6,26876.0,26342.6,26527.8,5662.82352058
2023-09-15 00:00:00,26527.8,26690.7,26384.6,26428.9,2082.36188233
2023-09-15 12:00:00,26428.3,26900.0,26215.6,26603.1,3805.29108254
2023-09-16 00:00:00,26603.1,26785.0,26451.1,26524.9,1848.64749482
2023-09-16 12:00:00,26525.0,26624.0,26483.5,26564.2,683.83052202
2023-09-17 00:00:00,26564.8,26621.8,26419.9,26568.0,1037.35107855
2023-09-17 12:00:00,26568.0,26598.0,26401.6,26528.3,977.06631764
2023-09-18 00:00:00,26528.3,27241.5,26377.0,27201.1,4745.65281267
2023-09-18 12:00:00,27201.5,27415.2,26630.9,26760.3,5906.72480086
2023-09-19 00:00:00,26760.3,27500.0,26669.0,27238.0,4295.52452244
2023-09-19 12:00:00,27238.1,27486.9,26884.8,27209.9,5040.97789272
2023-09-20 00:00:00,27209.8,27386.5,26943.9,27103.9,4173.3153771
2023-09-20 12:00:00,27104.0,27297.8,26786.4,27120.3,4314.80592122
2023-09-21 00:00:00,27120.3,27157.3,26622.5,26731.6,3725.23788926
2023-09-21 12:00:00,26731.7,26775.3,26366.6,26566.1,4167.28854302
2023-09-22 00:00:00,26566.0,26746.0,26469.4,26640.9,3688.84570314
2023-09-22 12:00:00,26640.9,26697.0,26490.1,26579.9,2988.35043999
2023-09-23 00:00:00,26580.0,26617.2,26509.9,26578.0,1764.66623261
2023-09-23 12:00:00,26578.3,26638.2,26548.0,26576.2,796.76285225
2023-09-24 00:00:00,26576.3,26611.8,26548.5,26598.8,461.26573464
2023-09-24 12:00:00,26598.8,26737.4,26108.5,26248.5,3086.09331879
2023-09-25 00:00:00,26247.8,26333.2,25989.6,26074.6,3764.64713782
2023-09-25 12:00:00,26074.6,26446.0,25995.6,26302.7,2994.66651313
2023-09-26 00:00:00,26302.7,26400.0,26188.8,26272.0,1352.80820418
2023-09-26 12:00:00,26272.0,26304.1,26083.0,26220.3,2649.70584574
2023-09-27 00:00:00,26220.3,26848.0,26204.1,26774.2,4649.5983445
2023-09-27 12:00:00,26771.6,26852.1,26109.5,26371.9,6359.51439827
2023-09-28 00:00:00,26371.9,26630.0,26343.6,26476.5,3298.67113106
2023-09-28 12:00:00,26476.5,27316.0,26468.8,27023.7,9192.03589753
2023-09-29 00:00:00,27023.8,27249.7,26877.3,26971.4,3194.77425733
2023-09-29 12:00:00,26971.5,27113.7,26658.0,26909.9,4346.1859389
2023-09-30 00:00:00,26910.0,27003.3,26888.1,26939.7,923.87625127
2023-09-30 12:00:00,26939.6,27089.4,26906.1,26961.7,1255.5427779
2023-10-01 00:00:00,26961.7,27288.0,26954.6,27191.5,2081.22792933
2023-10-01 12:00:00,27191.5,28500.0,27035.0,27995.2,6727.33690704
2023-10-02 00:00:00,27995.3,28489.0,27825.9,28198.9,8383.87904618
2023-10-02 12:00:00,28198.9,28600.0,27280.4,27497.2,8675.72473453
2023-10-03 00:00:00,27495.0,27666.8,27380.6,27559.5,3041.1876314
2023-10-03 12:00:00,27559.5,27580.0,27159.2,27425.8,3624.85882693
2023-10-04 00:00:00,27425.9,27642.1,27200.4,27570.4,2116.48972649
2023-10-04 12:00:00,27570.4,27841.0,27326.6,27782.0,2872.08173505
2023-10-05 00:00:00,27782.1,27896.0,27552.0,27729.7,1878.77067499
2023-10-05 12:00:00,27729.7,28127.0,27350.0,27410.0,6305.89000003
2023-10-06 00:00:00,27410.0,27799.5,27396.7,27755.6,2744.40989132
2023-10-06 12:00:00,27759.5,28316.0,27173.6,27932.0,7802.57544231
2023-10-07 00:00:00,27932.1,28023.4,27846.3,27941.1,1807.03413371
2023-10-07 12:00:00,27941.2,27986.7,27848.2,27956.0,1178.03921684
2023-10-08 00:00:00,27956.1,28092.0,27774.8,27807.5,2175.7506435
2023-10-08 12:00:00,27807.6,28006.8,27686.1,27920.0,1867.96961948
2023-10-09 00:00:00,27920.0,27987.9,27406.0,27465.1,4317.29895023
2023-10-09 12:00:00,27465.1,27743.9,27260.0,27588.0,3996.43522784
2023-10-10 00:00:00,27588.0,27733.6,27497.7,27505.9,3024.55524305
2023-10-10 12:00:00,27505.9,27628.0,27295.6,27388.7,4068.93483012
2023-10-11 00:00:00,27388.7,27473.0,26954.1,27195.7,6084.77378889
2023-10-11 12:00:00,27195.7,27259.9,26530.0,26878.9,6114.27077076
2023-10-12 00:00:00,26878.8,26945.0,26658.8,26837.8,3519.57594074
2023-10-12 12:00:00,26837.9,26865.1,26551.6,26761.3,2691.38202485
2023-10-13 00:00:00,26761.3,26940.5,26738.4,26820.4,1832.55647907
2023-10-13 12:00:00,26820.4,27132.0,26680.8,26864.9,3872.30370175
2023-10-14 00:00:00,26865.0,26989.6,26844.0,26874.1,1152.03060041
2023-10-14 12:00:00,26874.2,26958.0,26782.6,26852.5,2346.51629424
